"CurSim","missingprop_autocor","pred","se","date","GPP","missingness","type","run_no"
50,"propMissAct_0.21_autoCorr_0.48",-0.254158190516887,0.784714308526187,2013-12-31,-0.652720778025846,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.206463228119288,0.838635261884223,2014-01-01,-0.872731313808156,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.133895734917649,0.846021184173615,2014-01-02,-0.997448953547836,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.14282609292639,0.847065864133902,2014-01-03,-0.912356553248374,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.130353359200519,0.847214260683933,2014-01-04,-0.361659689863875,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.364290689965669,0.847235353124347,2014-01-05,-3.30224602916798,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.644784282229463,0.8472383513694,2014-01-06,-0.86609053874533,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.0653923016050769,0.847238777568686,2014-01-07,-0.998382953950892,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.437821098569521,0.847238838152842,2014-01-08,-0.601968992353489,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.0279953997947051,0.847238846764871,2014-01-09,-1.19126607859835,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.255418056912252,0.84723884798907,2014-01-10,NA,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.655421993210328,0.84723884816309,2014-01-11,-1.13473333794051,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.497459456766077,0.847238848187827,2014-01-12,-1.76754450934185,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.530160537812679,0.847238848191343,2014-01-13,-1.91196882145039,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.471029410485127,0.847238848191843,2014-01-14,-0.917062823440351,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.473827136026562,0.847238848191914,2014-01-15,-1.0014252217898,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.341729141705968,0.847238848191924,2014-01-16,-3.17494095492972,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.418538169698673,0.847238848191926,2014-01-17,-1.2905292292941,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.345522516728628,0.847238848191926,2014-01-18,-0.762845265347764,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.398651734266689,0.847238848191926,2014-01-19,-1.20169320016488,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.367237625622916,0.847238848191926,2014-01-20,-1.22414312793057,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.207769553540133,0.847238848191926,2014-01-21,-0.85549725940086,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.675358849490275,0.847238848191926,2014-01-22,-0.341929286950213,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.159426603851157,0.847238848191926,2014-01-23,-2.08749925690214,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.0206743242953129,0.847238848191926,2014-01-24,-1.08197550596616,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.146704995541594,0.847238848191926,2014-01-25,-1.65449132442466,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.294270753759071,0.847238848191926,2014-01-26,-1.4574538118164,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.0985954137522281,0.847238848191926,2014-01-27,NA,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.0793288736028615,0.847238848191926,2014-01-28,NA,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.187867037154325,0.847238848191926,2014-01-29,-0.955581139625831,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.0163379882755458,0.847238848191926,2014-01-30,-0.920195703683634,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",0.0641549739047149,0.847238848191926,2014-01-31,-0.672076111835849,"MAR","dropNA_simple",50
50,"propMissAct_0.21_autoCorr_0.48",-0.1441458877595,0.847238848191926,2014-02-01,-1.21054881980603,"MAR","dropNA_simple",50
