date,turb,Q
1/5/2016,8.775,1631.472262
1/6/2016,9.021875,1647.868862
1/7/2016,6.846875,1564.232236
1/8/2016,7.226041667,1352.158201
1/9/2016,8.851041667,1178.357663
1/10/2016,6.630208333,1169.783645
1/11/2016,6.264583333,1161.392619
1/12/2016,8.236458333,1254.828019
1/13/2016,16.14375,1644.273776
1/14/2016,23.1875,1999.759821
1/15/2016,9.234375,1779.224837
1/16/2016,8.707291667,1783.507594
1/17/2016,9.45625,1925.591691
1/18/2016,10.3375,2025.551707
1/19/2016,8.266666667,1972.828311
1/20/2016,11.61354167,2209.433143
1/21/2016,14.821875,2663.557999
1/22/2016,50.32291667,3836.066882
1/23/2016,26.51041667,4118.917968
1/24/2016,20.42708333,4229.844307
1/25/2016,14.1875,3822.30828
1/26/2016,12.79166667,3518.968356
1/27/2016,17.6875,3279.494271
1/28/2016,32.13541667,3777.685225
1/29/2016,66.44791667,5223.701524
1/30/2016,38.88541667,5217.504323
1/31/2016,22.125,4804.17609
2/1/2016,16.10416667,3977.096423
2/2/2016,13.8125,3337.805163
2/3/2016,14.05208333,2856.239268
2/4/2016,14.96875,2774.718485
2/5/2016,12.55208333,2492.72176
2/6/2016,12.13854167,2556.644293
2/7/2016,9.954166667,2578.647784
2/8/2016,12.27708333,3029.703944
2/9/2016,8.870833333,2571.129986
2/10/2016,24.54166667,2529.33902
2/11/2016,19.90625,2660.235144
2/12/2016,30.6875,3519.384961
2/13/2016,32.8125,4298.202323
2/14/2016,22.71875,4421.840509
2/15/2016,56.44791667,5501.726493
2/16/2016,146.5625,7449.135766
2/17/2016,104.1979167,8446.022663
2/18/2016,75.78125,8699.098664
2/19/2016,50.94791667,8306.927986
2/20/2016,37.96875,6924.897943
2/21/2016,26.9375,5747.853894
2/22/2016,27.90625,4451.767959
2/23/2016,22.85416667,3364.13192
2/24/2016,13.375,2946.855374
2/25/2016,11.540625,2548.131172
2/26/2016,15.134375,2302.98454
2/27/2016,11.74791667,2315.784951
2/28/2016,11.24583333,2370.821559
2/29/2016,15.21875,2606.232806
3/1/2016,13.125,2977.768199
3/2/2016,19.875,3677.030904
3/3/2016,13.76041667,3655.651705
3/4/2016,11.29166667,3466.603429
3/5/2016,9.7375,3333.999911
3/6/2016,9.033333333,3216.128006
3/7/2016,8.902083333,3242.291157
3/8/2016,7.717708333,2979.82667
3/9/2016,8.409375,2656.87041
3/10/2016,12.653125,2947.382738
3/11/2016,8.402083333,2915.495138
3/12/2016,7.202083333,2670.480392
3/13/2016,7.288541667,2512.725983
3/14/2016,7.005208333,2527.294705
3/15/2016,7.44375,2475.401172
3/16/2016,5.869791667,2158.196413
3/17/2016,5.546875,1917.856129
3/18/2016,5.369791667,1776.523878
3/19/2016,5.257291667,1630.092171
3/20/2016,5.4375,1541.482672
3/21/2016,9.370833333,1628.36928
3/22/2016,6.165625,1661.070235
3/23/2016,5.776041667,1766.816987
3/24/2016,5.9375,1864.397962
3/25/2016,8.678125,2351.123442
3/26/2016,5.470833333,2122.100679
3/27/2016,5.1625,2077.100981
3/28/2016,4.383333333,2046.845776
3/29/2016,4.04375,2004.07559
3/30/2016,3.948958333,1906.827503
3/31/2016,3.666666667,1836.590374
4/1/2016,3.517708333,1806.05286
4/2/2016,3.551041667,1903.691996
4/3/2016,3.407291667,1909.921336
4/4/2016,4.180208333,1972.108556
4/5/2016,4.364583333,2182.708836
4/6/2016,3.830208333,2117.437937
4/7/2016,3.264583333,1835.461554
4/8/2016,3.071354167,1752.77077
4/9/2016,3.655208333,1985.037568
4/10/2016,3.577083333,1991.23963
4/11/2016,3.721875,1988.61115
4/12/2016,4.086458333,1870.996797
4/13/2016,4.342708333,1718.526772
4/14/2016,3.482291667,1581.393526
4/15/2016,3.352083333,1449.441588
4/16/2016,3.164130435,1297.332521
4/17/2016,3.6125,1237.525477
4/18/2016,3.276041667,1207.956727
4/19/2016,3.045833333,1134.742983
4/20/2016,3.566666667,1077.88613
4/21/2016,3.208854167,1033.5302
4/22/2016,2.702083333,1036.682517
4/23/2016,2.725,1145.418403
4/24/2016,3.469791667,1212.899237
4/25/2016,3.375,1253.450737
4/26/2016,2.653125,1208.188629
4/27/2016,2.329166667,1152.879573
4/28/2016,2.378645833,1032.37268
4/29/2016,2.411458333,929.4926809
4/30/2016,2.311458333,880.1062869
5/1/2016,2.475,852.0217077
5/2/2016,2.254166667,851.7657313
5/3/2016,1.89375,796.1389273
5/4/2016,2.34375,739.5560488
5/5/2016,2.1109375,725.2067217
5/6/2016,2.1421875,774.8192368
5/7/2016,1.944791667,805.6957316
5/8/2016,1.984375,802.6061395
5/9/2016,1.844791667,798.5682301
5/10/2016,1.880208333,789.1341998
5/11/2016,1.525,765.5286727
5/12/2016,1.530208333,725.9725903
5/13/2016,1.38125,688.4216754
5/14/2016,1.629166667,686.7805863
5/15/2016,1.9875,694.6242504
5/16/2016,2.190625,784.1093791
5/17/2016,2.015625,795.9596152
5/18/2016,1.863541667,775.0772855
5/19/2016,3.208333333,813.2478658
5/20/2016,3.341666667,854.152096
5/21/2016,2.626041667,825.8956705
5/22/2016,2.548958333,830.924746
5/23/2016,3.326041667,1041.975329
5/24/2016,3.521875,1126.189529
5/25/2016,2.920833333,1018.351979
5/26/2016,2.720833333,951.3136221
5/27/2016,2.709375,945.0243484
5/28/2016,2.69375,810.0120642
5/29/2016,2.44375,755.9725207
5/30/2016,2.240625,734.7166333
5/31/2016,2.118229167,737.9842948
6/1/2016,2.004166667,719.8674401
6/2/2016,4.538541667,712.2560592
6/3/2016,3.548958333,706.5489527
6/4/2016,2.228125,645.1110826
6/5/2016,1.978125,596.7045297
6/6/2016,1.596875,576.6294238
6/7/2016,2.544791667,539.2397654
6/8/2016,2.121875,487.5550095
6/9/2016,2.4375,466.8436318
6/10/2016,2.780208333,491.3584236
6/11/2016,5.117708333,526.826117
6/12/2016,3.252083333,536.013125
6/13/2016,2.763541667,534.0112374
6/14/2016,3.032291667,533.2735751
6/15/2016,3.0375,534.811854
6/16/2016,2.622916667,517.2254757
6/17/2016,2.698958333,517.1252335
6/18/2016,4.161458333,580.2921065
6/19/2016,3.3375,586.1819225
6/20/2016,2.953125,551.9742081
6/21/2016,5.672916667,634.7572814
6/22/2016,2.75625,544.0359393
6/23/2016,2.290625,540.1341687
6/24/2016,4.855208333,703.8253617
6/25/2016,5.671875,817.317643
6/26/2016,5.846875,900.1373294
6/27/2016,5.925,939.538156
6/28/2016,4.49375,893.147796
6/29/2016,4.568229167,831.1803265
6/30/2016,4.067708333,756.8341024
7/1/2016,3.723958333,680.6900078
7/2/2016,3.4875,606.171617
7/3/2016,3.447916667,570.6340635
7/4/2016,3.463541667,548.7228506
7/5/2016,3.408333333,540.6255463
7/6/2016,3.548958333,514.9869642
7/7/2016,3.394791667,473.4795001
7/8/2016,3.853125,492.7593022
7/9/2016,3.776041667,527.7102971
7/10/2016,3.397916667,502.6647276
7/11/2016,3.16875,489.6164788
7/12/2016,2.958333333,491.0620641
7/13/2016,2.89375,504.1110844
7/14/2016,2.955208333,488.2728366
7/15/2016,2.933333333,459.5310368
7/16/2016,3.071875,444.9338011
7/17/2016,2.696875,460.8595489
7/18/2016,2.689583333,455.9142801
7/19/2016,2.664791667,456.9435459
7/20/2016,2.374270833,443.99527
7/21/2016,3.148958333,427.0613744
7/22/2016,3.878125,479.62946
7/23/2016,2.8625,456.3411377
7/24/2016,2.448913043,446.4748064
7/25/2016,3.65,447.142145
7/26/2016,2.594791667,428.3967711
7/27/2016,2.211458333,445.2731665
7/28/2016,2.06875,463.7939319
7/29/2016,2.327083333,478.2790483
7/30/2016,2.3875,476.4693707
7/31/2016,2.391666667,466.9802888
8/1/2016,2.852083333,453.515679
8/2/2016,2.964583333,442.5004548
8/3/2016,3.389583333,460.3641997
8/4/2016,2.859375,429.9967508
8/5/2016,3.316145833,421.3132152
8/6/2016,3.107291667,416.9567796
8/7/2016,2.929166667,425.1487189
8/8/2016,3.208854167,470.467717
8/9/2016,2.858333333,462.2002908
8/10/2016,2.548958333,449.5888509
8/11/2016,2.588541667,448.7682061
8/12/2016,2.658333333,441.4118557
8/13/2016,2.7765625,442.5810685
8/14/2016,2.913541667,445.4073455
8/15/2016,3.209375,445.7477503
8/16/2016,3.464583333,442.4966925
8/17/2016,3.490625,421.8798339
8/18/2016,3.494791667,418.6594169
8/19/2016,3.535416667,409.7761064
8/20/2016,3.283333333,409.3695289
8/21/2016,3.296875,416.1408575
8/22/2016,3.128125,420.4406192
8/23/2016,3.015625,417.3895471
8/24/2016,3.078645833,424.9987176
8/25/2016,3.128125,426.893321
8/26/2016,2.823958333,428.3845973
8/27/2016,3.1375,457.8250557
8/28/2016,3.734375,466.7934189
8/29/2016,3.764583333,461.7708364
8/30/2016,3.517708333,441.9184779
8/31/2016,3.46875,432.0413983
9/1/2016,3.483333333,450.4311717
9/2/2016,4.603125,473.6433553
9/3/2016,3.822916667,470.9438638
9/4/2016,3.49375,464.0586417
9/5/2016,3.432291667,462.2278332
9/6/2016,4.935416667,535.143225
9/7/2016,3.961458333,477.0760485
9/8/2016,3.107291667,424.607352
9/9/2016,2.748958333,403.5305446
9/10/2016,2.707291667,407.2732525
9/11/2016,2.894791667,422.9600213
9/12/2016,3.104166667,419.0287498
9/13/2016,3.273958333,419.7310161
9/14/2016,3.30625,406.5878386
9/15/2016,3.175543478,384.4913715
9/16/2016,,387.1988553
9/17/2016,,431.5576522
9/18/2016,,482.2570742
9/19/2016,4.95,469.3675259
9/20/2016,3.491666667,454.2423666
9/21/2016,3.080208333,471.9610943
9/22/2016,3.482291667,518.7372124
9/23/2016,3.497916667,525.5161287
9/24/2016,3.886458333,528.0462132
9/25/2016,3.811458333,548.1853214
9/26/2016,3.883333333,540.0700901
9/27/2016,3.477083333,531.6757516
9/28/2016,3.635416667,547.0240882
9/29/2016,3.738541667,562.1025719
9/30/2016,3.55625,569.0568893
10/1/2016,3.220833333,558.7845434
10/2/2016,3.270833333,576.8744217
10/3/2016,3.251041667,567.1538988
10/4/2016,4.041666667,594.1472588
10/5/2016,3.415625,596.1124832
10/6/2016,3.533333333,591.2029416
10/7/2016,5.188541667,661.5390551
10/8/2016,6.392708333,802.3137107
10/9/2016,7.15,935.2565506
10/10/2016,6.680208333,950.202509
10/11/2016,5.748958333,914.0327246
10/12/2016,4.922916667,922.7088494
10/13/2016,7.953125,1203.415108
10/14/2016,15.14791667,1746.165579
10/15/2016,18.6875,2177.996852
10/16/2016,13.175,2125.595237
10/17/2016,9.678125,2046.803627
10/18/2016,7.830208333,1948.644206
10/19/2016,8.5640625,2017.246544
10/20/2016,12.74375,2371.593622
10/21/2016,21.140625,2973.114755
10/22/2016,20.30208333,3223.510748
10/23/2016,14.25,3073.185292
10/24/2016,8.383854167,2232.87818
10/25/2016,5.609375,1861.853009
10/26/2016,6.926041667,1885.018975
10/27/2016,9.660416667,2181.739548
10/28/2016,6.204166667,2210.279414
10/29/2016,4.905208333,1896.06852
10/30/2016,4.266145833,1749.327784
10/31/2016,5.15,1810.150876
11/1/2016,8.136458333,2216.770426
11/2/2016,6.683333333,2100.211486
11/3/2016,5.365625,1966.433077
11/4/2016,4.120833333,1784.502727
11/5/2016,5.530208333,1828.870193
11/6/2016,9.963541667,2153.708699
11/7/2016,6.688541667,2002.949258
11/8/2016,5.05,1812.977995
11/9/2016,4.68125,1686.505628
11/10/2016,4.176041667,1532.144507
11/11/2016,4.076041667,1310.415891
11/12/2016,4.041666667,1224.252031
11/13/2016,3.614583333,1207.865314
11/14/2016,4.617708333,1354.205386
11/15/2016,16.14479167,2624.723791
11/16/2016,16.36458333,3326.012888
11/17/2016,10.0625,3159.316344
11/18/2016,9.794791667,2543.183764
11/19/2016,7.117708333,2146.288075
11/20/2016,10.12604167,1974.358029
11/21/2016,19.16666667,1717.282075
11/22/2016,20.29166667,1522.343765
11/23/2016,9.940625,1564.618473
11/24/2016,7.055208333,1613.443202
11/25/2016,7.141666667,1710.094619
11/26/2016,5.255208333,1606.550029
11/27/2016,5.18125,1564.777511
11/28/2016,5.021875,1599.103386
11/29/2016,5.60625,1694.410991
11/30/2016,5.503125,1719.210719
12/1/2016,5.741666667,1806.593616
12/2/2016,7.954166667,2036.355098
12/3/2016,6.585416667,2070.799051
12/4/2016,15.60520833,2916.491994
12/5/2016,22.13541667,3741.025573
12/6/2016,9.6875,2985.770255
12/7/2016,6.372916667,2320.359057
12/8/2016,5.095833333,1984.12949
12/9/2016,5.26875,1808.632133
12/10/2016,5.614583333,1783.774083
12/11/2016,4.734375,1723.202536
12/12/2016,4.120833333,1726.253042
12/13/2016,4.477083333,1665.962038
12/14/2016,3.991666667,1549.088044
12/15/2016,3.938541667,1372.683881
12/16/2016,4.138541667,1289.847442
12/17/2016,4.938541667,1181.590561
12/18/2016,4.646875,1105.01162
12/19/2016,6.140625,1187.545568
12/20/2016,7.621875,1473.333686
12/21/2016,9.94375,2250.68231
12/22/2016,5.447916667,2025.437358
12/23/2016,5.525,2105.257866
12/24/2016,5.175,1827.873127
12/25/2016,3.954166667,1652.909194
12/26/2016,3.373958333,1541.677707
12/27/2016,3.719791667,1555.074782
12/28/2016,3.403125,1487.597336
12/29/2016,3.196875,1369.299673
12/30/2016,3.89375,1363.505036
12/31/2016,3.70625,1347.979916
1/1/2017,3.313541667,1372.768028
1/2/2017,3.084375,1335.486403
1/3/2017,3.646875,1428.458697
1/4/2017,3.469791667,1387.917094
1/5/2017,4.660416667,1160.504641
1/6/2017,6.78125,1066.263504
1/7/2017,6.930208333,953.5461145
1/8/2017,7.248958333,907.8186544
1/9/2017,7.642708333,1051.530772
1/10/2017,6.233333333,1151.000264
1/11/2017,5.276041667,1135.256598
1/12/2017,5.285416667,995.9234439
1/13/2017,5.519791667,906.7947208
1/14/2017,5.360416667,826.9613307
1/15/2017,6.354166667,797.0563929
1/16/2017,5.364583333,768.688493
1/17/2017,10.44375,917.6708751
1/18/2017,45.60416667,2090.642649
1/19/2017,35.47916667,2882.451607
1/20/2017,13.36666667,2473.843566
1/21/2017,8.188541667,1852.534645
1/22/2017,6.067708333,1597.326879
1/23/2017,5.140625,1530.1517
1/24/2017,4.535416667,1409.466445
1/25/2017,4.016666667,1303.01856
1/26/2017,4.539583333,1235.180518
1/27/2017,4.141666667,1199.014389
1/28/2017,3.922916667,1109.561006
1/29/2017,3.665625,1061.209598
