"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Data Deletion Simple","ar1",0.635239847100563,"A",0.0410940190327245
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Data Deletion Simple","ar1",0.655813873030895,"B",0.0407340045837349
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Data Deletion Simple","ar1",0.635181201483741,"C",0.0440459776734453
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Data Deletion Simple","ar1",0.607021743635725,"D",0.0463872831690125
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Data Deletion Simple","ar1",0.622784707580548,"E",0.0473265341909364
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Data Deletion Simple","ar1",0.514076051329789,"F",0.0571081389989872
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Data Deletion Simple","ar1",0.594436213882715,"G",0.048714583272002
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Data Deletion Simple","ar1",0.593226062527166,"H",0.0558336395792665
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Data Deletion Simple","ar1",0.528151890114115,"I",0.0610621342536785
936,"936","propMissAct_0.59_autoCorr_0.51","MAR","Data Deletion Simple","ar1",0.513732254731424,"J",0.0707697018133422
936,"936","propMissAct_0.58_autoCorr_0.5","MAR","Data Deletion Simple","ar1",0.608354128407913,"K",0.0641824480821497
936,"936","propMissAct_0.6_autoCorr_0.53","MAR","Data Deletion Simple","ar1",0.437421282022903,"L",0.0752313889565355
936,"936","propMissAct_0.62_autoCorr_0.51","MAR","Data Deletion Simple","ar1",0.495460016940678,"M",0.0745025757027957
936,"936","propMissAct_0.7_autoCorr_0.46","MAR","Data Deletion Simple","ar1",0.459568742909738,"N",0.0898719481232687
936,"936","propMissAct_0.77_autoCorr_0.45","MAR","Data Deletion Simple","ar1",0.127099965357345,"O",0.108008069021309
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Data Deletion Simple","intercept",0.402737542861875,"A",0.14884739013209
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Data Deletion Simple","intercept",0.411031643530899,"B",0.161612918301745
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Data Deletion Simple","intercept",0.427970098978643,"C",0.168831056704642
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Data Deletion Simple","intercept",0.409488123470736,"D",0.155885480701064
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Data Deletion Simple","intercept",0.546887112169908,"E",0.168944244888769
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Data Deletion Simple","intercept",0.492046920691367,"F",0.154372099801641
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Data Deletion Simple","intercept",0.405270888286331,"G",0.155364446559548
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Data Deletion Simple","intercept",0.334539279812157,"H",0.191695550031649
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Data Deletion Simple","intercept",0.252164234603672,"I",0.170401898795036
936,"936","propMissAct_0.59_autoCorr_0.51","MAR","Data Deletion Simple","intercept",0.306156846467986,"J",0.186594453619218
936,"936","propMissAct_0.58_autoCorr_0.5","MAR","Data Deletion Simple","intercept",0.334210224135337,"K",0.209238628815696
936,"936","propMissAct_0.6_autoCorr_0.53","MAR","Data Deletion Simple","intercept",0.328167465053822,"L",0.153515410992063
936,"936","propMissAct_0.62_autoCorr_0.51","MAR","Data Deletion Simple","intercept",0.461618169167331,"M",0.197294437675149
936,"936","propMissAct_0.7_autoCorr_0.46","MAR","Data Deletion Simple","intercept",0.418593576763583,"N",0.204446149420517
936,"936","propMissAct_0.77_autoCorr_0.45","MAR","Data Deletion Simple","intercept",0.588518004968023,"O",0.136172357791402
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Data Deletion Simple","light",-0.149310368410092,"A",0.0476943829703477
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Data Deletion Simple","light",-0.130762174245304,"B",0.0489729819114754
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Data Deletion Simple","light",-0.159633982122927,"C",0.053477403352543
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Data Deletion Simple","light",-0.19811122418415,"D",0.0551676010580787
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Data Deletion Simple","light",-0.116914327156796,"E",0.056777765063614
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Data Deletion Simple","light",-0.153444767072775,"F",0.0733639346065326
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Data Deletion Simple","light",-0.15341002243226,"G",0.0602559370730257
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Data Deletion Simple","light",-0.120030482699674,"H",0.0679678144033293
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Data Deletion Simple","light",-0.218781528940193,"I",0.0700900552272178
936,"936","propMissAct_0.59_autoCorr_0.51","MAR","Data Deletion Simple","light",-0.121530403500061,"J",0.0801868731871253
936,"936","propMissAct_0.58_autoCorr_0.5","MAR","Data Deletion Simple","light",-0.244615500065216,"K",0.0704221613628216
936,"936","propMissAct_0.6_autoCorr_0.53","MAR","Data Deletion Simple","light",-0.291679884594481,"L",0.0834115217312545
936,"936","propMissAct_0.62_autoCorr_0.51","MAR","Data Deletion Simple","light",-0.27239004175471,"M",0.0933179975510574
936,"936","propMissAct_0.7_autoCorr_0.46","MAR","Data Deletion Simple","light",-0.0202316508259718,"N",0.103111144985156
936,"936","propMissAct_0.77_autoCorr_0.45","MAR","Data Deletion Simple","light",-0.000939683769623481,"O",0.122062168534689
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Data Deletion Simple","discharge",-0.808960823725703,"A",0.0467378511079773
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Data Deletion Simple","discharge",-0.801645734797715,"B",0.047937591142893
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Data Deletion Simple","discharge",-0.783889143981451,"C",0.0529899044090349
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Data Deletion Simple","discharge",-0.779543482950392,"D",0.0542824874940755
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Data Deletion Simple","discharge",-0.803019287075374,"E",0.0527045581303303
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Data Deletion Simple","discharge",-0.7817372847781,"F",0.063048386806715
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Data Deletion Simple","discharge",-0.792364523755206,"G",0.0562478451742478
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Data Deletion Simple","discharge",-0.89415129991673,"H",0.0740784140701501
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Data Deletion Simple","discharge",-0.85123999326609,"I",0.0726563590068087
936,"936","propMissAct_0.59_autoCorr_0.51","MAR","Data Deletion Simple","discharge",-0.849968316144795,"J",0.0816591185839105
936,"936","propMissAct_0.58_autoCorr_0.5","MAR","Data Deletion Simple","discharge",-0.699004216140065,"K",0.0712686881877367
936,"936","propMissAct_0.6_autoCorr_0.53","MAR","Data Deletion Simple","discharge",-0.804861667627697,"L",0.0791336950728083
936,"936","propMissAct_0.62_autoCorr_0.51","MAR","Data Deletion Simple","discharge",-0.710510782012334,"M",0.0911338783517563
936,"936","propMissAct_0.7_autoCorr_0.46","MAR","Data Deletion Simple","discharge",-0.659040702205459,"N",0.103629625004616
936,"936","propMissAct_0.77_autoCorr_0.45","MAR","Data Deletion Simple","discharge",-0.736311218317138,"O",0.124436656780132
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Data Deletion Simple","sigma",1.04151411526434,"A",NA
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Data Deletion Simple","sigma",1.06321819339879,"B",NA
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Data Deletion Simple","sigma",1.16596778948774,"C",NA
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Data Deletion Simple","sigma",1.10338315822163,"D",NA
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Data Deletion Simple","sigma",1.10874176264546,"E",NA
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Data Deletion Simple","sigma",1.28092215634869,"F",NA
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Data Deletion Simple","sigma",1.08243655746454,"G",NA
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Data Deletion Simple","sigma",1.27579304138657,"H",NA
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Data Deletion Simple","sigma",1.26716909591034,"I",NA
936,"936","propMissAct_0.59_autoCorr_0.51","MAR","Data Deletion Simple","sigma",1.25460095639829,"J",NA
936,"936","propMissAct_0.58_autoCorr_0.5","MAR","Data Deletion Simple","sigma",1.03947740417803,"K",NA
936,"936","propMissAct_0.6_autoCorr_0.53","MAR","Data Deletion Simple","sigma",1.09526356854928,"L",NA
936,"936","propMissAct_0.62_autoCorr_0.51","MAR","Data Deletion Simple","sigma",1.37301580926446,"M",NA
936,"936","propMissAct_0.7_autoCorr_0.46","MAR","Data Deletion Simple","sigma",1.36921270632779,"N",NA
936,"936","propMissAct_0.77_autoCorr_0.45","MAR","Data Deletion Simple","sigma",1.18567292828531,"O",NA
936,"936","propMissAct_0.04_autoCorr_0.37","MAR","Kalman filter","ar1",0.650539760380433,"A",0.0403625705696554
936,"936","propMissAct_0.07_autoCorr_0.36","MAR","Kalman filter","ar1",0.668309770764761,"B",0.0393197227802064
936,"936","propMissAct_0.17_autoCorr_0.55","MAR","Kalman filter","ar1",0.660359246876627,"C",0.0415370231097406
936,"936","propMissAct_0.2_autoCorr_0.47","MAR","Kalman filter","ar1",0.651464029656777,"D",0.0429638453261915
936,"936","propMissAct_0.26_autoCorr_0.47","MAR","Kalman filter","ar1",0.670111870494111,"E",0.0445513842031852
936,"936","propMissAct_0.38_autoCorr_0.49","MAR","Kalman filter","ar1",0.668911034286059,"F",0.048920089404485
936,"936","propMissAct_0.26_autoCorr_0.42","MAR","Kalman filter","ar1",0.633717598596034,"G",0.0451508617537611
936,"936","propMissAct_0.43_autoCorr_0.52","MAR","Kalman filter","ar1",0.662386329117624,"H",0.0481302460129517
936,"936","propMissAct_0.47_autoCorr_0.47","MAR","Kalman filter","ar1",0.662067281510744,"I",0.0523445520086945
