"CurSim","simName","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Data Deletion Simple","ar1",0.109623885663789,"A",0.0538128146205424
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Data Deletion Simple","ar1",0.122391102745111,"B",0.0550329068696555
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Data Deletion Simple","ar1",0.124997395719654,"C",0.0563866237812977
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Data Deletion Simple","ar1",0.140233654949132,"D",0.0554432769889258
683,"683","propMissAct_0.3_autoCorr_0.56","MAR","Data Deletion Simple","ar1",0.0807294617151561,"E",0.0627238812426815
683,"683","propMissAct_0.27_autoCorr_0.48","MAR","Data Deletion Simple","ar1",0.131290610798093,"F",0.0606033009947482
683,"683","propMissAct_0.35_autoCorr_0.45","MAR","Data Deletion Simple","ar1",0.0714286419581512,"G",0.0647499822527073
683,"683","propMissAct_0.42_autoCorr_0.46","MAR","Data Deletion Simple","ar1",0.127731326985331,"H",0.0686209620019114
683,"683","propMissAct_0.44_autoCorr_0.53","MAR","Data Deletion Simple","ar1",0.0477709731890728,"I",0.0696337373920743
683,"683","propMissAct_0.59_autoCorr_0.49","MAR","Data Deletion Simple","ar1",0.171250046505572,"J",0.080032531603171
683,"683","propMissAct_0.55_autoCorr_0.53","MAR","Data Deletion Simple","ar1",0.100180428235747,"K",0.0784215581098327
683,"683","propMissAct_0.57_autoCorr_0.48","MAR","Data Deletion Simple","ar1",0.112505748680543,"L",0.0791696718733106
683,"683","propMissAct_0.65_autoCorr_0.56","MAR","Data Deletion Simple","ar1",-0.0288395361931092,"M",0.0903163925134507
683,"683","propMissAct_0.7_autoCorr_0.36","MAR","Data Deletion Simple","ar1",0.0551994663339899,"N",0.0952393889967176
683,"683","propMissAct_0.77_autoCorr_0.51","MAR","Data Deletion Simple","ar1",0.0542820633847948,"O",0.108899076511253
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Data Deletion Simple","intercept",0.38718562326919,"A",0.0626517106063444
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Data Deletion Simple","intercept",0.364576919729367,"B",0.0645071834938598
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Data Deletion Simple","intercept",0.401894124568052,"C",0.0671133900679223
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Data Deletion Simple","intercept",0.411304827463289,"D",0.0673367706967588
683,"683","propMissAct_0.3_autoCorr_0.56","MAR","Data Deletion Simple","intercept",0.391364898509083,"E",0.0699290113197855
683,"683","propMissAct_0.27_autoCorr_0.48","MAR","Data Deletion Simple","intercept",0.39937151565693,"F",0.0741597917728998
683,"683","propMissAct_0.35_autoCorr_0.45","MAR","Data Deletion Simple","intercept",0.459437863897027,"G",0.0688273062545789
683,"683","propMissAct_0.42_autoCorr_0.46","MAR","Data Deletion Simple","intercept",0.329062324219621,"H",0.0786909624860206
683,"683","propMissAct_0.44_autoCorr_0.53","MAR","Data Deletion Simple","intercept",0.377875704309194,"I",0.0765925227837183
683,"683","propMissAct_0.59_autoCorr_0.49","MAR","Data Deletion Simple","intercept",0.393820838189557,"J",0.0983019564002691
683,"683","propMissAct_0.55_autoCorr_0.53","MAR","Data Deletion Simple","intercept",0.333049864778239,"K",0.0820363428930827
683,"683","propMissAct_0.57_autoCorr_0.48","MAR","Data Deletion Simple","intercept",0.462216035729028,"L",0.0940972927656003
683,"683","propMissAct_0.65_autoCorr_0.56","MAR","Data Deletion Simple","intercept",0.323501596131571,"M",0.0809883845274388
683,"683","propMissAct_0.7_autoCorr_0.36","MAR","Data Deletion Simple","intercept",0.488131612801737,"N",0.0999491205886359
683,"683","propMissAct_0.77_autoCorr_0.51","MAR","Data Deletion Simple","intercept",0.416479023722152,"O",0.116383271277924
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Data Deletion Simple","light",0.144269572824735,"A",0.0535144262972194
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Data Deletion Simple","light",0.134892114196987,"B",0.0549582312794063
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Data Deletion Simple","light",0.160919976893916,"C",0.0572191491597645
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Data Deletion Simple","light",0.143211957979386,"D",0.056065287801119
683,"683","propMissAct_0.3_autoCorr_0.56","MAR","Data Deletion Simple","light",0.158471658332884,"E",0.064506644246956
683,"683","propMissAct_0.27_autoCorr_0.48","MAR","Data Deletion Simple","light",0.116609134916987,"F",0.0624549530200725
683,"683","propMissAct_0.35_autoCorr_0.45","MAR","Data Deletion Simple","light",0.0894387875451565,"G",0.0618243621267433
683,"683","propMissAct_0.42_autoCorr_0.46","MAR","Data Deletion Simple","light",0.123027501598867,"H",0.0652678345841153
683,"683","propMissAct_0.44_autoCorr_0.53","MAR","Data Deletion Simple","light",0.187602317914915,"I",0.0693565129549577
683,"683","propMissAct_0.59_autoCorr_0.49","MAR","Data Deletion Simple","light",0.109205568712365,"J",0.0814985347860887
683,"683","propMissAct_0.55_autoCorr_0.53","MAR","Data Deletion Simple","light",0.0870943746897969,"K",0.0674272178382943
683,"683","propMissAct_0.57_autoCorr_0.48","MAR","Data Deletion Simple","light",0.221444974313881,"L",0.0809073478487813
683,"683","propMissAct_0.65_autoCorr_0.56","MAR","Data Deletion Simple","light",0.177605771068395,"M",0.086172664066093
683,"683","propMissAct_0.7_autoCorr_0.36","MAR","Data Deletion Simple","light",0.310303860573318,"N",0.0923312640702107
683,"683","propMissAct_0.77_autoCorr_0.51","MAR","Data Deletion Simple","light",0.12147122822193,"O",0.0974013451007299
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Data Deletion Simple","discharge",1.50434619044342,"A",0.0571131306364183
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Data Deletion Simple","discharge",1.52263122298891,"B",0.0580767601892463
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Data Deletion Simple","discharge",1.46934797402285,"C",0.0600005551704232
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Data Deletion Simple","discharge",1.51802931884979,"D",0.060562682387547
683,"683","propMissAct_0.3_autoCorr_0.56","MAR","Data Deletion Simple","discharge",1.63274444955452,"E",0.0664060245643692
683,"683","propMissAct_0.27_autoCorr_0.48","MAR","Data Deletion Simple","discharge",1.46938018264202,"F",0.0662118736136724
683,"683","propMissAct_0.35_autoCorr_0.45","MAR","Data Deletion Simple","discharge",1.55865881066832,"G",0.0681609029750239
683,"683","propMissAct_0.42_autoCorr_0.46","MAR","Data Deletion Simple","discharge",1.56583529746974,"H",0.0705148663848908
683,"683","propMissAct_0.44_autoCorr_0.53","MAR","Data Deletion Simple","discharge",1.45040917832213,"I",0.0760296814539866
683,"683","propMissAct_0.59_autoCorr_0.49","MAR","Data Deletion Simple","discharge",1.48051066567498,"J",0.0854792730664252
683,"683","propMissAct_0.55_autoCorr_0.53","MAR","Data Deletion Simple","discharge",1.47616446798953,"K",0.0797532656835605
683,"683","propMissAct_0.57_autoCorr_0.48","MAR","Data Deletion Simple","discharge",1.58573300473131,"L",0.0819259115007317
683,"683","propMissAct_0.65_autoCorr_0.56","MAR","Data Deletion Simple","discharge",1.37967452540384,"M",0.0919407900617977
683,"683","propMissAct_0.7_autoCorr_0.36","MAR","Data Deletion Simple","discharge",1.522952080626,"N",0.0890136918320159
683,"683","propMissAct_0.77_autoCorr_0.51","MAR","Data Deletion Simple","discharge",1.53339415846074,"O",0.114152582757594
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Data Deletion Simple","sigma",1.05882000881676,"A",NA
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Data Deletion Simple","sigma",1.03633107432226,"B",NA
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Data Deletion Simple","sigma",1.06455608072444,"C",NA
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Data Deletion Simple","sigma",1.05555804610555,"D",NA
683,"683","propMissAct_0.3_autoCorr_0.56","MAR","Data Deletion Simple","sigma",1.04765006575811,"E",NA
683,"683","propMissAct_0.27_autoCorr_0.48","MAR","Data Deletion Simple","sigma",1.10271601220973,"F",NA
683,"683","propMissAct_0.35_autoCorr_0.45","MAR","Data Deletion Simple","sigma",0.965484402058121,"G",NA
683,"683","propMissAct_0.42_autoCorr_0.46","MAR","Data Deletion Simple","sigma",0.994650957992028,"H",NA
683,"683","propMissAct_0.44_autoCorr_0.53","MAR","Data Deletion Simple","sigma",1.09216530075768,"I",NA
683,"683","propMissAct_0.59_autoCorr_0.49","MAR","Data Deletion Simple","sigma",0.992823394272722,"J",NA
683,"683","propMissAct_0.55_autoCorr_0.53","MAR","Data Deletion Simple","sigma",0.889560405520139,"K",NA
683,"683","propMissAct_0.57_autoCorr_0.48","MAR","Data Deletion Simple","sigma",1.09725689479504,"L",NA
683,"683","propMissAct_0.65_autoCorr_0.56","MAR","Data Deletion Simple","sigma",0.875545003070833,"M",NA
683,"683","propMissAct_0.7_autoCorr_0.36","MAR","Data Deletion Simple","sigma",0.973289897231003,"N",NA
683,"683","propMissAct_0.77_autoCorr_0.51","MAR","Data Deletion Simple","sigma",0.991468811684737,"O",NA
683,"683","propMissAct_0.06_autoCorr_0.4","MAR","Kalman filter","ar1",0.130545859127249,"A",0.0540771184737488
683,"683","propMissAct_0.11_autoCorr_0.45","MAR","Kalman filter","ar1",0.126195628532886,"B",0.056405506455411
683,"683","propMissAct_0.15_autoCorr_0.65","MAR","Kalman filter","ar1",0.13287849971752,"C",0.0577848782048868
683,"683","propMissAct_0.13_autoCorr_0.46","MAR","Kalman filter","ar1",0.15635543283182,"D",0.0569624769022431
