"","missingprop_autocor","parameter","mean","sd","2.5%","50%","97.5%","missingness","type","run_no","...1","...12"
"13","propMissAct_0.2_autoCorr_0.88","b_Intercept",4.94139396393069,0.580116362451921,3.78964764877542,4.94572765860703,6.0745185396438,"MAR","brms",10,NA,NA
"14","propMissAct_0.2_autoCorr_0.88","b_light",1.63174599727957,0.170087838237595,1.29238557785938,1.63560376997312,1.9605388235515,"MAR","brms",10,NA,NA
"15","propMissAct_0.2_autoCorr_0.88","b_Q",-1.52650451798272,0.163563551172234,-1.84839955858705,-1.52712966785548,-1.20395313858451,"MAR","brms",10,NA,NA
"16","propMissAct_0.2_autoCorr_0.88","phi",0.414054543112089,0.0415850666138774,0.333835026359727,0.413983530526174,0.496072762491451,"MAR","brms",10,NA,NA
"17","propMissAct_0.2_autoCorr_0.88","sigma",0.762730780018943,0.0232816213394622,0.719386871813187,0.762235637871628,0.811121683046624,"MAR","brms",10,NA,NA
"18","propMissAct_0.2_autoCorr_0.88","Intercept",0.240326076289285,0.0522205131324933,0.137249995893471,0.240662412560524,0.345246004494481,"MAR","brms",10,NA,NA
"19","propMissAct_0.16_autoCorr_0.89","b_Intercept",5.16062345038419,0.574842672979786,4.01378570340571,5.162849510098,6.2516779850791,"MAR","brms",10,NA,NA
"20","propMissAct_0.16_autoCorr_0.89","b_light",1.57314957431315,0.156835156976177,1.25205023391177,1.57391186166027,1.87859440844003,"MAR","brms",10,NA,NA
"21","propMissAct_0.16_autoCorr_0.89","b_Q",-1.58354669432901,0.161177518768265,-1.887995421544,-1.58547943363506,-1.26543099080046,"MAR","brms",10,NA,NA
"22","propMissAct_0.16_autoCorr_0.89","phi",0.409606204681775,0.0392480835278713,0.333838149865265,0.410256599226701,0.486252350383474,"MAR","brms",10,NA,NA
"23","propMissAct_0.16_autoCorr_0.89","sigma",0.756386257477326,0.0211815620859909,0.716794540039512,0.755904327299568,0.799540911842964,"MAR","brms",10,NA,NA
"24","propMissAct_0.16_autoCorr_0.89","Intercept",0.230428347155921,0.0498409964840161,0.130700785371557,0.230804542652301,0.327483447920334,"MAR","brms",10,NA,NA
"25","propMissAct_0.25_autoCorr_0.9","b_Intercept",3.85057672607658,0.655718110322584,2.51892145902763,3.86784072474816,5.08243651508842,"MAR","brms",10,NA,NA
"26","propMissAct_0.25_autoCorr_0.9","b_light",1.75838547070957,0.17566066202287,1.40900619023827,1.76056721399262,2.09733275104722,"MAR","brms",10,NA,NA
"27","propMissAct_0.25_autoCorr_0.9","b_Q",-1.24160666574975,0.185987240005408,-1.59199345466202,-1.24689520864336,-0.858294129445208,"MAR","brms",10,NA,NA
"28","propMissAct_0.25_autoCorr_0.9","phi",0.506022929626902,0.0443153249662561,0.418940835828119,0.505807983570148,0.593785581536934,"MAR","brms",10,NA,NA
"29","propMissAct_0.25_autoCorr_0.9","sigma",0.669787634910112,0.0204625218106634,0.631803284299687,0.6689726583914,0.710651603433305,"MAR","brms",10,NA,NA
"30","propMissAct_0.25_autoCorr_0.9","Intercept",0.219662067695489,0.0565874745788424,0.10706087136787,0.219523020959703,0.333322722056283,"MAR","brms",10,NA,NA
"31","propMissAct_0.31_autoCorr_0.86","b_Intercept",6.73732675729589,0.640590014421066,5.45316908772982,6.74056803849388,7.95468099565016,"MAR","brms",10,NA,NA
"32","propMissAct_0.31_autoCorr_0.86","b_light",1.62147691677286,0.163758803422306,1.2972152123771,1.62202688006874,1.93285063223702,"MAR","brms",10,NA,NA
"33","propMissAct_0.31_autoCorr_0.86","b_Q",-2.0110224748493,0.181339774888559,-2.3523072147489,-2.0117744100166,-1.64436780933388,"MAR","brms",10,NA,NA
"34","propMissAct_0.31_autoCorr_0.86","phi",0.335741770620727,0.0454816300518013,0.247074099096709,0.336049279563245,0.425115125016004,"MAR","brms",10,NA,NA
"35","propMissAct_0.31_autoCorr_0.86","sigma",0.746151514410202,0.0241681971797737,0.699433898712423,0.745546418301154,0.794556882207512,"MAR","brms",10,NA,NA
"36","propMissAct_0.31_autoCorr_0.86","Intercept",0.307977130142449,0.0493597212710672,0.20988352648729,0.3076115282126,0.40538401433359,"MAR","brms",10,NA,NA
"37","propMissAct_0.47_autoCorr_0.92","b_Intercept",5.389806213171,0.794744041570258,3.81318123826459,5.38585187583832,6.93026984000764,"MAR","brms",10,NA,NA
"38","propMissAct_0.47_autoCorr_0.92","b_light",1.38492032797966,0.22886202612387,0.931248464569831,1.38523617819248,1.83454674275759,"MAR","brms",10,NA,NA
"39","propMissAct_0.47_autoCorr_0.92","b_Q",-1.63044384050018,0.22173441651534,-2.06427500861802,-1.62931990507628,-1.19005044546061,"MAR","brms",10,NA,NA
"40","propMissAct_0.47_autoCorr_0.92","phi",0.41858523614943,0.0519092944030174,0.31565599430747,0.418210506088581,0.519017883254123,"MAR","brms",10,NA,NA
"41","propMissAct_0.47_autoCorr_0.92","sigma",0.814319881783561,0.0300134377900514,0.757041028899907,0.813334699289635,0.875954205204648,"MAR","brms",10,NA,NA
"42","propMissAct_0.47_autoCorr_0.92","Intercept",0.20861837523734,0.072230823382351,0.0658000427584109,0.20846854983152,0.34974575274545,"MAR","brms",10,NA,NA
"43","propMissAct_0.42_autoCorr_0.9","b_Intercept",4.72436330400855,0.795207266790998,3.09708773775436,4.7344887706448,6.24130690085122,"MAR","brms",10,NA,NA
"44","propMissAct_0.42_autoCorr_0.9","b_light",1.79687335615128,0.199093606789954,1.39980196965446,1.8011544023654,2.18401492420965,"MAR","brms",10,NA,NA
"45","propMissAct_0.42_autoCorr_0.9","b_Q",-1.51282181942119,0.22278418114918,-1.93803335166647,-1.51642540653182,-1.05487878499992,"MAR","brms",10,NA,NA
"46","propMissAct_0.42_autoCorr_0.9","phi",0.40248304984804,0.04975489049855,0.304061942796828,0.402383680751745,0.50020402957066,"MAR","brms",10,NA,NA
"47","propMissAct_0.42_autoCorr_0.9","sigma",0.766296263316794,0.0272610411888318,0.714504124464968,0.765400358897796,0.822952375099087,"MAR","brms",10,NA,NA
"48","propMissAct_0.42_autoCorr_0.9","Intercept",0.145798024206518,0.0612770671653469,0.0229035052556849,0.146597634946513,0.26637509035018,"MAR","brms",10,NA,NA
"49","propMissAct_0.35_autoCorr_0.88","b_Intercept",4.14723147544657,0.65540238071439,2.83524670133303,4.1643098649629,5.39509484614539,"MAR","brms",10,NA,NA
"50","propMissAct_0.35_autoCorr_0.88","b_light",1.71752022286377,0.186993609672594,1.3343767173277,1.72259595415883,2.070594781786,"MAR","brms",10,NA,NA
"51","propMissAct_0.35_autoCorr_0.88","b_Q",-1.33802856935536,0.184674780978393,-1.68564563266136,-1.34417081796288,-0.967234004964929,"MAR","brms",10,NA,NA
"52","propMissAct_0.35_autoCorr_0.88","phi",0.454548399591383,0.0499764324575245,0.356674658811673,0.45368899766876,0.553903867106037,"MAR","brms",10,NA,NA
"53","propMissAct_0.35_autoCorr_0.88","sigma",0.690126336833257,0.0225030956024435,0.64806748177293,0.689414440202733,0.735679936749685,"MAR","brms",10,NA,NA
"54","propMissAct_0.35_autoCorr_0.88","Intercept",0.155022097503375,0.0580086214926118,0.0402714907406617,0.15509246743432,0.267901787241204,"MAR","brms",10,NA,NA
"55","propMissAct_0.59_autoCorr_0.9","b_Intercept",5.70614743303634,0.83573709626922,4.06193459121564,5.7148045037228,7.33630763610011,"MAR","brms",10,NA,NA
"56","propMissAct_0.59_autoCorr_0.9","b_light",1.39982226213088,0.246706554349878,0.911458648078879,1.39718560297968,1.89003193738973,"MAR","brms",10,NA,NA
"57","propMissAct_0.59_autoCorr_0.9","b_Q",-1.70533697256558,0.230503480385529,-2.16024388647223,-1.70935189674738,-1.25003979629191,"MAR","brms",10,NA,NA
"58","propMissAct_0.59_autoCorr_0.9","phi",0.420179511291123,0.0556678968449073,0.310531510549276,0.419898962724423,0.528370776738433,"MAR","brms",10,NA,NA
"59","propMissAct_0.59_autoCorr_0.9","sigma",0.829854216954338,0.0326650941874506,0.769365494656862,0.828153225363888,0.897790222312271,"MAR","brms",10,NA,NA
"60","propMissAct_0.59_autoCorr_0.9","Intercept",0.265186927028077,0.0770701682132623,0.114222574553146,0.265305278256668,0.416058336565698,"MAR","brms",10,NA,NA
"61","propMissAct_0.64_autoCorr_0.89","b_Intercept",5.02436583714403,0.858970017554352,3.34122811749148,5.012618889471,6.71731848944507,"MAR","brms",10,NA,NA
"62","propMissAct_0.64_autoCorr_0.89","b_light",1.79404727403661,0.236576812924799,1.31402237473619,1.79460565375812,2.25075285019741,"MAR","brms",10,NA,NA
"63","propMissAct_0.64_autoCorr_0.89","b_Q",-1.53838915807461,0.239264666411427,-2.00708694986868,-1.5362170247601,-1.06477497598693,"MAR","brms",10,NA,NA
"64","propMissAct_0.64_autoCorr_0.89","phi",0.383625990109552,0.06016215543481,0.266542446346275,0.383762952954348,0.500820161603427,"MAR","brms",10,NA,NA
"65","propMissAct_0.64_autoCorr_0.89","sigma",0.692561612963952,0.0296947976198696,0.637253005058787,0.691951533056302,0.753781825114201,"MAR","brms",10,NA,NA
"66","propMissAct_0.64_autoCorr_0.89","Intercept",0.353580304537089,0.0661705056444569,0.222838186235022,0.353691291482735,0.48067409425585,"MAR","brms",10,NA,NA
"67","propMissAct_0.66_autoCorr_0.89","b_Intercept",5.54523081451057,0.698937410717575,4.10723222010858,5.56424298947982,6.86729418279371,"MAR","brms",10,NA,NA
"68","propMissAct_0.66_autoCorr_0.89","b_light",1.76746671359643,0.196399804215002,1.37475001301454,1.77159847104399,2.13312104050329,"MAR","brms",10,NA,NA
"69","propMissAct_0.66_autoCorr_0.89","b_Q",-1.70991494912905,0.197438660690663,-2.08634712255861,-1.71581979060794,-1.30902803842019,"MAR","brms",10,NA,NA
"70","propMissAct_0.66_autoCorr_0.89","phi",0.383315001374395,0.0628483759557735,0.258899225756052,0.383913365552245,0.508785218651998,"MAR","brms",10,NA,NA
"71","propMissAct_0.66_autoCorr_0.89","sigma",0.643945589159794,0.0275317619694868,0.592941831557364,0.643190539306389,0.70186059809146,"MAR","brms",10,NA,NA
"72","propMissAct_0.66_autoCorr_0.89","Intercept",0.25235216265878,0.0610112591476408,0.130347950323023,0.252967122168766,0.370455124115366,"MAR","brms",10,NA,NA
"73","propMissAct_0.71_autoCorr_0.9","b_Intercept",3.68791226224737,0.926053544952282,1.82714013906935,3.71325693070897,5.46900729900546,"MAR","brms",10,NA,NA
"74","propMissAct_0.71_autoCorr_0.9","b_light",1.19166033887686,0.252379569760921,0.6853737897027,1.19546690242495,1.68477247664466,"MAR","brms",10,NA,NA
"75","propMissAct_0.71_autoCorr_0.9","b_Q",-1.12626673435625,0.253026326443022,-1.59878255897217,-1.13245810944851,-0.612911394108563,"MAR","brms",10,NA,NA
"76","propMissAct_0.71_autoCorr_0.9","phi",0.479073972676499,0.0624317291748208,0.355647964801156,0.479111318449842,0.599385267353494,"MAR","brms",10,NA,NA
"77","propMissAct_0.71_autoCorr_0.9","sigma",0.71869058402184,0.035364596219598,0.654958328685751,0.716620556769348,0.792148027183545,"MAR","brms",10,NA,NA
"78","propMissAct_0.71_autoCorr_0.9","Intercept",0.213949601796963,0.0931519548355296,0.0321627804201456,0.214652653872368,0.397071565546119,"MAR","brms",10,NA,NA
"79","propMissAct_0.62_autoCorr_0.92","b_Intercept",5.43459420490014,0.677522413296722,4.02677798496915,5.45224557764107,6.69693824539063,"MAR","brms",10,NA,NA
"80","propMissAct_0.62_autoCorr_0.92","b_light",1.62094325084976,0.19973476288129,1.22625984883398,1.62377899292336,2.00464530438243,"MAR","brms",10,NA,NA
"81","propMissAct_0.62_autoCorr_0.92","b_Q",-1.62048989460348,0.195513395427578,-1.98788329054713,-1.62611199258721,-1.21143524409036,"MAR","brms",10,NA,NA
"82","propMissAct_0.62_autoCorr_0.92","phi",0.45634148054421,0.0610153410793461,0.339614075442215,0.455821766036647,0.577886846660397,"MAR","brms",10,NA,NA
"83","propMissAct_0.62_autoCorr_0.92","sigma",0.616916118676964,0.025633585395184,0.568958603241663,0.616324969852846,0.669394511310914,"MAR","brms",10,NA,NA
"84","propMissAct_0.62_autoCorr_0.92","Intercept",0.394340114424436,0.0707350852721873,0.257234177172963,0.393868321842674,0.534164945454306,"MAR","brms",10,NA,NA
"85","propMissAct_0.81_autoCorr_0.92","b_Intercept",5.64645106364357,1.17340708862119,3.33921702978962,5.6594095513131,7.90999550694743,"MAR","brms",10,NA,NA
"86","propMissAct_0.81_autoCorr_0.92","b_light",2.0438583178697,0.492220326737053,1.04660264177598,2.05932773251682,2.9788986553696,"MAR","brms",10,NA,NA
"87","propMissAct_0.81_autoCorr_0.92","b_Q",-1.78601085507905,0.334550102510474,-2.43308086721135,-1.79174614276575,-1.12034873848591,"MAR","brms",10,NA,NA
"88","propMissAct_0.81_autoCorr_0.92","phi",0.411143141803697,0.0762422752105553,0.257853288493745,0.412364952112493,0.560019322511071,"MAR","brms",10,NA,NA
"89","propMissAct_0.81_autoCorr_0.92","sigma",0.813134387213157,0.045882011187279,0.729571249684711,0.811086080584198,0.909419580006139,"MAR","brms",10,NA,NA
"90","propMissAct_0.81_autoCorr_0.92","Intercept",0.206428837708408,0.123496038609861,-0.0397257087658409,0.207977247441083,0.445147374628004,"MAR","brms",10,NA,NA
"91","propMissAct_0.08_autoCorr_0.01","b_Intercept",5.10975165116558,0.559189832712899,3.996791766435,5.11450255255317,6.19711188288427,"MAR","brms",1,NA,NA
"92","propMissAct_0.08_autoCorr_0.01","b_light",1.68284909919042,0.153650882689975,1.37446906778458,1.68452959378358,1.98318330151227,"MAR","brms",1,NA,NA
"93","propMissAct_0.08_autoCorr_0.01","b_Q",-1.59059092789853,0.157474511974627,-1.89665027838181,-1.59145334673339,-1.27765306639021,"MAR","brms",1,NA,NA
"94","propMissAct_0.08_autoCorr_0.01","phi",0.395357265452023,0.0398885385989253,0.315842728745205,0.395842823356631,0.473190542794809,"MAR","brms",1,NA,NA
"95","propMissAct_0.08_autoCorr_0.01","sigma",0.75743011915268,0.0207357752005732,0.718204027849076,0.756942407401322,0.798573376503781,"MAR","brms",1,NA,NA
"96","propMissAct_0.08_autoCorr_0.01","Intercept",0.203541394978632,0.0463651142559891,0.112865653575569,0.203399181389965,0.294222982739826,"MAR","brms",1,NA,NA
"97","propMissAct_0.12_autoCorr_0.03","b_Intercept",5.14666441591804,0.5878432624867,3.9628954712142,5.15117643576997,6.27233497189833,"MAR","brms",1,NA,NA
"98","propMissAct_0.12_autoCorr_0.03","b_light",1.65043688344263,0.159411603700983,1.32643254087729,1.65569426089153,1.9581183314816,"MAR","brms",1,NA,NA
"99","propMissAct_0.12_autoCorr_0.03","b_Q",-1.59689606775398,0.165116895390489,-1.91172446422393,-1.59854649629079,-1.26188545946212,"MAR","brms",1,NA,NA
"100","propMissAct_0.12_autoCorr_0.03","phi",0.422778166145315,0.040247041427855,0.343387513082634,0.422306624881105,0.502348267235417,"MAR","brms",1,NA,NA
"101","propMissAct_0.12_autoCorr_0.03","sigma",0.763485399762108,0.021516583734486,0.723421224287919,0.763150817012121,0.806991347395036,"MAR","brms",1,NA,NA
"102","propMissAct_0.12_autoCorr_0.03","Intercept",0.203532388203257,0.0497840849061625,0.106714316846302,0.203730837084895,0.302392790955727,"MAR","brms",1,NA,NA
"103","propMissAct_0.19_autoCorr_0.01","b_Intercept",5.13983543913251,0.601747799961754,3.93202532795011,5.14912664936625,6.27041903500683,"MAR","brms",1,NA,NA
"104","propMissAct_0.19_autoCorr_0.01","b_light",1.72183858390581,0.161719015493985,1.39904570114043,1.72595157160069,2.03175797170876,"MAR","brms",1,NA,NA
"105","propMissAct_0.19_autoCorr_0.01","b_Q",-1.60794487596973,0.169144648454049,-1.92625582237758,-1.61132060526836,-1.26928821561065,"MAR","brms",1,NA,NA
"106","propMissAct_0.19_autoCorr_0.01","phi",0.416884678192099,0.0411836574904837,0.335001223183107,0.416830080486045,0.496319317139687,"MAR","brms",1,NA,NA
"107","propMissAct_0.19_autoCorr_0.01","sigma",0.758223936079565,0.0220409736880746,0.716978860116292,0.75732021155915,0.80296364642995,"MAR","brms",1,NA,NA
"108","propMissAct_0.19_autoCorr_0.01","Intercept",0.18931946789684,0.0500785960162071,0.0920506013201431,0.18981359412913,0.286440767179095,"MAR","brms",1,NA,NA
"109","propMissAct_0.22_autoCorr_0","b_Intercept",5.16211886464962,0.54982341273473,4.05759145050734,5.1634637317611,6.23383058045781,"MAR","brms",1,NA,NA
"110","propMissAct_0.22_autoCorr_0","b_light",1.80033994013293,0.157483159133058,1.49130592114235,1.80193075422012,2.10279925510295,"MAR","brms",1,NA,NA
"111","propMissAct_0.22_autoCorr_0","b_Q",-1.62183259260457,0.154421403605423,-1.92364934567756,-1.62352569992461,-1.31120338913875,"MAR","brms",1,NA,NA
"112","propMissAct_0.22_autoCorr_0","phi",0.394060172700066,0.0441773304918098,0.30537412009208,0.394430549728654,0.479771881809326,"MAR","brms",1,NA,NA
"113","propMissAct_0.22_autoCorr_0","sigma",0.730404503630363,0.0216055208407082,0.689281866964585,0.729758062339848,0.774213121367606,"MAR","brms",1,NA,NA
"114","propMissAct_0.22_autoCorr_0","Intercept",0.197293574773785,0.0467625273015623,0.105053789218628,0.197296556766583,0.290471752621772,"MAR","brms",1,NA,NA
"115","propMissAct_0.3_autoCorr_0.03","b_Intercept",4.83322646030558,0.664471826704282,3.48285337205304,4.85472792194383,6.07725717018299,"MAR","brms",1,NA,NA
"116","propMissAct_0.3_autoCorr_0.03","b_light",1.58027279615584,0.195358422498352,1.18140534121412,1.58859676581199,1.94722546554196,"MAR","brms",1,NA,NA
"117","propMissAct_0.3_autoCorr_0.03","b_Q",-1.49661341039902,0.190044870767918,-1.8492093025315,-1.50379666985051,-1.10928666413367,"MAR","brms",1,NA,NA
"118","propMissAct_0.3_autoCorr_0.03","phi",0.460924193381488,0.0514564209633535,0.356593021744557,0.461003220448858,0.56340891576135,"MAR","brms",1,NA,NA
"119","propMissAct_0.3_autoCorr_0.03","sigma",0.742428258770813,0.0232324452739296,0.698422273327167,0.741814014737764,0.789237649358659,"MAR","brms",1,NA,NA
"120","propMissAct_0.3_autoCorr_0.03","Intercept",0.215484419949258,0.0554956126917192,0.106166591728503,0.214590825838304,0.323662942260146,"MAR","brms",1,NA,NA
"121","propMissAct_0.35_autoCorr_0.03","b_Intercept",5.26339916606468,0.600564348395522,4.05194414848486,5.26062078486288,6.41959339879268,"MAR","brms",1,NA,NA
"122","propMissAct_0.35_autoCorr_0.03","b_light",1.82909313705815,0.168888214181187,1.49387087638087,1.83126562902676,2.1532248066071,"MAR","brms",1,NA,NA
"123","propMissAct_0.35_autoCorr_0.03","b_Q",-1.65538754961566,0.168167687887898,-1.98178516676047,-1.6560203918572,-1.32416365757691,"MAR","brms",1,NA,NA
"124","propMissAct_0.35_autoCorr_0.03","phi",0.339024925889337,0.0474903820112773,0.242042750285443,0.340211501885349,0.430294070379763,"MAR","brms",1,NA,NA
"125","propMissAct_0.35_autoCorr_0.03","sigma",0.80172735848538,0.0265881544264196,0.751782706040081,0.800973101350664,0.855694351422423,"MAR","brms",1,NA,NA
"126","propMissAct_0.35_autoCorr_0.03","Intercept",0.192055984582642,0.050265502763917,0.0953379248966635,0.191675206109371,0.291314691849313,"MAR","brms",1,NA,NA
"127","propMissAct_0.38_autoCorr_0.03","b_Intercept",4.51834650026885,0.744926496144931,3.02830042107665,4.52763000503976,5.91440352454978,"MAR","brms",1,NA,NA
"128","propMissAct_0.38_autoCorr_0.03","b_light",1.52643061838284,0.204705715655847,1.11317215526821,1.52856286011173,1.91541485033085,"MAR","brms",1,NA,NA
"129","propMissAct_0.38_autoCorr_0.03","b_Q",-1.40975139759743,0.212554162485658,-1.80625958020152,-1.41358099630582,-0.978734276823036,"MAR","brms",1,NA,NA
"130","propMissAct_0.38_autoCorr_0.03","phi",0.523658466070038,0.0495131358253525,0.425496891903311,0.524389089440264,0.618653133226714,"MAR","brms",1,NA,NA
"131","propMissAct_0.38_autoCorr_0.03","sigma",0.757659422109486,0.026209631372235,0.70837165494541,0.756772062598695,0.810232039153389,"MAR","brms",1,NA,NA
"132","propMissAct_0.38_autoCorr_0.03","Intercept",0.185547281312766,0.0642886709653835,0.0611525351082705,0.185764004429629,0.313790247220253,"MAR","brms",1,NA,NA
"133","propMissAct_0.42_autoCorr_0.01","b_Intercept",4.74406539104558,0.70554458181936,3.32671469440772,4.75780747285919,6.05351707991539,"MAR","brms",1,NA,NA
"134","propMissAct_0.42_autoCorr_0.01","b_light",1.76469758317256,0.191681097600494,1.377491786642,1.76683817412942,2.1304921870413,"MAR","brms",1,NA,NA
"135","propMissAct_0.42_autoCorr_0.01","b_Q",-1.50077242752525,0.200945796918739,-1.87346353789079,-1.50604845193001,-1.09389158186581,"MAR","brms",1,NA,NA
"136","propMissAct_0.42_autoCorr_0.01","phi",0.462959795389105,0.0561559037704014,0.348309797325687,0.464347656413127,0.568837427855545,"MAR","brms",1,NA,NA
"137","propMissAct_0.42_autoCorr_0.01","sigma",0.744293531660633,0.026819922186605,0.695510539489647,0.74344560881961,0.799636894051352,"MAR","brms",1,NA,NA
"138","propMissAct_0.42_autoCorr_0.01","Intercept",0.19398097671037,0.0571338617006425,0.0807900149738668,0.19361683478783,0.30617766251312,"MAR","brms",1,NA,NA
"139","propMissAct_0.46_autoCorr_0.01","b_Intercept",4.77148098433223,0.716407535035895,3.35178420045103,4.78242410603477,6.118705035178,"MAR","brms",1,NA,NA
"140","propMissAct_0.46_autoCorr_0.01","b_light",1.7319913602684,0.199613899794518,1.3300043221292,1.73397377914166,2.11066801921256,"MAR","brms",1,NA,NA
"141","propMissAct_0.46_autoCorr_0.01","b_Q",-1.50787415412403,0.202469733290843,-1.89155893572642,-1.51267863882514,-1.1013333876387,"MAR","brms",1,NA,NA
"142","propMissAct_0.46_autoCorr_0.01","phi",0.466188703510941,0.0541204687398004,0.355240060378344,0.467474352387393,0.567891490182717,"MAR","brms",1,NA,NA
"143","propMissAct_0.46_autoCorr_0.01","sigma",0.788167698251824,0.02918954698113,0.733279853887383,0.78804535004053,0.848182460834824,"MAR","brms",1,NA,NA
"144","propMissAct_0.46_autoCorr_0.01","Intercept",0.181509465527626,0.0621968698232066,0.0589666016428987,0.18218719778955,0.30320526498325,"MAR","brms",1,NA,NA
"145","propMissAct_0.54_autoCorr_0.01","b_Intercept",4.16276511123858,0.739460644398332,2.64640551530707,4.17594587959797,5.58921574045432,"MAR","brms",1,NA,NA
"146","propMissAct_0.54_autoCorr_0.01","b_light",1.91365339244735,0.207503445623201,1.49987513109118,1.91451524344097,2.32098632398025,"MAR","brms",1,NA,NA
"147","propMissAct_0.54_autoCorr_0.01","b_Q",-1.35103437993766,0.20948588067563,-1.75063202267036,-1.35484762325406,-0.927393571670533,"MAR","brms",1,NA,NA
"148","propMissAct_0.54_autoCorr_0.01","phi",0.523167706432517,0.0598313194573494,0.397830752018348,0.525250114540342,0.63532380149033,"MAR","brms",1,NA,NA
"149","propMissAct_0.54_autoCorr_0.01","sigma",0.691926380186776,0.0303999149558447,0.635438333306404,0.690726960983943,0.755254520543016,"MAR","brms",1,NA,NA
"150","propMissAct_0.54_autoCorr_0.01","Intercept",0.211975201293888,0.062093668594507,0.0921548306920463,0.211525663997915,0.337720549203017,"MAR","brms",1,NA,NA
"151","propMissAct_0.57_autoCorr_0.01","b_Intercept",4.26506531865359,0.862132333349333,2.47632030883469,4.29488262455789,5.89755956308489,"MAR","brms",1,NA,NA
"152","propMissAct_0.57_autoCorr_0.01","b_light",1.55358149285399,0.244101948556635,1.04399267776177,1.55929823704154,2.00646182273622,"MAR","brms",1,NA,NA
"153","propMissAct_0.57_autoCorr_0.01","b_Q",-1.34599189944945,0.246876584343958,-1.80799428393032,-1.35469804813353,-0.827622385360019,"MAR","brms",1,NA,NA
"154","propMissAct_0.57_autoCorr_0.01","phi",0.479726565984485,0.076524115705644,0.317028157949145,0.483440063088731,0.62169504811421,"MAR","brms",1,NA,NA
"155","propMissAct_0.57_autoCorr_0.01","sigma",0.786415415634085,0.0365133377576224,0.719376700785349,0.784668153488753,0.86220152129897,"MAR","brms",1,NA,NA
"156","propMissAct_0.57_autoCorr_0.01","Intercept",0.171231615868498,0.0701254238356031,0.0329313988740296,0.172043749993488,0.308655803323876,"MAR","brms",1,NA,NA
"157","propMissAct_0.62_autoCorr_0.03","b_Intercept",4.63536698444725,0.679750438224123,3.28729564202553,4.64456459137912,5.95194973827165,"MAR","brms",1,NA,NA
"158","propMissAct_0.62_autoCorr_0.03","b_light",1.91618286584294,0.198897076600723,1.51551350940237,1.92120601444139,2.29854643932581,"MAR","brms",1,NA,NA
"159","propMissAct_0.62_autoCorr_0.03","b_Q",-1.46857018556665,0.188606450677319,-1.82812269181636,-1.47127507653652,-1.09392801649236,"MAR","brms",1,NA,NA
"160","propMissAct_0.62_autoCorr_0.03","phi",0.414818434123714,0.0781758596442679,0.250285004673494,0.418793905032322,0.557485942304401,"MAR","brms",1,NA,NA
"161","propMissAct_0.62_autoCorr_0.03","sigma",0.693877711776953,0.0327956665377434,0.633008352592365,0.692955688244169,0.762038283928703,"MAR","brms",1,NA,NA
"162","propMissAct_0.62_autoCorr_0.03","Intercept",0.267569977778287,0.055021049401971,0.157585737540311,0.267923138062323,0.372993103763979,"MAR","brms",1,NA,NA
"163","propMissAct_0.67_autoCorr_0.03","b_Intercept",5.61286249644317,0.794284373751294,4.06859020433532,5.61659304263019,7.16448405887322,"MAR","brms",1,NA,NA
"164","propMissAct_0.67_autoCorr_0.03","b_light",1.79347528969561,0.224809996092588,1.35375851121993,1.79270785771961,2.23181102742729,"MAR","brms",1,NA,NA
