missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.25_autoCorr_0.51,b_Intercept,5.562297165851234,0.631060152510183,4.320464647102301,5.558527995521958,6.791911939240518,MAR,brms,89
propMissAct_0.25_autoCorr_0.51,b_light,1.8645856444562883,0.1704908615547577,1.5179174521657033,1.8690235573388585,2.1942495723350586,MAR,brms,89
propMissAct_0.25_autoCorr_0.51,b_Q,-1.7120647841265224,0.18028689983913396,-2.0637766505903272,-1.713551226159691,-1.3564807557978311,MAR,brms,89
propMissAct_0.25_autoCorr_0.51,phi,0.2779454467610743,0.06421319483555683,0.14900690167355754,0.2777222691274859,0.4038910456698653,MAR,brms,89
propMissAct_0.25_autoCorr_0.51,sigma,0.6256756013294116,0.026431835005900784,0.5763861673401189,0.6249681407904621,0.6810285111268417,MAR,brms,89
propMissAct_0.25_autoCorr_0.51,Intercept,0.42149752675974367,0.04972524977133648,0.3224302834146485,0.4212915051170694,0.5194250207288846,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,b_Intercept,5.070475796729014,0.8870833782107155,3.1919465686499695,5.120579183060601,6.6942833382425935,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,b_light,1.7564805408660404,0.20797508365954284,1.340586902077652,1.759722938371032,2.1622884021853874,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,b_Q,-1.5633645289476454,0.2524568525905882,-2.0282085917004307,-1.5752302892565624,-1.0376958198463486,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,phi,0.4617308682002588,0.07282832851175199,0.3193661812397441,0.46136641346236207,0.6036507768186447,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,sigma,0.5986615395418177,0.02959512692472155,0.5444726943126078,0.5976991424547253,0.6584006518466123,MAR,brms,89
propMissAct_0.41_autoCorr_0.45,Intercept,0.40069558353978124,0.06915346066300328,0.2659902282942349,0.40141918368568064,0.5359874420081225,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,b_Intercept,3.5361602958330423,1.006316235395796,1.3227152559599165,3.6099256729248506,5.307790260782828,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,b_light,1.866566997680637,0.21427239559902864,1.4393946282537493,1.8694395466637364,2.2778011458058374,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,b_Q,-1.1073433380500397,0.28651363608648445,-1.6121580789583794,-1.128006434446919,-0.4775517649741704,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,phi,0.5725134746969806,0.08932672005321467,0.39298480807649727,0.57378418719694,0.7459757115873006,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,sigma,0.44232243332431276,0.029182798654683362,0.3900656800385008,0.4405842385116916,0.5044475612988617,MAR,brms,89
propMissAct_0.63_autoCorr_0.45,Intercept,0.5119641085653068,0.07310249761320925,0.3666825111933024,0.5123851047565802,0.6555502022578031,MAR,brms,89
