"","missingprop_autocor","parameters","param_value","param_se","missingness","type","curSim","sim_no","simParams","missingnessName"
"1","1","phi",-0.113478845335901,0.117672654626321,"MAR","Kalman Filter",640,"N_160_sim_40",0.0188287815079093,"propMissAct_0.38_autoCorr_0.01"
"2","1","intercept",-0.716789884777346,0.0919302114289208,"MAR","Kalman Filter",640,"N_160_sim_40",-0.764450251372045,"propMissAct_0.38_autoCorr_0.01"
"3","1","xreg1",0.559713818039384,0.0893535241119262,"MAR","Kalman Filter",640,"N_160_sim_40",0.648917257969163,"propMissAct_0.38_autoCorr_0.01"
"4","1","xreg2",0.574440106510371,0.0891120220016189,"MAR","Kalman Filter",640,"N_160_sim_40",0.444829537196603,"propMissAct_0.38_autoCorr_0.01"
"5","1","sigma",0.944957444883212,NA,"MAR","Kalman Filter",640,"N_160_sim_40",NA,"propMissAct_0.38_autoCorr_0.01"
"6","1","phi",0.00439995666117475,0.10395550418372,"MAR","simple drop NA",640,"N_160_sim_40",0.0188287815079093,"propMissAct_0.38_autoCorr_0.01"
"7","1","intercept",-0.708391024487925,0.0988130030950672,"MAR","simple drop NA",640,"N_160_sim_40",-0.764450251372045,"propMissAct_0.38_autoCorr_0.01"
"8","1","xreg1",0.58070414060343,0.0905484429233294,"MAR","simple drop NA",640,"N_160_sim_40",0.648917257969163,"propMissAct_0.38_autoCorr_0.01"
"9","1","xreg2",0.560593535902976,0.0911565380921414,"MAR","simple drop NA",640,"N_160_sim_40",0.444829537196603,"propMissAct_0.38_autoCorr_0.01"
"10","1","sigma",0.957950384311642,NA,"MAR","simple drop NA",640,"N_160_sim_40",NA,"propMissAct_0.38_autoCorr_0.01"
"11","1","phi",-0.140219447759764,0.129156640197162,"MAR","comple case drop NA",640,"N_160_sim_40",0.0188287815079093,"propMissAct_0.38_autoCorr_0.01"
"12","1","intercept",-0.769757044802096,0.105650000422209,"MAR","comple case drop NA",640,"N_160_sim_40",-0.764450251372045,"propMissAct_0.38_autoCorr_0.01"
"13","1","xreg1",0.611267612206538,0.115480974690926,"MAR","comple case drop NA",640,"N_160_sim_40",0.648917257969163,"propMissAct_0.38_autoCorr_0.01"
"14","1","xreg2",0.574166636940518,0.100006260544977,"MAR","comple case drop NA",640,"N_160_sim_40",0.444829537196603,"propMissAct_0.38_autoCorr_0.01"
"15","1","sigma",0.896016474983999,NA,"MAR","comple case drop NA",640,"N_160_sim_40",NA,"propMissAct_0.38_autoCorr_0.01"
"16",NA,"phi",-0.108308451853355,0.0883048172359429,"MAR","Multiple Imputation",640,"N_160_sim_40",0.0188287815079093,"propMissAct_0.38_autoCorr_0.01"
"17",NA,"intercept",-0.680769933147134,0.106479770962825,"MAR","Multiple Imputation",640,"N_160_sim_40",-0.764450251372045,"propMissAct_0.38_autoCorr_0.01"
"18",NA,"xreg1",0.550426870120272,0.0823015873668357,"MAR","Multiple Imputation",640,"N_160_sim_40",0.648917257969163,"propMissAct_0.38_autoCorr_0.01"
"19",NA,"xreg2",0.587118002248674,0.0839902334327437,"MAR","Multiple Imputation",640,"N_160_sim_40",0.444829537196603,"propMissAct_0.38_autoCorr_0.01"
"20",NA,"sigma",0.940774419132926,NA,"MAR","Multiple Imputation",640,"N_160_sim_40",NA,"propMissAct_0.38_autoCorr_0.01"
"21",NA,"intercept",-0.712518739618389,0.0971035258901255,"MAR","data augmentation",640,"N_160_sim_40",-0.764450251372045,"propMissAct_0.38_autoCorr_0.01"
"22",NA,"xreg1",0.56337634041708,0.0924278850358767,"MAR","data augmentation",640,"N_160_sim_40",0.648917257969163,"propMissAct_0.38_autoCorr_0.01"
"23",NA,"xreg2",0.571619758936633,0.0911620760047887,"MAR","data augmentation",640,"N_160_sim_40",0.444829537196603,"propMissAct_0.38_autoCorr_0.01"
"24",NA,"phi",-0.0900725456203486,0.116981825005772,"MAR","data augmentation",640,"N_160_sim_40",0.0188287815079093,"propMissAct_0.38_autoCorr_0.01"
"25",NA,"sigma",1.00256631445068,0.0727566774804657,"MAR","data augmentation",640,"N_160_sim_40",NA,"propMissAct_0.38_autoCorr_0.01"
"26","1","phi",0.347417126111293,0.101184715171523,"MAR","Kalman Filter",641,"N_160_sim_41",0.386590459756553,"propMissAct_0.38_autoCorr_0.02"
"27","1","intercept",-2.24741676164874,0.140331304378874,"MAR","Kalman Filter",641,"N_160_sim_41",-2.3374780050241,"propMissAct_0.38_autoCorr_0.02"
"28","1","xreg1",1.24447394313089,0.0965627578362272,"MAR","Kalman Filter",641,"N_160_sim_41",1.41241820335925,"propMissAct_0.38_autoCorr_0.02"
"29","1","xreg2",-0.32999681832509,0.0873824244061541,"MAR","Kalman Filter",641,"N_160_sim_41",-0.500441437525415,"propMissAct_0.38_autoCorr_0.02"
"30","1","sigma",1.06524308270694,NA,"MAR","Kalman Filter",641,"N_160_sim_41",NA,"propMissAct_0.38_autoCorr_0.02"
"31","1","phi",0.264257606364934,0.0980240885344094,"MAR","simple drop NA",641,"N_160_sim_41",0.386590459756553,"propMissAct_0.38_autoCorr_0.02"
"32","1","intercept",-2.283832625732,0.144624915998886,"MAR","simple drop NA",641,"N_160_sim_41",-2.3374780050241,"propMissAct_0.38_autoCorr_0.02"
"33","1","xreg1",1.23952294363699,0.0998553455804571,"MAR","simple drop NA",641,"N_160_sim_41",1.41241820335925,"propMissAct_0.38_autoCorr_0.02"
"34","1","xreg2",-0.33468623062563,0.0894725013705419,"MAR","simple drop NA",641,"N_160_sim_41",-0.500441437525415,"propMissAct_0.38_autoCorr_0.02"
"35","1","sigma",1.13226711915248,NA,"MAR","simple drop NA",641,"N_160_sim_41",NA,"propMissAct_0.38_autoCorr_0.02"
"36","1","phi",0.308768284128385,0.123282544067772,"MAR","comple case drop NA",641,"N_160_sim_41",0.386590459756553,"propMissAct_0.38_autoCorr_0.02"
"37","1","intercept",-2.39411490819342,0.199178122899174,"MAR","comple case drop NA",641,"N_160_sim_41",-2.3374780050241,"propMissAct_0.38_autoCorr_0.02"
"38","1","xreg1",1.31785981335652,0.125744812709244,"MAR","comple case drop NA",641,"N_160_sim_41",1.41241820335925,"propMissAct_0.38_autoCorr_0.02"
"39","1","xreg2",-0.227670418079017,0.123281608049243,"MAR","comple case drop NA",641,"N_160_sim_41",-0.500441437525415,"propMissAct_0.38_autoCorr_0.02"
