"","missingprop_autocor","parameters","param_value","param_se","missingness","type","curSim","sim_no","simParams","missingnessName"
"483","1","xreg1",0.580814659928113,0.0935935784398542,"MAR","simple drop NA",1020,"N_200_sim_20",0.55442558770948,"propMissAct_0.5_autoCorr_0.12"
"484","1","xreg2",0.286189016534291,0.10599479982271,"MAR","simple drop NA",1020,"N_200_sim_20",0.235301238101637,"propMissAct_0.5_autoCorr_0.12"
"485","1","sigma",1.08790988117391,NA,"MAR","simple drop NA",1020,"N_200_sim_20",NA,"propMissAct_0.5_autoCorr_0.12"
"486","1","phi",0.319581744420104,0.130950886222894,"MAR","comple case drop NA",1020,"N_200_sim_20",0.44686305206269,"propMissAct_0.5_autoCorr_0.12"
"487","1","intercept",-1.25144720432859,0.206998084591886,"MAR","comple case drop NA",1020,"N_200_sim_20",-1.3825314308216,"propMissAct_0.5_autoCorr_0.12"
"488","1","xreg1",0.559666809159218,0.126396349123784,"MAR","comple case drop NA",1020,"N_200_sim_20",0.55442558770948,"propMissAct_0.5_autoCorr_0.12"
"489","1","xreg2",0.195766255731551,0.153742025509492,"MAR","comple case drop NA",1020,"N_200_sim_20",0.235301238101637,"propMissAct_0.5_autoCorr_0.12"
"490","1","sigma",1.12428853026033,NA,"MAR","comple case drop NA",1020,"N_200_sim_20",NA,"propMissAct_0.5_autoCorr_0.12"
"491",NA,"phi",0.238046553075211,0.0859522498873851,"MAR","Multiple Imputation",1020,"N_200_sim_20",0.44686305206269,"propMissAct_0.5_autoCorr_0.12"
"492",NA,"intercept",-1.34683107284626,0.105098146349373,"MAR","Multiple Imputation",1020,"N_200_sim_20",-1.3825314308216,"propMissAct_0.5_autoCorr_0.12"
"493",NA,"xreg1",0.584649344553618,0.0901607450395523,"MAR","Multiple Imputation",1020,"N_200_sim_20",0.55442558770948,"propMissAct_0.5_autoCorr_0.12"
"494",NA,"xreg2",0.292691547603588,0.0968202512925961,"MAR","Multiple Imputation",1020,"N_200_sim_20",0.235301238101637,"propMissAct_0.5_autoCorr_0.12"
"495",NA,"sigma",1.05269976013541,NA,"MAR","Multiple Imputation",1020,"N_200_sim_20",NA,"propMissAct_0.5_autoCorr_0.12"
"496",NA,"intercept",-1.26241060927222,0.152047911862521,"MAR","data augmentation",1020,"N_200_sim_20",-1.3825314308216,"propMissAct_0.5_autoCorr_0.12"
"497",NA,"xreg1",0.606216678885102,0.0876350573033358,"MAR","data augmentation",1020,"N_200_sim_20",0.55442558770948,"propMissAct_0.5_autoCorr_0.12"
"498",NA,"xreg2",0.298629525836263,0.098246468468319,"MAR","data augmentation",1020,"N_200_sim_20",0.235301238101637,"propMissAct_0.5_autoCorr_0.12"
"499",NA,"phi",0.479902481198406,0.0959999337828849,"MAR","data augmentation",1020,"N_200_sim_20",0.44686305206269,"propMissAct_0.5_autoCorr_0.12"
"500",NA,"sigma",0.958548258633028,0.073244435424248,"MAR","data augmentation",1020,"N_200_sim_20",NA,"propMissAct_0.5_autoCorr_0.12"
"501","1","phi",0.456592111855905,0.101119926113008,"MAR","Kalman Filter",1021,"N_200_sim_21",0.587819626741111,"propMissAct_0.5_autoCorr_0.04"
"502","1","intercept",-1.10989251108506,0.168979366693872,"MAR","Kalman Filter",1021,"N_200_sim_21",-0.867435917920603,"propMissAct_0.5_autoCorr_0.04"
"503","1","xreg1",-2.58697468873134,0.113719564454658,"MAR","Kalman Filter",1021,"N_200_sim_21",-2.65034431244376,"propMissAct_0.5_autoCorr_0.04"
"504","1","xreg2",0.354723001477051,0.121119881359414,"MAR","Kalman Filter",1021,"N_200_sim_21",0.279277302316288,"propMissAct_0.5_autoCorr_0.04"
"505","1","sigma",1.2593094492457,NA,"MAR","Kalman Filter",1021,"N_200_sim_21",NA,"propMissAct_0.5_autoCorr_0.04"
"506","1","phi",0.259000430411819,0.0994235711389587,"MAR","simple drop NA",1021,"N_200_sim_21",0.587819626741111,"propMissAct_0.5_autoCorr_0.04"
"507","1","intercept",-1.16939048645099,0.164244416754381,"MAR","simple drop NA",1021,"N_200_sim_21",-0.867435917920603,"propMissAct_0.5_autoCorr_0.04"
"508","1","xreg1",-2.52014616862291,0.113278917766901,"MAR","simple drop NA",1021,"N_200_sim_21",-2.65034431244376,"propMissAct_0.5_autoCorr_0.04"
"509","1","xreg2",0.339082175338651,0.127766322378241,"MAR","simple drop NA",1021,"N_200_sim_21",0.279277302316288,"propMissAct_0.5_autoCorr_0.04"
"510","1","sigma",1.47420316879023,NA,"MAR","simple drop NA",1021,"N_200_sim_21",NA,"propMissAct_0.5_autoCorr_0.04"
"511","1","phi",0.175572067821896,0.141932310982966,"MAR","comple case drop NA",1021,"N_200_sim_21",0.587819626741111,"propMissAct_0.5_autoCorr_0.04"
"512","1","intercept",-1.30358415540332,0.21178070247397,"MAR","comple case drop NA",1021,"N_200_sim_21",-0.867435917920603,"propMissAct_0.5_autoCorr_0.04"
"513","1","xreg1",-2.59665540122738,0.172184505745037,"MAR","comple case drop NA",1021,"N_200_sim_21",-2.65034431244376,"propMissAct_0.5_autoCorr_0.04"
"514","1","xreg2",0.458198941663434,0.187121529408977,"MAR","comple case drop NA",1021,"N_200_sim_21",0.279277302316288,"propMissAct_0.5_autoCorr_0.04"
"515","1","sigma",1.5178056222678,NA,"MAR","comple case drop NA",1021,"N_200_sim_21",NA,"propMissAct_0.5_autoCorr_0.04"
"516",NA,"phi",0.0696229273053957,0.0925323398906181,"MAR","Multiple Imputation",1021,"N_200_sim_21",0.587819626741111,"propMissAct_0.5_autoCorr_0.04"
"517",NA,"intercept",-1.11656381044175,0.142231372267111,"MAR","Multiple Imputation",1021,"N_200_sim_21",-0.867435917920603,"propMissAct_0.5_autoCorr_0.04"
"518",NA,"xreg1",-2.46613630240366,0.130355731897416,"MAR","Multiple Imputation",1021,"N_200_sim_21",-2.65034431244376,"propMissAct_0.5_autoCorr_0.04"
"519",NA,"xreg2",0.513111501146324,0.125911028218073,"MAR","Multiple Imputation",1021,"N_200_sim_21",0.279277302316288,"propMissAct_0.5_autoCorr_0.04"
"520",NA,"sigma",1.72625484928899,NA,"MAR","Multiple Imputation",1021,"N_200_sim_21",NA,"propMissAct_0.5_autoCorr_0.04"
"521",NA,"intercept",-1.10169478004643,0.17217680224457,"MAR","data augmentation",1021,"N_200_sim_21",-0.867435917920603,"propMissAct_0.5_autoCorr_0.04"
"522",NA,"xreg1",-2.57824948655553,0.114555501743744,"MAR","data augmentation",1021,"N_200_sim_21",-2.65034431244376,"propMissAct_0.5_autoCorr_0.04"
"523",NA,"xreg2",0.356422382060993,0.125484194067318,"MAR","data augmentation",1021,"N_200_sim_21",0.279277302316288,"propMissAct_0.5_autoCorr_0.04"
"524",NA,"phi",0.436569547327564,0.110060899311077,"MAR","data augmentation",1021,"N_200_sim_21",0.587819626741111,"propMissAct_0.5_autoCorr_0.04"
"525",NA,"sigma",1.16117036589677,0.0891055903614165,"MAR","data augmentation",1021,"N_200_sim_21",NA,"propMissAct_0.5_autoCorr_0.04"
"526","1","phi",0.507520097646343,0.0889106810077929,"MAR","Kalman Filter",1022,"N_200_sim_22",0.537612559087575,"propMissAct_0.5_autoCorr_0.1"
"527","1","intercept",-1.26192177177445,0.160636543049137,"MAR","Kalman Filter",1022,"N_200_sim_22",-1.08253452649355,"propMissAct_0.5_autoCorr_0.1"
"528","1","xreg1",-0.468448552820033,0.0992777465399257,"MAR","Kalman Filter",1022,"N_200_sim_22",-0.439626942889341,"propMissAct_0.5_autoCorr_0.1"
"529","1","xreg2",0.0803950799215941,0.0982264394010518,"MAR","Kalman Filter",1022,"N_200_sim_22",0.109221677693129,"propMissAct_0.5_autoCorr_0.1"
"530","1","sigma",0.977804997021922,NA,"MAR","Kalman Filter",1022,"N_200_sim_22",NA,"propMissAct_0.5_autoCorr_0.1"
"531","1","phi",0.39519570011803,0.0948222385881222,"MAR","simple drop NA",1022,"N_200_sim_22",0.537612559087575,"propMissAct_0.5_autoCorr_0.1"
"532","1","intercept",-1.24065266150598,0.176264138279829,"MAR","simple drop NA",1022,"N_200_sim_22",-1.08253452649355,"propMissAct_0.5_autoCorr_0.1"
"533","1","xreg1",-0.422849593646237,0.0984115401535202,"MAR","simple drop NA",1022,"N_200_sim_22",-0.439626942889341,"propMissAct_0.5_autoCorr_0.1"
"534","1","xreg2",0.0628339454332837,0.100668825140832,"MAR","simple drop NA",1022,"N_200_sim_22",0.109221677693129,"propMissAct_0.5_autoCorr_0.1"
"535","1","sigma",1.14726743024432,NA,"MAR","simple drop NA",1022,"N_200_sim_22",NA,"propMissAct_0.5_autoCorr_0.1"
"536","1","phi",0.308991517879512,0.14014381133475,"MAR","comple case drop NA",1022,"N_200_sim_22",0.537612559087575,"propMissAct_0.5_autoCorr_0.1"
"537","1","intercept",-1.19474032685251,0.235792600269369,"MAR","comple case drop NA",1022,"N_200_sim_22",-1.08253452649355,"propMissAct_0.5_autoCorr_0.1"
"538","1","xreg1",-0.472169945872827,0.173038417023642,"MAR","comple case drop NA",1022,"N_200_sim_22",-0.439626942889341,"propMissAct_0.5_autoCorr_0.1"
"539","1","xreg2",0.0641363959446115,0.159365415965389,"MAR","comple case drop NA",1022,"N_200_sim_22",0.109221677693129,"propMissAct_0.5_autoCorr_0.1"
"540","1","sigma",1.46483475589095,NA,"MAR","comple case drop NA",1022,"N_200_sim_22",NA,"propMissAct_0.5_autoCorr_0.1"
"541",NA,"phi",0.245273485282123,0.0853299778227578,"MAR","Multiple Imputation",1022,"N_200_sim_22",0.537612559087575,"propMissAct_0.5_autoCorr_0.1"
"542",NA,"intercept",-1.19663618558247,0.112054765052796,"MAR","Multiple Imputation",1022,"N_200_sim_22",-1.08253452649355,"propMissAct_0.5_autoCorr_0.1"
"543",NA,"xreg1",-0.364361429172602,0.121137370008771,"MAR","Multiple Imputation",1022,"N_200_sim_22",-0.439626942889341,"propMissAct_0.5_autoCorr_0.1"
"544",NA,"xreg2",-0.0808211015279819,0.139828860386892,"MAR","Multiple Imputation",1022,"N_200_sim_22",0.109221677693129,"propMissAct_0.5_autoCorr_0.1"
"545",NA,"sigma",1.23765111463955,NA,"MAR","Multiple Imputation",1022,"N_200_sim_22",NA,"propMissAct_0.5_autoCorr_0.1"
"546",NA,"intercept",-1.24457739117835,0.169439966961722,"MAR","data augmentation",1022,"N_200_sim_22",-1.08253452649355,"propMissAct_0.5_autoCorr_0.1"
"547",NA,"xreg1",-0.458951498439108,0.102703590674228,"MAR","data augmentation",1022,"N_200_sim_22",-0.439626942889341,"propMissAct_0.5_autoCorr_0.1"
"548",NA,"xreg2",0.0695476932272165,0.101569492695837,"MAR","data augmentation",1022,"N_200_sim_22",0.109221677693129,"propMissAct_0.5_autoCorr_0.1"
"549",NA,"phi",0.490223079855065,0.0926305502040133,"MAR","data augmentation",1022,"N_200_sim_22",0.537612559087575,"propMissAct_0.5_autoCorr_0.1"
"550",NA,"sigma",1.02603508283091,0.0784041696677021,"MAR","data augmentation",1022,"N_200_sim_22",NA,"propMissAct_0.5_autoCorr_0.1"
"551","1","phi",0.524294277276515,0.090851937564156,"MAR","Kalman Filter",1023,"N_200_sim_23",0.4778992889449,"propMissAct_0.5_autoCorr_0.1"
"552","1","intercept",-0.345965794061766,0.174544448305378,"MAR","Kalman Filter",1023,"N_200_sim_23",-0.572812923267273,"propMissAct_0.5_autoCorr_0.1"
"553","1","xreg1",1.13471883404302,0.12141779237841,"MAR","Kalman Filter",1023,"N_200_sim_23",1.06450844663523,"propMissAct_0.5_autoCorr_0.1"
"554","1","xreg2",0.658256393886607,0.110819177314427,"MAR","Kalman Filter",1023,"N_200_sim_23",0.626666437669856,"propMissAct_0.5_autoCorr_0.1"
"555","1","sigma",1.10000017270698,NA,"MAR","Kalman Filter",1023,"N_200_sim_23",NA,"propMissAct_0.5_autoCorr_0.1"
"556","1","phi",0.377601335890334,0.0937347127363347,"MAR","simple drop NA",1023,"N_200_sim_23",0.4778992889449,"propMissAct_0.5_autoCorr_0.1"
"557","1","intercept",-0.27551397338862,0.183389122958748,"MAR","simple drop NA",1023,"N_200_sim_23",-0.572812923267273,"propMissAct_0.5_autoCorr_0.1"
"558","1","xreg1",1.19029728723064,0.123047115584143,"MAR","simple drop NA",1023,"N_200_sim_23",1.06450844663523,"propMissAct_0.5_autoCorr_0.1"
"559","1","xreg2",0.663567095968601,0.120578004738936,"MAR","simple drop NA",1023,"N_200_sim_23",0.626666437669856,"propMissAct_0.5_autoCorr_0.1"
"560","1","sigma",1.31678756758786,NA,"MAR","simple drop NA",1023,"N_200_sim_23",NA,"propMissAct_0.5_autoCorr_0.1"
"561","1","phi",0.169262462776763,0.138410826930998,"MAR","comple case drop NA",1023,"N_200_sim_23",0.4778992889449,"propMissAct_0.5_autoCorr_0.1"
"562","1","intercept",-0.233786967292639,0.195181222502343,"MAR","comple case drop NA",1023,"N_200_sim_23",-0.572812923267273,"propMissAct_0.5_autoCorr_0.1"
"563","1","xreg1",0.73611959684738,0.190138061750424,"MAR","comple case drop NA",1023,"N_200_sim_23",1.06450844663523,"propMissAct_0.5_autoCorr_0.1"
"564","1","xreg2",0.485795114275488,0.170344357666318,"MAR","comple case drop NA",1023,"N_200_sim_23",0.626666437669856,"propMissAct_0.5_autoCorr_0.1"
"565","1","sigma",1.3978506546445,NA,"MAR","comple case drop NA",1023,"N_200_sim_23",NA,"propMissAct_0.5_autoCorr_0.1"
"566",NA,"phi",0.322666551877636,0.117794580945519,"MAR","Multiple Imputation",1023,"N_200_sim_23",0.4778992889449,"propMissAct_0.5_autoCorr_0.1"
"567",NA,"intercept",-0.28692550796123,0.135092841492713,"MAR","Multiple Imputation",1023,"N_200_sim_23",-0.572812923267273,"propMissAct_0.5_autoCorr_0.1"
"568",NA,"xreg1",1.00415109177466,0.163002026531401,"MAR","Multiple Imputation",1023,"N_200_sim_23",1.06450844663523,"propMissAct_0.5_autoCorr_0.1"
"569",NA,"xreg2",0.700376522100092,0.190812454417946,"MAR","Multiple Imputation",1023,"N_200_sim_23",0.626666437669856,"propMissAct_0.5_autoCorr_0.1"
"570",NA,"sigma",1.28104389428874,NA,"MAR","Multiple Imputation",1023,"N_200_sim_23",NA,"propMissAct_0.5_autoCorr_0.1"
"571",NA,"intercept",-0.345375618000454,0.18320384967569,"MAR","data augmentation",1023,"N_200_sim_23",-0.572812923267273,"propMissAct_0.5_autoCorr_0.1"
"572",NA,"xreg1",1.13170222278328,0.126694063442918,"MAR","data augmentation",1023,"N_200_sim_23",1.06450844663523,"propMissAct_0.5_autoCorr_0.1"
"573",NA,"xreg2",0.660911219191931,0.114310415896896,"MAR","data augmentation",1023,"N_200_sim_23",0.626666437669856,"propMissAct_0.5_autoCorr_0.1"
"574",NA,"phi",0.513955505392132,0.0960464145226747,"MAR","data augmentation",1023,"N_200_sim_23",0.4778992889449,"propMissAct_0.5_autoCorr_0.1"
"575",NA,"sigma",1.0836948117549,0.0823172165835296,"MAR","data augmentation",1023,"N_200_sim_23",NA,"propMissAct_0.5_autoCorr_0.1"
"576","1","phi",0.0205627827816931,0.141462027168994,"MAR","Kalman Filter",1024,"N_200_sim_24",0.0140445001423359,"propMissAct_0.5_autoCorr_0.01"
"577","1","intercept",1.56200018876733,0.0979099971504149,"MAR","Kalman Filter",1024,"N_200_sim_24",1.69343080095632,"propMissAct_0.5_autoCorr_0.01"
"578","1","xreg1",-0.947316804947347,0.0911964403416405,"MAR","Kalman Filter",1024,"N_200_sim_24",-0.920894959991592,"propMissAct_0.5_autoCorr_0.01"
"579","1","xreg2",1.15341465304631,0.0921638402933055,"MAR","Kalman Filter",1024,"N_200_sim_24",1.23558025920927,"propMissAct_0.5_autoCorr_0.01"
"580","1","sigma",0.931082419090195,NA,"MAR","Kalman Filter",1024,"N_200_sim_24",NA,"propMissAct_0.5_autoCorr_0.01"
"581","1","phi",-0.121743996995467,0.10202511789743,"MAR","simple drop NA",1024,"N_200_sim_24",0.0140445001423359,"propMissAct_0.5_autoCorr_0.01"
"582","1","intercept",1.56326105666398,0.0857027312658806,"MAR","simple drop NA",1024,"N_200_sim_24",1.69343080095632,"propMissAct_0.5_autoCorr_0.01"
"583","1","xreg1",-0.96484488348726,0.0902352485756896,"MAR","simple drop NA",1024,"N_200_sim_24",-0.920894959991592,"propMissAct_0.5_autoCorr_0.01"
"584","1","xreg2",1.17701811163283,0.0932742724707518,"MAR","simple drop NA",1024,"N_200_sim_24",1.23558025920927,"propMissAct_0.5_autoCorr_0.01"
"585","1","sigma",0.918283733975016,NA,"MAR","simple drop NA",1024,"N_200_sim_24",NA,"propMissAct_0.5_autoCorr_0.01"
"586","1","phi",0.101318351754448,0.140676606764411,"MAR","comple case drop NA",1024,"N_200_sim_24",0.0140445001423359,"propMissAct_0.5_autoCorr_0.01"
"587","1","intercept",1.43179432923924,0.143289679541213,"MAR","comple case drop NA",1024,"N_200_sim_24",1.69343080095632,"propMissAct_0.5_autoCorr_0.01"
"588","1","xreg1",-0.808980819798983,0.116302046140655,"MAR","comple case drop NA",1024,"N_200_sim_24",-0.920894959991592,"propMissAct_0.5_autoCorr_0.01"
"589","1","xreg2",1.26587387149567,0.132595196883266,"MAR","comple case drop NA",1024,"N_200_sim_24",1.23558025920927,"propMissAct_0.5_autoCorr_0.01"
"590","1","sigma",0.845035861945787,NA,"MAR","comple case drop NA",1024,"N_200_sim_24",NA,"propMissAct_0.5_autoCorr_0.01"
"591",NA,"phi",-0.0434722642149029,0.0982419118280169,"MAR","Multiple Imputation",1024,"N_200_sim_24",0.0140445001423359,"propMissAct_0.5_autoCorr_0.01"
"592",NA,"intercept",1.54355492029253,0.0703362425241185,"MAR","Multiple Imputation",1024,"N_200_sim_24",1.69343080095632,"propMissAct_0.5_autoCorr_0.01"
"593",NA,"xreg1",-1.01026177991176,0.0863188949222992,"MAR","Multiple Imputation",1024,"N_200_sim_24",-0.920894959991592,"propMissAct_0.5_autoCorr_0.01"
"594",NA,"xreg2",1.17488854334972,0.0714074133329158,"MAR","Multiple Imputation",1024,"N_200_sim_24",1.23558025920927,"propMissAct_0.5_autoCorr_0.01"
"595",NA,"sigma",0.876653330328494,NA,"MAR","Multiple Imputation",1024,"N_200_sim_24",NA,"propMissAct_0.5_autoCorr_0.01"
"596",NA,"intercept",1.55679787963853,0.101194068740892,"MAR","data augmentation",1024,"N_200_sim_24",1.69343080095632,"propMissAct_0.5_autoCorr_0.01"
"597",NA,"xreg1",-0.946730181819103,0.0941357334773382,"MAR","data augmentation",1024,"N_200_sim_24",-0.920894959991592,"propMissAct_0.5_autoCorr_0.01"
"598",NA,"xreg2",1.15391671542821,0.0943508691574362,"MAR","data augmentation",1024,"N_200_sim_24",1.23558025920927,"propMissAct_0.5_autoCorr_0.01"
"599",NA,"phi",0.0192506864656135,0.136325049269677,"MAR","data augmentation",1024,"N_200_sim_24",0.0140445001423359,"propMissAct_0.5_autoCorr_0.01"
"600",NA,"sigma",0.992763602664088,0.0724062329141971,"MAR","data augmentation",1024,"N_200_sim_24",NA,"propMissAct_0.5_autoCorr_0.01"
"601","1","phi",0.792261969675638,0.0541706431718013,"MAR","Kalman Filter",1025,"N_200_sim_25",0.695992516353726,"propMissAct_0.5_autoCorr_0.03"
"602","1","intercept",0.219624316968063,0.327385906503504,"MAR","Kalman Filter",1025,"N_200_sim_25",0.502363295980234,"propMissAct_0.5_autoCorr_0.03"
"603","1","xreg1",-0.44160221010626,0.0769002117259761,"MAR","Kalman Filter",1025,"N_200_sim_25",-0.279738518168148,"propMissAct_0.5_autoCorr_0.03"
"604","1","xreg2",2.25200493520528,0.112221959245701,"MAR","Kalman Filter",1025,"N_200_sim_25",2.11648482352176,"propMissAct_0.5_autoCorr_0.03"
"605","1","sigma",0.905240532271014,NA,"MAR","Kalman Filter",1025,"N_200_sim_25",NA,"propMissAct_0.5_autoCorr_0.03"
"606","1","phi",0.695560201619897,0.0788913439812537,"MAR","simple drop NA",1025,"N_200_sim_25",0.695992516353726,"propMissAct_0.5_autoCorr_0.03"
"607","1","intercept",0.146247053374491,0.356831559758892,"MAR","simple drop NA",1025,"N_200_sim_25",0.502363295980234,"propMissAct_0.5_autoCorr_0.03"
"608","1","xreg1",-0.454938224250765,0.0838092155360136,"MAR","simple drop NA",1025,"N_200_sim_25",-0.279738518168148,"propMissAct_0.5_autoCorr_0.03"
"609","1","xreg2",2.11273437403277,0.10990919405584,"MAR","simple drop NA",1025,"N_200_sim_25",2.11648482352176,"propMissAct_0.5_autoCorr_0.03"
"610","1","sigma",1.22504197380765,NA,"MAR","simple drop NA",1025,"N_200_sim_25",NA,"propMissAct_0.5_autoCorr_0.03"
"611","1","phi",0.44716508082877,0.134948309554239,"MAR","comple case drop NA",1025,"N_200_sim_25",0.695992516353726,"propMissAct_0.5_autoCorr_0.03"
"612","1","intercept",0.0883306784895921,0.31068874353848,"MAR","comple case drop NA",1025,"N_200_sim_25",0.502363295980234,"propMissAct_0.5_autoCorr_0.03"
"613","1","xreg1",-0.505255675549528,0.132801010748597,"MAR","comple case drop NA",1025,"N_200_sim_25",-0.279738518168148,"propMissAct_0.5_autoCorr_0.03"
"614","1","xreg2",2.01036336645666,0.223665466356546,"MAR","comple case drop NA",1025,"N_200_sim_25",2.11648482352176,"propMissAct_0.5_autoCorr_0.03"
"615","1","sigma",1.53002038092924,NA,"MAR","comple case drop NA",1025,"N_200_sim_25",NA,"propMissAct_0.5_autoCorr_0.03"
"616",NA,"phi",0.294019272528117,0.0888403326046794,"MAR","Multiple Imputation",1025,"N_200_sim_25",0.695992516353726,"propMissAct_0.5_autoCorr_0.03"
"617",NA,"intercept",0.15267647101624,0.157819044055129,"MAR","Multiple Imputation",1025,"N_200_sim_25",0.502363295980234,"propMissAct_0.5_autoCorr_0.03"
"618",NA,"xreg1",-0.51702733253191,0.0842612523710853,"MAR","Multiple Imputation",1025,"N_200_sim_25",-0.279738518168148,"propMissAct_0.5_autoCorr_0.03"
"619",NA,"xreg2",2.17126169102862,0.136334775939041,"MAR","Multiple Imputation",1025,"N_200_sim_25",2.11648482352176,"propMissAct_0.5_autoCorr_0.03"
"620",NA,"sigma",1.75199191464532,NA,"MAR","Multiple Imputation",1025,"N_200_sim_25",NA,"propMissAct_0.5_autoCorr_0.03"
"621",NA,"intercept",0.447735939755391,0.487422886135355,"MAR","data augmentation",1025,"N_200_sim_25",0.502363295980234,"propMissAct_0.5_autoCorr_0.03"
"622",NA,"xreg1",-0.431698848461403,0.0862950658837226,"MAR","data augmentation",1025,"N_200_sim_25",-0.279738518168148,"propMissAct_0.5_autoCorr_0.03"
"623",NA,"xreg2",2.29550745666888,0.124443241800395,"MAR","data augmentation",1025,"N_200_sim_25",2.11648482352176,"propMissAct_0.5_autoCorr_0.03"
"624",NA,"phi",0.747914789209694,0.0736451177915756,"MAR","data augmentation",1025,"N_200_sim_25",0.695992516353726,"propMissAct_0.5_autoCorr_0.03"
"625",NA,"sigma",1.05272348191171,0.0824584899258106,"MAR","data augmentation",1025,"N_200_sim_25",NA,"propMissAct_0.5_autoCorr_0.03"
"626","1","phi",0.678708588101646,0.0659159011728792,"MAR","Kalman Filter",1026,"N_200_sim_26",0.73419801518321,"propMissAct_0.5_autoCorr_0.12"
"627","1","intercept",-0.993055001275074,0.210029489196737,"MAR","Kalman Filter",1026,"N_200_sim_26",-1.02089855204678,"propMissAct_0.5_autoCorr_0.12"
"628","1","xreg1",0.813437703249837,0.0928797627964854,"MAR","Kalman Filter",1026,"N_200_sim_26",0.918193374177742,"propMissAct_0.5_autoCorr_0.12"
"629","1","xreg2",2.1291506727731,0.0814259107885549,"MAR","Kalman Filter",1026,"N_200_sim_26",2.02356645233198,"propMissAct_0.5_autoCorr_0.12"
"630","1","sigma",0.812325840720609,NA,"MAR","Kalman Filter",1026,"N_200_sim_26",NA,"propMissAct_0.5_autoCorr_0.12"
"631","1","phi",0.516134116465338,0.0855872809719533,"MAR","simple drop NA",1026,"N_200_sim_26",0.73419801518321,"propMissAct_0.5_autoCorr_0.12"
"632","1","intercept",-1.09375046387602,0.220611940720561,"MAR","simple drop NA",1026,"N_200_sim_26",-1.02089855204678,"propMissAct_0.5_autoCorr_0.12"
"633","1","xreg1",0.779758897472248,0.101072029122592,"MAR","simple drop NA",1026,"N_200_sim_26",0.918193374177742,"propMissAct_0.5_autoCorr_0.12"
"634","1","xreg2",2.16876576696005,0.092067852178995,"MAR","simple drop NA",1026,"N_200_sim_26",2.02356645233198,"propMissAct_0.5_autoCorr_0.12"
"635","1","sigma",1.16006133274405,NA,"MAR","simple drop NA",1026,"N_200_sim_26",NA,"propMissAct_0.5_autoCorr_0.12"
"636","1","phi",0.592868314592211,0.11498657905896,"MAR","comple case drop NA",1026,"N_200_sim_26",0.73419801518321,"propMissAct_0.5_autoCorr_0.12"
"637","1","intercept",-1.08683715328313,0.352990302196109,"MAR","comple case drop NA",1026,"N_200_sim_26",-1.02089855204678,"propMissAct_0.5_autoCorr_0.12"
"638","1","xreg1",0.75513988363904,0.137690363848763,"MAR","comple case drop NA",1026,"N_200_sim_26",0.918193374177742,"propMissAct_0.5_autoCorr_0.12"
"639","1","xreg2",2.12191108532187,0.120898560716219,"MAR","comple case drop NA",1026,"N_200_sim_26",2.02356645233198,"propMissAct_0.5_autoCorr_0.12"
"640","1","sigma",1.17526049225812,NA,"MAR","comple case drop NA",1026,"N_200_sim_26",NA,"propMissAct_0.5_autoCorr_0.12"
"641",NA,"phi",0.301748938310035,0.0923259048463585,"MAR","Multiple Imputation",1026,"N_200_sim_26",0.73419801518321,"propMissAct_0.5_autoCorr_0.12"
"642",NA,"intercept",-1.09391059810944,0.160933960791917,"MAR","Multiple Imputation",1026,"N_200_sim_26",-1.02089855204678,"propMissAct_0.5_autoCorr_0.12"
"643",NA,"xreg1",0.771582757959442,0.176247260971434,"MAR","Multiple Imputation",1026,"N_200_sim_26",0.918193374177742,"propMissAct_0.5_autoCorr_0.12"
"644",NA,"xreg2",2.08396994397032,0.148942368115953,"MAR","Multiple Imputation",1026,"N_200_sim_26",2.02356645233198,"propMissAct_0.5_autoCorr_0.12"
"645",NA,"sigma",1.39296947787905,NA,"MAR","Multiple Imputation",1026,"N_200_sim_26",NA,"propMissAct_0.5_autoCorr_0.12"
"646",NA,"intercept",-0.971523273600743,0.227849749893998,"MAR","data augmentation",1026,"N_200_sim_26",-1.02089855204678,"propMissAct_0.5_autoCorr_0.12"
"647",NA,"xreg1",0.812230284674361,0.0951054318250858,"MAR","data augmentation",1026,"N_200_sim_26",0.918193374177742,"propMissAct_0.5_autoCorr_0.12"
"648",NA,"xreg2",2.12605060572979,0.0833770103712455,"MAR","data augmentation",1026,"N_200_sim_26",2.02356645233198,"propMissAct_0.5_autoCorr_0.12"
"649",NA,"phi",0.678624257484456,0.0692340940807212,"MAR","data augmentation",1026,"N_200_sim_26",0.73419801518321,"propMissAct_0.5_autoCorr_0.12"
"650",NA,"sigma",0.929221842116354,0.0698191144869093,"MAR","data augmentation",1026,"N_200_sim_26",NA,"propMissAct_0.5_autoCorr_0.12"
"651","1","phi",0.251726732610286,0.12882223047503,"MAR","Kalman Filter",1027,"N_200_sim_27",0.093652132153511,"propMissAct_0.5_autoCorr_0.06"
"652","1","intercept",-0.531319141199862,0.110678621020304,"MAR","Kalman Filter",1027,"N_200_sim_27",-0.43122127302303,"propMissAct_0.5_autoCorr_0.06"
"653","1","xreg1",0.780843846143777,0.104169825284594,"MAR","Kalman Filter",1027,"N_200_sim_27",0.574579930403971,"propMissAct_0.5_autoCorr_0.06"
"654","1","xreg2",0.712282307467917,0.0951584044863264,"MAR","Kalman Filter",1027,"N_200_sim_27",0.831844565404441,"propMissAct_0.5_autoCorr_0.06"
