"","missingprop_autocor","parameters","param_value","param_se","missingness","type","curSim","sim_no","simParams","missingnessName"
"1","1","phi",0.574467168209567,0.0804980154150749,"MAR","Kalman Filter",498,"N_140_sim_98",0.609613277576864,"propMissAct_0.29_autoCorr_0.05"
"2","1","intercept",-0.701397116175205,0.193300759816531,"MAR","Kalman Filter",498,"N_140_sim_98",-0.227697425737272,"propMissAct_0.29_autoCorr_0.05"
"3","1","xreg1",0.0280433465501937,0.0808902456167787,"MAR","Kalman Filter",498,"N_140_sim_98",-0.114270418691192,"propMissAct_0.29_autoCorr_0.05"
"4","1","xreg2",0.593556573288005,0.0903635282163085,"MAR","Kalman Filter",498,"N_140_sim_98",0.445468735854817,"propMissAct_0.29_autoCorr_0.05"
"5","1","sigma",0.904414679855252,NA,"MAR","Kalman Filter",498,"N_140_sim_98",NA,"propMissAct_0.29_autoCorr_0.05"
"6","1","phi",0.475815311465647,0.088144791651819,"MAR","simple drop NA",498,"N_140_sim_98",0.609613277576864,"propMissAct_0.29_autoCorr_0.05"
"7","1","intercept",-0.698394917254793,0.194556674286864,"MAR","simple drop NA",498,"N_140_sim_98",-0.227697425737272,"propMissAct_0.29_autoCorr_0.05"
"8","1","xreg1",0.010893585625056,0.0845644417706868,"MAR","simple drop NA",498,"N_140_sim_98",-0.114270418691192,"propMissAct_0.29_autoCorr_0.05"
"9","1","xreg2",0.600233144018614,0.095745673763741,"MAR","simple drop NA",498,"N_140_sim_98",0.445468735854817,"propMissAct_0.29_autoCorr_0.05"
"10","1","sigma",1.05178469581804,NA,"MAR","simple drop NA",498,"N_140_sim_98",NA,"propMissAct_0.29_autoCorr_0.05"
"11","1","phi",0.520087791734769,0.0998031211029889,"MAR","comple case drop NA",498,"N_140_sim_98",0.609613277576864,"propMissAct_0.29_autoCorr_0.05"
"12","1","intercept",-0.680264612199721,0.236925978137635,"MAR","comple case drop NA",498,"N_140_sim_98",-0.227697425737272,"propMissAct_0.29_autoCorr_0.05"
"13","1","xreg1",-0.0104512586874775,0.0997686335074283,"MAR","comple case drop NA",498,"N_140_sim_98",-0.114270418691192,"propMissAct_0.29_autoCorr_0.05"
"14","1","xreg2",0.477991243031707,0.104282796160328,"MAR","comple case drop NA",498,"N_140_sim_98",0.445468735854817,"propMissAct_0.29_autoCorr_0.05"
"15","1","sigma",0.957836168170544,NA,"MAR","comple case drop NA",498,"N_140_sim_98",NA,"propMissAct_0.29_autoCorr_0.05"
"16",NA,"phi",0.415432064191239,0.103439565106135,"MAR","Multiple Imputation",498,"N_140_sim_98",0.609613277576864,"propMissAct_0.29_autoCorr_0.05"
