"","missingprop_autocor","parameters","param_value","param_se","missingness","type","curSim","sim_no","simParams","missingnessName"
"1","1","phi",0.0562556839783648,0.100390435460831,"MAR","Kalman Filter",1,"N_100_sim_1",0.100955850630999,"propMissAct_0"
"2","1","intercept",-0.601687879360711,0.107668975376013,"MAR","Kalman Filter",1,"N_100_sim_1",-0.636117174496935,"propMissAct_0"
"3","1","xreg1",-1.69003482314785,0.100549415886546,"MAR","Kalman Filter",1,"N_100_sim_1",-1.49876520981354,"propMissAct_0"
"4","1","xreg2",-0.411643510872938,0.10163955891715,"MAR","Kalman Filter",1,"N_100_sim_1",-0.367548873832854,"propMissAct_0"
"5","1","sigma",0.968335424762492,NA,"MAR","Kalman Filter",1,"N_100_sim_1",NA,"propMissAct_0"
"6","1","phi",0.0562556839783648,0.100390435460831,"MAR","simple drop NA",1,"N_100_sim_1",0.100955850630999,"propMissAct_0"
"7","1","intercept",-0.601687879360711,0.107668975376013,"MAR","simple drop NA",1,"N_100_sim_1",-0.636117174496935,"propMissAct_0"
"8","1","xreg1",-1.69003482314785,0.100549415886546,"MAR","simple drop NA",1,"N_100_sim_1",-1.49876520981354,"propMissAct_0"
"9","1","xreg2",-0.411643510872938,0.10163955891715,"MAR","simple drop NA",1,"N_100_sim_1",-0.367548873832854,"propMissAct_0"
"10","1","sigma",0.968335424762492,NA,"MAR","simple drop NA",1,"N_100_sim_1",NA,"propMissAct_0"
"11","1","phi",0.0562556839783648,0.100390435460831,"MAR","comple case drop NA",1,"N_100_sim_1",0.100955850630999,"propMissAct_0"
"12","1","intercept",-0.601687879360711,0.107668975376013,"MAR","comple case drop NA",1,"N_100_sim_1",-0.636117174496935,"propMissAct_0"
"13","1","xreg1",-1.69003482314785,0.100549415886546,"MAR","comple case drop NA",1,"N_100_sim_1",-1.49876520981354,"propMissAct_0"
"14","1","xreg2",-0.411643510872938,0.10163955891715,"MAR","comple case drop NA",1,"N_100_sim_1",-0.367548873832854,"propMissAct_0"
"15","1","sigma",0.968335424762492,NA,"MAR","comple case drop NA",1,"N_100_sim_1",NA,"propMissAct_0"
"16","1","phi",NA,NA,"MAR","Multiple Imputation",1,"N_100_sim_1",0.100955850630999,"propMissAct_0"
"17","1","intercept",NA,NA,"MAR","Multiple Imputation",1,"N_100_sim_1",-0.636117174496935,"propMissAct_0"
"18","1","xreg1",NA,NA,"MAR","Multiple Imputation",1,"N_100_sim_1",-1.49876520981354,"propMissAct_0"
"19","1","xreg2",NA,NA,"MAR","Multiple Imputation",1,"N_100_sim_1",-0.367548873832854,"propMissAct_0"
"20","1","sigma",NA,NA,"MAR","Multiple Imputation",1,"N_100_sim_1",NA,"propMissAct_0"
"21",NA,"intercept",-0.600749811638972,0.113311179834458,"MAR","data augmentation",1,"N_100_sim_1",-0.636117174496935,"propMissAct_0"
