missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.2,b_Intercept,2.519674470269057,0.5596971962404153,1.3514777980941115,2.5378992344096667,3.5809669109474713,MNAR,brms,1
propMissAct_0.2,b_light,1.0721725317075614,0.15271040385105622,0.7589217646552641,1.077126390415457,1.356450118290542,MNAR,brms,1
propMissAct_0.2,b_discharge,-0.777666121316229,0.1625253725985537,-1.08465932480446,-0.7820269418796524,-0.4385097744012825,MNAR,brms,1
propMissAct_0.2,phi,0.5830514240692286,0.04849002110677904,0.48882537789147773,0.583252876785315,0.6761477385704037,MNAR,brms,1
propMissAct_0.2,sigma,0.5108464234157947,0.015408949081381072,0.48182436786578586,0.5107524397837246,0.5417590942197168,MNAR,brms,1
propMissAct_0.2,Intercept,0.23245025321383656,0.04726890117719064,0.13762218998707432,0.23245888463066436,0.32523355873186544,MNAR,brms,1
propMissAct_0.21,b_Intercept,2.547705636745888,0.5286776153444326,1.4566412764789751,2.5632571440659015,3.5167192422980547,MNAR,brms,1
propMissAct_0.21,b_light,1.102240785506097,0.1465827810459494,0.8000106440055796,1.1065569233912869,1.3692075810868334,MNAR,brms,1
propMissAct_0.21,b_discharge,-0.7927188757558146,0.15277620296699576,-1.074757125602211,-0.7976993916575519,-0.47634223325077263,MNAR,brms,1
propMissAct_0.21,phi,0.5470731198178521,0.0492064445827996,0.4496221077575236,0.5470840956740635,0.6412744524199446,MNAR,brms,1
propMissAct_0.21,sigma,0.5118996496010094,0.015405568159226118,0.48326029454969627,0.5114833643983864,0.5433060597534995,MNAR,brms,1
propMissAct_0.21,Intercept,0.22037374125953346,0.04423144707753094,0.13302883978947788,0.22005021238441408,0.30651414278097633,MNAR,brms,1
propMissAct_0.23,b_Intercept,2.4004984858015805,0.5405792389012343,1.300542234533733,2.4156368519657834,3.414158478829194,MNAR,brms,1
propMissAct_0.23,b_light,1.0890479767111985,0.14660001998142325,0.790370651623886,1.0926034826511637,1.3687165003546233,MNAR,brms,1
propMissAct_0.23,b_discharge,-0.7532517720689208,0.15607589593153307,-1.0463329907414134,-0.7584268217003621,-0.4319004958507986,MNAR,brms,1
propMissAct_0.23,phi,0.5455579127931139,0.04941483648352039,0.4482383797066888,0.54574788956986,0.6425564127656663,MNAR,brms,1
propMissAct_0.23,sigma,0.5067123872192343,0.01539294675679121,0.47762625335849973,0.5063731487660854,0.5376643538475949,MNAR,brms,1
propMissAct_0.23,Intercept,0.20767397290025125,0.044945979937854194,0.12042249287258594,0.2082090968966981,0.29497798800317326,MNAR,brms,1
propMissAct_0.24,b_Intercept,2.3265205738844643,0.5151682689698068,1.2828947610366366,2.338593900928315,3.2963121460711045,MNAR,brms,1
propMissAct_0.24,b_light,1.018640529519655,0.14505447493120216,0.7284807779491898,1.0214500670380509,1.2956882783944867,MNAR,brms,1
propMissAct_0.24,b_discharge,-0.727444630848984,0.1480532821407529,-1.0072531261868487,-0.7322099671339359,-0.4294515689952703,MNAR,brms,1
propMissAct_0.24,phi,0.5444833152937109,0.04868788681199197,0.4490320444796104,0.544944813099191,0.6392446038405348,MNAR,brms,1
propMissAct_0.24,sigma,0.5029257807971365,0.015395867881494552,0.47356749670208176,0.5026528132520574,0.5338875818166974,MNAR,brms,1
