"CurSim","missingprop_autocor","missingness","type","param","value","missingnessVersion","SE"
2,"propMissAct_0.11_autoCorr_0.01","MAR","Kalman filter","ar1",0.747437417282713,"C",0.0376779857992042
2,"propMissAct_0.17_autoCorr_0","MAR","Kalman filter","ar1",0.727302872413539,"D",0.0419779376492826
2,"propMissAct_0.2_autoCorr_0.11","MAR","Kalman filter","ar1",0.710182254525591,"E",0.042635924330918
2,"propMissAct_0.23_autoCorr_0.1","MAR","Kalman filter","ar1",0.727316238855686,"F",0.0443868853499193
2,"propMissAct_0.29_autoCorr_0.17","MAR","Kalman filter","ar1",0.695844473790858,"G",0.0432390383384743
2,"propMissAct_0.36_autoCorr_0.04","MAR","Kalman filter","ar1",0.692041109829394,"H",0.04466467631136
2,"propMissAct_0.46_autoCorr_0.06","MAR","Kalman filter","ar1",0.700627657254279,"I",0.0572161622866088
2,"propMissAct_0.47_autoCorr_0.09","MAR","Kalman filter","ar1",0.847451941278685,"J",0.031803490496718
2,"propMissAct_0.48_autoCorr_0.06","MAR","Kalman filter","ar1",0.763034837642764,"K",0.0480835128245197
2,"propMissAct_0.57_autoCorr_0.17","MAR","Kalman filter","ar1",0.814788384318162,"L",0.0419829108923808
2,"propMissAct_0.57_autoCorr_0.12","MAR","Kalman filter","ar1",0.665173057653478,"M",0.056565616436054
2,"propMissAct_0.69_autoCorr_0.03","MAR","Kalman filter","ar1",0.84519007731092,"N",0.0360770551244036
2,"propMissAct_0.68_autoCorr_0.19","MAR","Kalman filter","ar1",0.873396236122214,"O",0.0317823204554204
2,"propMissAct_0.77_autoCorr_0.14","MAR","Kalman filter","ar1",0.816835008651211,"P",0.0576920242852616
2,"y","MAR","Kalman filter","intercept",1.98737198052795,"A",0.391626836931665
2,"propMissAct_0.07_autoCorr_0.33","MAR","Kalman filter","intercept",1.93625879764047,"B",0.398968727919567
2,"propMissAct_0.11_autoCorr_0.01","MAR","Kalman filter","intercept",2.15408761032804,"C",0.409778977689758
2,"propMissAct_0.17_autoCorr_0","MAR","Kalman filter","intercept",1.8590963338593,"D",0.434168057485744
2,"propMissAct_0.2_autoCorr_0.11","MAR","Kalman filter","intercept",2.08911734402177,"E",0.461768550613853
2,"propMissAct_0.23_autoCorr_0.1","MAR","Kalman filter","intercept",2.16438621817407,"F",0.461305163351035
2,"propMissAct_0.29_autoCorr_0.17","MAR","Kalman filter","intercept",1.72673465729999,"G",0.469890431398077
2,"propMissAct_0.36_autoCorr_0.04","MAR","Kalman filter","intercept",1.20770182223861,"H",0.434863865152807
2,"propMissAct_0.46_autoCorr_0.06","MAR","Kalman filter","intercept",2.14903000136775,"I",0.612513622666763
2,"propMissAct_0.47_autoCorr_0.09","MAR","Kalman filter","intercept",2.50225459721448,"J",0.511870459664481
2,"propMissAct_0.48_autoCorr_0.06","MAR","Kalman filter","intercept",1.72498637364782,"K",0.659379632424626
2,"propMissAct_0.57_autoCorr_0.17","MAR","Kalman filter","intercept",2.70447134752332,"L",0.654334481670961
2,"propMissAct_0.57_autoCorr_0.12","MAR","Kalman filter","intercept",1.48772286402288,"M",0.520581350038174
2,"propMissAct_0.69_autoCorr_0.03","MAR","Kalman filter","intercept",2.78380762663947,"N",0.725702889984906
2,"propMissAct_0.68_autoCorr_0.19","MAR","Kalman filter","intercept",1.19862466775299,"O",0.59265101063265
2,"propMissAct_0.77_autoCorr_0.14","MAR","Kalman filter","intercept",0.0852176761069819,"P",0.664799164554442
2,"y","MAR","Kalman filter","light",0.015796409008658,"A",0.00140478652214192
2,"propMissAct_0.07_autoCorr_0.33","MAR","Kalman filter","light",0.0156564208389247,"B",0.00145140913854191
2,"propMissAct_0.11_autoCorr_0.01","MAR","Kalman filter","light",0.0149450413432267,"C",0.00149716530873068
2,"propMissAct_0.17_autoCorr_0","MAR","Kalman filter","light",0.014896930913992,"D",0.00159754975978189
2,"propMissAct_0.2_autoCorr_0.11","MAR","Kalman filter","light",0.0166666521625674,"E",0.00162165282194552
2,"propMissAct_0.23_autoCorr_0.1","MAR","Kalman filter","light",0.0153664988507224,"F",0.00172336801935741
2,"propMissAct_0.29_autoCorr_0.17","MAR","Kalman filter","light",0.0182130411967409,"G",0.0015678298231767
2,"propMissAct_0.36_autoCorr_0.04","MAR","Kalman filter","light",0.017685920704744,"H",0.00164474440612172
2,"propMissAct_0.46_autoCorr_0.06","MAR","Kalman filter","light",0.0163820805747206,"I",0.00228936623138994
2,"propMissAct_0.47_autoCorr_0.09","MAR","Kalman filter","light",0.0155682733926592,"J",0.00179381101183301
2,"propMissAct_0.48_autoCorr_0.06","MAR","Kalman filter","light",0.0149001988499714,"K",0.00243096970299997
2,"propMissAct_0.57_autoCorr_0.17","MAR","Kalman filter","light",0.0157318724364966,"L",0.00246664897611078
2,"propMissAct_0.57_autoCorr_0.12","MAR","Kalman filter","light",0.0177003238394596,"M",0.0019403820090336
2,"propMissAct_0.69_autoCorr_0.03","MAR","Kalman filter","light",0.0192938632450978,"N",0.00222298146469582
2,"propMissAct_0.68_autoCorr_0.19","MAR","Kalman filter","light",0.0166438557560908,"O",0.00223442693589661
2,"propMissAct_0.77_autoCorr_0.14","MAR","Kalman filter","light",0.0193191131358933,"P",0.00259988091263311
2,"y","MAR","Kalman filter","discharge",-1.64415428414408,"A",0.518931770888552
2,"propMissAct_0.07_autoCorr_0.33","MAR","Kalman filter","discharge",-1.37429973166168,"B",0.535465262394878
2,"propMissAct_0.11_autoCorr_0.01","MAR","Kalman filter","discharge",-1.72113875796402,"C",0.497542307621819
2,"propMissAct_0.17_autoCorr_0","MAR","Kalman filter","discharge",-0.707371673854049,"D",0.585507259803089
2,"propMissAct_0.2_autoCorr_0.11","MAR","Kalman filter","discharge",-2.45694476375358,"E",0.708741092918881
2,"propMissAct_0.23_autoCorr_0.1","MAR","Kalman filter","discharge",-1.90579276234277,"F",0.62962043632982
2,"propMissAct_0.29_autoCorr_0.17","MAR","Kalman filter","discharge",-2.38136553334817,"G",0.846239345896385
2,"propMissAct_0.36_autoCorr_0.04","MAR","Kalman filter","discharge",-0.107547209340936,"H",0.632703505615178
2,"propMissAct_0.46_autoCorr_0.06","MAR","Kalman filter","discharge",-2.51640726883158,"I",0.899388242630345
2,"propMissAct_0.47_autoCorr_0.09","MAR","Kalman filter","discharge",-2.71543753694051,"J",0.563440136577296
2,"propMissAct_0.48_autoCorr_0.06","MAR","Kalman filter","discharge",-0.144181603076383,"K",1.06033968767004
2,"propMissAct_0.57_autoCorr_0.17","MAR","Kalman filter","discharge",-3.45613240235327,"L",0.916115578396849
2,"propMissAct_0.57_autoCorr_0.12","MAR","Kalman filter","discharge",-1.32755411343601,"M",0.919303050646348
2,"propMissAct_0.69_autoCorr_0.03","MAR","Kalman filter","discharge",-6.04531698767036,"N",1.54101361716398
2,"propMissAct_0.68_autoCorr_0.19","MAR","Kalman filter","discharge",0.178980690277581,"O",0.586833142008871
2,"propMissAct_0.77_autoCorr_0.14","MAR","Kalman filter","discharge",2.73483673865594,"P",0.943127995855572
2,"y","MAR","Kalman filter","sigma",1.41367638328014,"A",NA
2,"propMissAct_0.07_autoCorr_0.33","MAR","Kalman filter","sigma",1.4491844527539,"B",NA
2,"propMissAct_0.11_autoCorr_0.01","MAR","Kalman filter","sigma",1.31584220618722,"C",NA
2,"propMissAct_0.17_autoCorr_0","MAR","Kalman filter","sigma",1.31770929352726,"D",NA
2,"propMissAct_0.2_autoCorr_0.11","MAR","Kalman filter","sigma",1.43694812931126,"E",NA
2,"propMissAct_0.23_autoCorr_0.1","MAR","Kalman filter","sigma",1.41878722017698,"F",NA
2,"propMissAct_0.29_autoCorr_0.17","MAR","Kalman filter","sigma",1.47758558546386,"G",NA
2,"propMissAct_0.36_autoCorr_0.04","MAR","Kalman filter","sigma",1.4042901800162,"H",NA
2,"propMissAct_0.46_autoCorr_0.06","MAR","Kalman filter","sigma",1.56701565425975,"I",NA
2,"propMissAct_0.47_autoCorr_0.09","MAR","Kalman filter","sigma",0.952583767971524,"J",NA
2,"propMissAct_0.48_autoCorr_0.06","MAR","Kalman filter","sigma",1.39345715901794,"K",NA
2,"propMissAct_0.57_autoCorr_0.17","MAR","Kalman filter","sigma",1.36354758126697,"L",NA
2,"propMissAct_0.57_autoCorr_0.12","MAR","Kalman filter","sigma",1.57758909617079,"M",NA
2,"propMissAct_0.69_autoCorr_0.03","MAR","Kalman filter","sigma",0.919511008060158,"N",NA
2,"propMissAct_0.68_autoCorr_0.19","MAR","Kalman filter","sigma",0.670808703436734,"O",NA
2,"propMissAct_0.77_autoCorr_0.14","MAR","Kalman filter","sigma",0.846914670693059,"P",NA
2,"y","MAR","Multiple imputations","ar1",0.707992017986138,"A",0.0400081638626919
2,"propMissAct_0.07_autoCorr_0.33","MAR","Multiple imputations","ar1",0.685845398407858,"B",0.0420603773504947
2,"propMissAct_0.11_autoCorr_0.01","MAR","Multiple imputations","ar1",0.70657300282654,"C",0.0538693908266844
2,"propMissAct_0.17_autoCorr_0","MAR","Multiple imputations","ar1",0.595491583148848,"D",0.0664097999358211
2,"propMissAct_0.2_autoCorr_0.11","MAR","Multiple imputations","ar1",0.588964011765029,"E",0.0487880691886936
2,"propMissAct_0.23_autoCorr_0.1","MAR","Multiple imputations","ar1",0.494543614262038,"F",0.0604988390263361
2,"propMissAct_0.29_autoCorr_0.17","MAR","Multiple imputations","ar1",0.47493393590688,"G",0.0711502326617119
2,"propMissAct_0.36_autoCorr_0.04","MAR","Multiple imputations","ar1",0.524127793848702,"H",0.0566346668127708
2,"propMissAct_0.46_autoCorr_0.06","MAR","Multiple imputations","ar1",0.239424210498667,"I",0.0738486520414329
2,"propMissAct_0.47_autoCorr_0.09","MAR","Multiple imputations","ar1",0.347437282672057,"J",0.061333210549123
2,"propMissAct_0.48_autoCorr_0.06","MAR","Multiple imputations","ar1",0.394146545276886,"K",0.0621356926745202
2,"propMissAct_0.57_autoCorr_0.17","MAR","Multiple imputations","ar1",0.373613706012173,"L",0.0866201963512688
2,"propMissAct_0.57_autoCorr_0.12","MAR","Multiple imputations","ar1",0.276675914811782,"M",0.106605515464111
2,"propMissAct_0.69_autoCorr_0.03","MAR","Multiple imputations","ar1",0.15950522789098,"N",0.0893465945653639
2,"propMissAct_0.68_autoCorr_0.19","MAR","Multiple imputations","ar1",0.312444238330338,"O",0.0725522365747974
2,"propMissAct_0.77_autoCorr_0.14","MAR","Multiple imputations","ar1",0.153661457279371,"P",0.0762710355935688
2,"y","MAR","Multiple imputations","intercept",2.09205719195204,"A",0.403941223437376
2,"propMissAct_0.07_autoCorr_0.33","MAR","Multiple imputations","intercept",2.00117444910518,"B",0.397803346108674
2,"propMissAct_0.11_autoCorr_0.01","MAR","Multiple imputations","intercept",2.38415856531965,"C",0.500005420831532
2,"propMissAct_0.17_autoCorr_0","MAR","Multiple imputations","intercept",1.65933141116289,"D",0.488814483469406
2,"propMissAct_0.2_autoCorr_0.11","MAR","Multiple imputations","intercept",1.56342283271995,"E",0.544989310355626
2,"propMissAct_0.23_autoCorr_0.1","MAR","Multiple imputations","intercept",1.52535626410338,"F",0.485722596001227
2,"propMissAct_0.29_autoCorr_0.17","MAR","Multiple imputations","intercept",1.28988540350255,"G",0.735913255689829
2,"propMissAct_0.36_autoCorr_0.04","MAR","Multiple imputations","intercept",1.06601477212797,"H",0.469560455278258
2,"propMissAct_0.46_autoCorr_0.06","MAR","Multiple imputations","intercept",1.0049076310046,"I",0.400790783162241
2,"propMissAct_0.47_autoCorr_0.09","MAR","Multiple imputations","intercept",1.13021780858355,"J",0.455416999065061
2,"propMissAct_0.48_autoCorr_0.06","MAR","Multiple imputations","intercept",0.976175793959032,"K",0.838151192966086
2,"propMissAct_0.57_autoCorr_0.17","MAR","Multiple imputations","intercept",1.64435335047568,"L",0.522470217852923
2,"propMissAct_0.57_autoCorr_0.12","MAR","Multiple imputations","intercept",1.40197152331347,"M",0.515940023382225
2,"propMissAct_0.69_autoCorr_0.03","MAR","Multiple imputations","intercept",1.15898409050183,"N",1.47182703776105
2,"propMissAct_0.68_autoCorr_0.19","MAR","Multiple imputations","intercept",0.884184283073361,"O",0.494950564918754
2,"propMissAct_0.77_autoCorr_0.14","MAR","Multiple imputations","intercept",-1.38832635105331,"P",0.381852045822575
2,"y","MAR","Multiple imputations","light",0.0152108144085668,"A",0.00153383406938242
2,"propMissAct_0.07_autoCorr_0.33","MAR","Multiple imputations","light",0.0155045350066728,"B",0.00148997155337813
2,"propMissAct_0.11_autoCorr_0.01","MAR","Multiple imputations","light",0.013744492225843,"C",0.00211455322026154
2,"propMissAct_0.17_autoCorr_0","MAR","Multiple imputations","light",0.0151005281505406,"D",0.00183063751659418
2,"propMissAct_0.2_autoCorr_0.11","MAR","Multiple imputations","light",0.0176030494769013,"E",0.00191012981982605
2,"propMissAct_0.23_autoCorr_0.1","MAR","Multiple imputations","light",0.0178629541822092,"F",0.00197887045550869
2,"propMissAct_0.29_autoCorr_0.17","MAR","Multiple imputations","light",0.0176326063719738,"G",0.00166832394779185
2,"propMissAct_0.36_autoCorr_0.04","MAR","Multiple imputations","light",0.018001817648411,"H",0.0016694338056544
2,"propMissAct_0.46_autoCorr_0.06","MAR","Multiple imputations","light",0.020518707448739,"I",0.00148777118071495
2,"propMissAct_0.47_autoCorr_0.09","MAR","Multiple imputations","light",0.0198402771932035,"J",0.00177893491903179
2,"propMissAct_0.48_autoCorr_0.06","MAR","Multiple imputations","light",0.0187012292286844,"K",0.00148914344971332
2,"propMissAct_0.57_autoCorr_0.17","MAR","Multiple imputations","light",0.0192784136267454,"L",0.00197544002403535
2,"propMissAct_0.57_autoCorr_0.12","MAR","Multiple imputations","light",0.0196238795118089,"M",0.00181205296547908
2,"propMissAct_0.69_autoCorr_0.03","MAR","Multiple imputations","light",0.0197445339686895,"N",0.00144881360468781
2,"propMissAct_0.68_autoCorr_0.19","MAR","Multiple imputations","light",0.0191847133364575,"O",0.00187602843011308
2,"propMissAct_0.77_autoCorr_0.14","MAR","Multiple imputations","light",0.0261306640023448,"P",0.00185371100378111
2,"y","MAR","Multiple imputations","discharge",-1.64652991941864,"A",0.528942262755105
2,"propMissAct_0.07_autoCorr_0.33","MAR","Multiple imputations","discharge",-1.4389056333276,"B",0.572338602739953
2,"propMissAct_0.11_autoCorr_0.01","MAR","Multiple imputations","discharge",-1.78064546178275,"C",0.545101429101138
2,"propMissAct_0.17_autoCorr_0","MAR","Multiple imputations","discharge",-0.157088775219024,"D",0.900728100394686
2,"propMissAct_0.2_autoCorr_0.11","MAR","Multiple imputations","discharge",-1.21974413751151,"E",0.996005942333385
2,"propMissAct_0.23_autoCorr_0.1","MAR","Multiple imputations","discharge",-1.24832138817904,"F",0.756003260823037
2,"propMissAct_0.29_autoCorr_0.17","MAR","Multiple imputations","discharge",-0.414339514460405,"G",1.97793992829046
2,"propMissAct_0.36_autoCorr_0.04","MAR","Multiple imputations","discharge",0.319397890711674,"H",0.810873035790887
2,"propMissAct_0.46_autoCorr_0.06","MAR","Multiple imputations","discharge",-1.24784298472753,"I",0.88616465342175
2,"propMissAct_0.47_autoCorr_0.09","MAR","Multiple imputations","discharge",-0.873724268638899,"J",0.707927199319514
2,"propMissAct_0.48_autoCorr_0.06","MAR","Multiple imputations","discharge",0.181249192695203,"K",2.48105571262792
2,"propMissAct_0.57_autoCorr_0.17","MAR","Multiple imputations","discharge",-1.98875748442314,"L",1.27225832013608
2,"propMissAct_0.57_autoCorr_0.12","MAR","Multiple imputations","discharge",-1.90834612863622,"M",1.17049511533106
2,"propMissAct_0.69_autoCorr_0.03","MAR","Multiple imputations","discharge",-0.672637643526499,"N",5.07750669709989
2,"propMissAct_0.68_autoCorr_0.19","MAR","Multiple imputations","discharge",0.267292647207438,"O",0.941493674441242
2,"propMissAct_0.77_autoCorr_0.14","MAR","Multiple imputations","discharge",3.49039742740695,"P",1.07023906971684
2,"y","MAR","Multiple imputations","sigma",1.45782578619587,"A",NA
2,"propMissAct_0.07_autoCorr_0.33","MAR","Multiple imputations","sigma",1.5565960550379,"B",NA
2,"propMissAct_0.11_autoCorr_0.01","MAR","Multiple imputations","sigma",1.50276681538311,"C",NA
2,"propMissAct_0.17_autoCorr_0","MAR","Multiple imputations","sigma",1.68377890762117,"D",NA
2,"propMissAct_0.2_autoCorr_0.11","MAR","Multiple imputations","sigma",1.85638624408981,"E",NA
2,"propMissAct_0.23_autoCorr_0.1","MAR","Multiple imputations","sigma",1.93926558870381,"F",NA
2,"propMissAct_0.29_autoCorr_0.17","MAR","Multiple imputations","sigma",2.15017346228071,"G",NA
2,"propMissAct_0.36_autoCorr_0.04","MAR","Multiple imputations","sigma",1.92278450100177,"H",NA
2,"propMissAct_0.46_autoCorr_0.06","MAR","Multiple imputations","sigma",2.33748055083576,"I",NA
2,"propMissAct_0.47_autoCorr_0.09","MAR","Multiple imputations","sigma",2.31742233071999,"J",NA
2,"propMissAct_0.48_autoCorr_0.06","MAR","Multiple imputations","sigma",2.389968407107,"K",NA
2,"propMissAct_0.57_autoCorr_0.17","MAR","Multiple imputations","sigma",2.74083980830798,"L",NA
2,"propMissAct_0.57_autoCorr_0.12","MAR","Multiple imputations","sigma",2.67778996370267,"M",NA
2,"propMissAct_0.69_autoCorr_0.03","MAR","Multiple imputations","sigma",2.63810494040044,"N",NA
2,"propMissAct_0.68_autoCorr_0.19","MAR","Multiple imputations","sigma",2.74449750502004,"O",NA
2,"propMissAct_0.77_autoCorr_0.14","MAR","Multiple imputations","sigma",1.96146740433901,"P",NA
3,"y","MAR","Data Deletion","ar1",0.713861387683767,"A",0.0388696210296307
3,"propMissAct_0.08_autoCorr_0.23","MAR","Data Deletion","ar1",0.748447742097457,"B",0.0375842822598493
3,"propMissAct_0.12_autoCorr_0.22","MAR","Data Deletion","ar1",0.709169391731696,"C",0.041097076511612
3,"propMissAct_0.17_autoCorr_0.16","MAR","Data Deletion","ar1",0.701242309730279,"D",0.0431772448404505
3,"propMissAct_0.24_autoCorr_0.22","MAR","Data Deletion","ar1",0.682381206944311,"E",0.047275243032949
3,"propMissAct_0.25_autoCorr_0.22","MAR","Data Deletion","ar1",0.65801256746315,"F",0.048712725643797
3,"propMissAct_0.32_autoCorr_0.17","MAR","Data Deletion","ar1",0.7363804775089,"G",0.0481363423860079
3,"propMissAct_0.36_autoCorr_0.18","MAR","Data Deletion","ar1",0.653458542545377,"H",0.0512211663649678
3,"propMissAct_0.38_autoCorr_0.24","MAR","Data Deletion","ar1",0.780180010994642,"I",0.0441689134755979
3,"propMissAct_0.46_autoCorr_0.21","MAR","Data Deletion","ar1",0.672591371291625,"J",0.0571043008068629
3,"propMissAct_0.53_autoCorr_0.22","MAR","Data Deletion","ar1",0.59795395692564,"K",0.0625911211002575
3,"propMissAct_0.58_autoCorr_0.09","MAR","Data Deletion","ar1",0.530073206572682,"L",0.0739969647834018
3,"propMissAct_0.58_autoCorr_0.06","MAR","Data Deletion","ar1",0.72527707349013,"M",0.0611121151185799
3,"propMissAct_0.63_autoCorr_0.18","MAR","Data Deletion","ar1",0.679993243141149,"N",0.0673658987929717
3,"propMissAct_0.72_autoCorr_0.25","MAR","Data Deletion","ar1",0.773156535803511,"O",0.0656816159114492
3,"propMissAct_0.72_autoCorr_0.27","MAR","Data Deletion","ar1",0.547451133209189,"P",0.0913291706629919
3,"y","MAR","Data Deletion","intercept",1.99425316905762,"A",0.390468961175523
3,"propMissAct_0.08_autoCorr_0.23","MAR","Data Deletion","intercept",2.32045548054705,"B",0.394216982687595
3,"propMissAct_0.12_autoCorr_0.22","MAR","Data Deletion","intercept",1.78592536102256,"C",0.41005472267323
3,"propMissAct_0.17_autoCorr_0.16","MAR","Data Deletion","intercept",1.8664539804401,"D",0.42527855734153
3,"propMissAct_0.24_autoCorr_0.22","MAR","Data Deletion","intercept",1.9767446443705,"E",0.453375339855736
3,"propMissAct_0.25_autoCorr_0.22","MAR","Data Deletion","intercept",1.98297473628886,"F",0.437186557753362
3,"propMissAct_0.32_autoCorr_0.17","MAR","Data Deletion","intercept",2.79416033630486,"G",0.471010768698673
3,"propMissAct_0.36_autoCorr_0.18","MAR","Data Deletion","intercept",1.60091337001104,"H",0.441594008991087
3,"propMissAct_0.38_autoCorr_0.24","MAR","Data Deletion","intercept",1.67400958454551,"I",0.497816044004946
3,"propMissAct_0.46_autoCorr_0.21","MAR","Data Deletion","intercept",2.48210213683518,"J",0.53078858292078
3,"propMissAct_0.53_autoCorr_0.22","MAR","Data Deletion","intercept",1.22248336443886,"K",0.521920139667591
3,"propMissAct_0.58_autoCorr_0.09","MAR","Data Deletion","intercept",1.31494908249432,"L",0.455124587954501
3,"propMissAct_0.58_autoCorr_0.06","MAR","Data Deletion","intercept",2.81528320589728,"M",0.630200751875968
3,"propMissAct_0.63_autoCorr_0.18","MAR","Data Deletion","intercept",2.50861486690769,"N",0.678020446028961
3,"propMissAct_0.72_autoCorr_0.25","MAR","Data Deletion","intercept",2.88854862882416,"O",0.615051313960339
3,"propMissAct_0.72_autoCorr_0.27","MAR","Data Deletion","intercept",1.26872862985278,"P",0.600649440177817
3,"y","MAR","Data Deletion","light",0.0157448269348997,"A",0.00140224190019806
3,"propMissAct_0.08_autoCorr_0.23","MAR","Data Deletion","light",0.015837465755381,"B",0.00139092731347235
3,"propMissAct_0.12_autoCorr_0.22","MAR","Data Deletion","light",0.0163606054887943,"C",0.00149620878679301
3,"propMissAct_0.17_autoCorr_0.16","MAR","Data Deletion","light",0.0160322128367392,"D",0.00155479178091586
3,"propMissAct_0.24_autoCorr_0.22","MAR","Data Deletion","light",0.016414680269298,"E",0.00173941959990147
3,"propMissAct_0.25_autoCorr_0.22","MAR","Data Deletion","light",0.0158083873236956,"F",0.001661397962091
3,"propMissAct_0.32_autoCorr_0.17","MAR","Data Deletion","light",0.0132437048031752,"G",0.00176583985926462
3,"propMissAct_0.36_autoCorr_0.18","MAR","Data Deletion","light",0.017594184035899,"H",0.00173893372909454
3,"propMissAct_0.38_autoCorr_0.24","MAR","Data Deletion","light",0.0142935769966976,"I",0.00181464053878187
3,"propMissAct_0.46_autoCorr_0.21","MAR","Data Deletion","light",0.0161235753854032,"J",0.0019497833824982
3,"propMissAct_0.53_autoCorr_0.22","MAR","Data Deletion","light",0.0184527675522211,"K",0.00202587171302323
3,"propMissAct_0.58_autoCorr_0.09","MAR","Data Deletion","light",0.0182173416804719,"L",0.00188066205651634
3,"propMissAct_0.58_autoCorr_0.06","MAR","Data Deletion","light",0.0125344360231062,"M",0.00248301687993521
3,"propMissAct_0.63_autoCorr_0.18","MAR","Data Deletion","light",0.0182716874565267,"N",0.00222119489824498
3,"propMissAct_0.72_autoCorr_0.25","MAR","Data Deletion","light",0.0155538119677342,"O",0.00217802550271962
3,"propMissAct_0.72_autoCorr_0.27","MAR","Data Deletion","light",0.0160409708911963,"P",0.00220375232724459
3,"y","MAR","Data Deletion","discharge",-1.65637122675135,"A",0.520105534242331
3,"propMissAct_0.08_autoCorr_0.23","MAR","Data Deletion","discharge",-2.68319356994522,"B",0.48098689786923
3,"propMissAct_0.12_autoCorr_0.22","MAR","Data Deletion","discharge",-1.33381477499354,"C",0.51910450460076
3,"propMissAct_0.17_autoCorr_0.16","MAR","Data Deletion","discharge",-1.36968499733516,"D",0.561527755898724
3,"propMissAct_0.24_autoCorr_0.22","MAR","Data Deletion","discharge",-1.92214087063164,"E",0.554687710500186
3,"propMissAct_0.25_autoCorr_0.22","MAR","Data Deletion","discharge",-1.61857075550002,"F",0.585812957038511
3,"propMissAct_0.32_autoCorr_0.17","MAR","Data Deletion","discharge",-2.82933039193623,"G",0.525073352036346
3,"propMissAct_0.36_autoCorr_0.18","MAR","Data Deletion","discharge",-1.44488499554489,"H",0.535104235535125
3,"propMissAct_0.38_autoCorr_0.24","MAR","Data Deletion","discharge",-0.124730169754862,"I",0.499022159400382
3,"propMissAct_0.46_autoCorr_0.21","MAR","Data Deletion","discharge",-3.97965245267414,"J",0.732353821270051
3,"propMissAct_0.53_autoCorr_0.22","MAR","Data Deletion","discharge",-0.83966615456748,"K",0.647139909670389
3,"propMissAct_0.58_autoCorr_0.09","MAR","Data Deletion","discharge",-1.41793258576486,"L",0.656161479914125
3,"propMissAct_0.58_autoCorr_0.06","MAR","Data Deletion","discharge",-2.51486280456327,"M",0.670974882021237
3,"propMissAct_0.63_autoCorr_0.18","MAR","Data Deletion","discharge",-4.51439186560293,"N",1.09509540811141
3,"propMissAct_0.72_autoCorr_0.25","MAR","Data Deletion","discharge",-5.33093227201946,"O",1.0480761461334
3,"propMissAct_0.72_autoCorr_0.27","MAR","Data Deletion","discharge",0.187077889747632,"P",1.1305216315481
3,"y","MAR","Data Deletion","sigma",1.41706375371516,"A",NA
3,"propMissAct_0.08_autoCorr_0.23","MAR","Data Deletion","sigma",1.30496490271729,"B",NA
3,"propMissAct_0.12_autoCorr_0.22","MAR","Data Deletion","sigma",1.42047195134707,"C",NA
3,"propMissAct_0.17_autoCorr_0.16","MAR","Data Deletion","sigma",1.52471818365882,"D",NA
3,"propMissAct_0.24_autoCorr_0.22","MAR","Data Deletion","sigma",1.58004900746194,"E",NA
3,"propMissAct_0.25_autoCorr_0.22","MAR","Data Deletion","sigma",1.61471252403548,"F",NA
3,"propMissAct_0.32_autoCorr_0.17","MAR","Data Deletion","sigma",1.38050766259607,"G",NA
3,"propMissAct_0.36_autoCorr_0.18","MAR","Data Deletion","sigma",1.60534760040331,"H",NA
3,"propMissAct_0.38_autoCorr_0.24","MAR","Data Deletion","sigma",1.17388497249224,"I",NA
3,"propMissAct_0.46_autoCorr_0.21","MAR","Data Deletion","sigma",1.4351321510188,"J",NA
3,"propMissAct_0.53_autoCorr_0.22","MAR","Data Deletion","sigma",1.64450897254175,"K",NA
3,"propMissAct_0.58_autoCorr_0.09","MAR","Data Deletion","sigma",1.51478222177858,"L",NA
3,"propMissAct_0.58_autoCorr_0.06","MAR","Data Deletion","sigma",1.54032249713323,"M",NA
3,"propMissAct_0.63_autoCorr_0.18","MAR","Data Deletion","sigma",1.59298141914532,"N",NA
3,"propMissAct_0.72_autoCorr_0.25","MAR","Data Deletion","sigma",0.766624020064407,"O",NA
3,"propMissAct_0.72_autoCorr_0.27","MAR","Data Deletion","sigma",1.50046973118532,"P",NA
3,"y","MAR","Kalman filter","ar1",0.718629331628186,"A",0.0383432032340804
3,"propMissAct_0.08_autoCorr_0.23","MAR","Kalman filter","ar1",0.754337382429694,"B",0.035994085344508
3,"propMissAct_0.12_autoCorr_0.22","MAR","Kalman filter","ar1",0.716838585866175,"C",0.0390256986208307
3,"propMissAct_0.17_autoCorr_0.16","MAR","Kalman filter","ar1",0.706184216174509,"D",0.040812688084301
3,"propMissAct_0.24_autoCorr_0.22","MAR","Kalman filter","ar1",0.693052153933799,"E",0.0447593113357315
3,"propMissAct_0.25_autoCorr_0.22","MAR","Kalman filter","ar1",0.700725841182255,"F",0.0446671200260654
3,"propMissAct_0.32_autoCorr_0.17","MAR","Kalman filter","ar1",0.999992161970467,"G",NA
3,"propMissAct_0.36_autoCorr_0.18","MAR","Kalman filter","ar1",0.697694447532018,"H",0.0459003380468655
3,"propMissAct_0.38_autoCorr_0.24","MAR","Kalman filter","ar1",0.810740945129343,"I",0.0354534904066755
3,"propMissAct_0.46_autoCorr_0.21","MAR","Kalman filter","ar1",0.766377059413514,"J",0.0465825393078642
3,"propMissAct_0.53_autoCorr_0.22","MAR","Kalman filter","ar1",0.639054663790675,"K",0.0557358539406718
3,"propMissAct_0.58_autoCorr_0.09","MAR","Kalman filter","ar1",0.772569428976039,"L",0.0524710608525251
3,"propMissAct_0.58_autoCorr_0.06","MAR","Kalman filter","ar1",0.824065985301605,"M",0.037045928912452
