missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
y,b_Intercept,1.9408491848483376,0.2811291571524212,1.3816305820878374,1.9458470179568876,2.4912152281034428,MAR,brms,10
y,b_light,0.006360138608821678,7.052940867127336e-4,0.00498075385415474,0.006351505271664697,0.007783264348294662,MAR,brms,10
y,b_Q,-0.13201472145044246,0.025311513186565295,-0.18138306771367838,-0.13238475603084054,-0.08134257237912434,MAR,brms,10
y,phi,0.7775890899590125,0.04408586668981791,0.6881026742134754,0.7789685780316091,0.8592869119572333,MAR,brms,10
y,sigma,0.6067166908452146,0.023752533104478935,0.5632516717978774,0.6055201593157429,0.654184840476122,MAR,brms,10
propMissAct_0.02_autoCorr_0.66,b_Intercept,1.9385915579074477,0.27435770391541425,1.3875294234234539,1.942157019806078,2.4696610533407712,MAR,brms,10
propMissAct_0.02_autoCorr_0.66,b_light,0.00638371725986466,7.345891911685234e-4,0.0049773316247444625,0.006376075783827803,0.00785275667159645,MAR,brms,10
propMissAct_0.02_autoCorr_0.66,b_Q,-0.13117147654736241,0.025338786652114725,-0.1801235227205508,-0.13137683126953772,-0.08059082308247159,MAR,brms,10
propMissAct_0.02_autoCorr_0.66,phi,0.777736584925202,0.04415798828801338,0.6855343381287926,0.7796979946246917,0.858950777671173,MAR,brms,10
propMissAct_0.02_autoCorr_0.66,sigma,0.6071310742271812,0.02409495353303747,0.5624197056559886,0.606361205533781,0.6570175771120487,MAR,brms,10
propMissAct_0.05_autoCorr_0.72,b_Intercept,1.883692857011337,0.2808344975919561,1.3160675900746157,1.8882300471006095,2.401294943894961,MAR,brms,10
propMissAct_0.05_autoCorr_0.72,b_light,0.006269065200046329,7.069026088483424e-4,0.004902954774272683,0.00626658557227535,0.0076841233591877,MAR,brms,10
propMissAct_0.05_autoCorr_0.72,b_Q,-0.12245460852584718,0.024775428177069837,-0.17032574145737095,-0.12295567128159585,-0.07343568828359612,MAR,brms,10
propMissAct_0.05_autoCorr_0.72,phi,0.7949765184250097,0.042497561930185015,0.7072217555009551,0.7957167155904197,0.8745121762246908,MAR,brms,10
propMissAct_0.05_autoCorr_0.72,sigma,0.5931508701202602,0.023078354942021827,0.5508619554263847,0.5925570822724857,0.6398699345958077,MAR,brms,10
propMissAct_0.35_autoCorr_0.94,b_Intercept,1.9972648686422727,0.2787786064890923,1.4539949454252903,2.000118619611614,2.531737027694764,MAR,brms,10
propMissAct_0.35_autoCorr_0.94,b_light,0.007818575509434279,9.807497466161649e-4,0.005909322574194775,0.007817386076771606,0.009773943188406083,MAR,brms,10
propMissAct_0.35_autoCorr_0.94,b_Q,-0.15669364776896944,0.024090933301956163,-0.20072507669783846,-0.15825570295776092,-0.10687437236079962,MAR,brms,10
propMissAct_0.35_autoCorr_0.94,phi,0.6229875258898973,0.07963146746867868,0.46398497890306206,0.624997009941981,0.771519812139364,MAR,brms,10
propMissAct_0.35_autoCorr_0.94,sigma,0.6412333437904562,0.03060946240705831,0.5850584311265957,0.6396030870755103,0.7039314905188373,MAR,brms,10
propMissAct_0.12_autoCorr_0.86,b_Intercept,1.9683076447749102,0.28108848406137915,1.4144973356669244,1.969349238378976,2.52056348122638,MAR,brms,10
propMissAct_0.12_autoCorr_0.86,b_light,0.006489077458136743,7.217383564955958e-4,0.005077629002600381,0.006484734534515374,0.00790505810475875,MAR,brms,10
propMissAct_0.12_autoCorr_0.86,b_Q,-0.13546676863574653,0.02600702052880635,-0.1860654235638854,-0.13589085697426026,-0.08401590621934475,MAR,brms,10
propMissAct_0.12_autoCorr_0.86,phi,0.7733148106015687,0.04479621072112505,0.6797079372092638,0.7747693344311444,0.8573837336495649,MAR,brms,10
propMissAct_0.12_autoCorr_0.86,sigma,0.6122125055940474,0.024618174886555034,0.5664765465191478,0.6113632863944811,0.6626886366664517,MAR,brms,10
propMissAct_0.14_autoCorr_0.89,b_Intercept,1.9678845863982775,0.2889704688606406,1.3990283033428141,1.9705831879034355,2.5250686957581063,MAR,brms,10
propMissAct_0.14_autoCorr_0.89,b_light,0.006496674221394591,7.496192409554378e-4,0.005060946901862735,0.006483036314121688,0.007994272256345506,MAR,brms,10
propMissAct_0.14_autoCorr_0.89,b_Q,-0.13409536870669012,0.025989870772139094,-0.18508261300913548,-0.13435106869784136,-0.08269183336048967,MAR,brms,10
propMissAct_0.14_autoCorr_0.89,phi,0.7612288108076676,0.04832186285567466,0.6615714427693853,0.7624938578893523,0.8519120758330845,MAR,brms,10
propMissAct_0.14_autoCorr_0.89,sigma,0.6324028536472522,0.026109115184374934,0.5841196061835108,0.6317630876294293,0.6865609771396267,MAR,brms,10
propMissAct_0.27_autoCorr_0.87,b_Intercept,1.9962578656968892,0.33564680575130373,1.3188797085167427,2.0027699929904896,2.634664537096738,MAR,brms,10
propMissAct_0.27_autoCorr_0.87,b_light,0.004996005386632134,7.72211132751427e-4,0.0035479117315584826,0.004982632189860524,0.0065608821421582805,MAR,brms,10
propMissAct_0.27_autoCorr_0.87,b_Q,-0.11960303985046052,0.027436591326676092,-0.17405115228490986,-0.1198713530661133,-0.06538317971160039,MAR,brms,10
propMissAct_0.27_autoCorr_0.87,phi,0.8284625022581739,0.04164958507227177,0.7422132595445544,0.8296800236740806,0.9043845289616814,MAR,brms,10
propMissAct_0.27_autoCorr_0.87,sigma,0.6052388403988607,0.027511075388215275,0.5546612118419267,0.6040750177215766,0.662703033289047,MAR,brms,10
propMissAct_0.3_autoCorr_0.89,b_Intercept,2.3472838781045566,0.2937347265999987,1.7783407313412776,2.3371046878042923,2.9447255229635125,MAR,brms,10
propMissAct_0.3_autoCorr_0.89,b_light,0.009241983225929132,9.033806882087603e-4,0.0074274553304532675,0.009251999404473374,0.010964032136838818,MAR,brms,10
propMissAct_0.3_autoCorr_0.89,b_Q,-0.22792048155721895,0.029597528467187207,-0.28598079352905187,-0.22805463305732743,-0.16902470889645368,MAR,brms,10
propMissAct_0.3_autoCorr_0.89,phi,0.5111117407653321,0.07915776582724948,0.353341353827543,0.510406886747441,0.6635915618984383,MAR,brms,10
propMissAct_0.3_autoCorr_0.89,sigma,0.6294954952623782,0.030562957384189873,0.5729014067838962,0.6283858524267526,0.6928592854473004,MAR,brms,10
propMissAct_0.29_autoCorr_0.86,b_Intercept,1.5059801668519859,0.2530988982703746,1.028569489951915,1.4998853362744178,2.0110572630314563,MAR,brms,10
propMissAct_0.29_autoCorr_0.86,b_light,0.009684957270590386,9.521476147611181e-4,0.0077441367890354156,0.00970779817418051,0.011460730213173356,MAR,brms,10
propMissAct_0.29_autoCorr_0.86,b_Q,-0.14526753840294865,0.02175640409732399,-0.18596104635334626,-0.14624202083557075,-0.10076761050254626,MAR,brms,10
propMissAct_0.29_autoCorr_0.86,phi,0.5924166853290266,0.07748224194037352,0.43649756474579254,0.5939544305753686,0.738360593830056,MAR,brms,10
propMissAct_0.29_autoCorr_0.86,sigma,0.6012791247282446,0.028183242491919867,0.5481714018193488,0.6004995445124339,0.6582121071573456,MAR,brms,10
propMissAct_0.46_autoCorr_0.88,b_Intercept,1.7870861005922847,0.3555301469757901,1.0805253728847268,1.7846422116185927,2.483619574735956,MAR,brms,10
propMissAct_0.46_autoCorr_0.88,b_light,0.007930337878164053,0.0011088096529237774,0.005814164664521294,0.00790655580343634,0.010126273909227317,MAR,brms,10
propMissAct_0.46_autoCorr_0.88,b_Q,-0.13626553258285082,0.032049070946700675,-0.19677649330859537,-0.1370539448845719,-0.07020696380843897,MAR,brms,10
propMissAct_0.46_autoCorr_0.88,phi,0.7402695688841674,0.06599233791075801,0.6045512784674513,0.7436052043775011,0.8611026921375029,MAR,brms,10
propMissAct_0.46_autoCorr_0.88,sigma,0.6530677901519217,0.03312480658233046,0.5938033983222822,0.6516017843776973,0.7220393901260531,MAR,brms,10
propMissAct_0.58_autoCorr_0.91,b_Intercept,1.740341476610371,0.3160540542990507,1.1409027127458542,1.7300303044951575,2.39698064125105,MAR,brms,10
propMissAct_0.58_autoCorr_0.91,b_light,0.011145061536783983,0.0010660122829326346,0.008756823515370292,0.011242465223169122,0.012960529908166905,MAR,brms,10
propMissAct_0.58_autoCorr_0.91,b_Q,-0.19413135970534212,0.03269707405644804,-0.2561690494673409,-0.1950134902732495,-0.12513424084385633,MAR,brms,10
propMissAct_0.58_autoCorr_0.91,phi,0.38144938137852596,0.12745681741960888,0.14517501812152947,0.3770447125180452,0.6417313090721706,MAR,brms,10
propMissAct_0.58_autoCorr_0.91,sigma,0.6085870049743144,0.03836563722982455,0.5397844186151839,0.6062564530553285,0.6897184888766144,MAR,brms,10
propMissAct_0.52_autoCorr_0.9,b_Intercept,1.7485976948222541,0.29282511703458736,1.1899603164122077,1.7442494297914422,2.3332894987958115,MAR,brms,10
propMissAct_0.52_autoCorr_0.9,b_light,0.008253564562277011,0.0012502733310267987,0.005785778604026029,0.008260355946010432,0.010658872205246086,MAR,brms,10
propMissAct_0.52_autoCorr_0.9,b_Q,-0.15230098420163654,0.02672950285841375,-0.2023235023952608,-0.15321329182262566,-0.09843453227162996,MAR,brms,10
propMissAct_0.52_autoCorr_0.9,phi,0.6479190168450906,0.08873375476405693,0.4645111517755089,0.651866813566087,0.8105737301245167,MAR,brms,10
propMissAct_0.52_autoCorr_0.9,sigma,0.6219202525198578,0.03480755548786985,0.5584262104923787,0.6207796254908655,0.6939466798775653,MAR,brms,10
propMissAct_0.58_autoCorr_0.9,b_Intercept,2.089836386118042,0.38316215836287826,1.3759305591495312,2.0820267844794604,2.8532247992804476,MAR,brms,10
propMissAct_0.58_autoCorr_0.9,b_light,0.009392790203858805,0.0013035088026632127,0.006697131811373943,0.00943704108441409,0.011778203472987074,MAR,brms,10
propMissAct_0.58_autoCorr_0.9,b_Q,-0.21075149626254547,0.03874275680623864,-0.2852985805593525,-0.2111066934687304,-0.13088824689603273,MAR,brms,10
