County,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Douglas,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Dunn,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Eau Claire,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Florence,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Fond Du Lac,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Forest,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Grant,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Green,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Green Lake,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Iowa,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Iron,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Jackson,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Jefferson,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Juneau,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Kenosha,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Kewaunee,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
La Crosse,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Lafayette,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Langlade,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Lincoln,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Manitowoc,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Marathon,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Marinette,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Marquette,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Milwaukee,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Monroe,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Oconto,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Oneida,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Outagamie,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Ozaukee,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Pepin,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Pierce,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Polk,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Portage,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Price,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Racine,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Richland,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Rock,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Rusk,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
St. Croix,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Sauk,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Sawyer,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Shawano,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Sheboygan,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Taylor,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Trempealeau,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Vernon,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Vilas,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Walworth,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Washburn,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Washington,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Waukesha,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Waupaca,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
Waushara,0.0345,-0.10925,2.75725,-0.22325,-0.61675,-0.1905,1.33425,0.896,-1.1855,0.46475,0.34875,1.73275,0.82375,0.32875,1.07125,-0.496,-0.40775,2.60775,-1.0575,-1.16875,-0.57325,-0.07925,1.027,0.24275,0.71,-0.48875,0.666,-1.25875,-0.6685,1.28525,-1.55375,-0.73725,-0.02425,-0.18775,0.542,2.1015
