County,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Portage,32.92538402,259.1355991,92.58709677,166.6186318,70.20206914,316.0827709,75.06541219,153.1092294,107.1958227,79.46630184,210.21803,108.2360957,190.8163402,91.97868664,56.36900161,224.3826474,336.25134,89.92467358,126.1987327,101.3278643,296.2422235,41.18177803,77.32862903,104.3456221,112.8986175,51.55961982,66.94210829,261.8498331,190.7417915,91.72753456,200.3428859,49.36540601,164.8758641,311.3677995,81.78254608,65.70369855
Price,55.21866359,371.8773618,192.040463,274.1912442,193.5306375,600.4740015,100.8202045,189.0023081,315.7748763,223.2248464,120.0452869,179.4534205,227.0615783,196.0138249,86.02866743,520.086485,513.7379032,129.1006624,221.545492,161.7340742,298.3536866,147.9300215,83.57949309,261.4380401,262.1026498,232.3820455,111.518125,357.9837536,208.6130664,230.7960349,249.0922619,179.3541435,201.8374616,467.4547811,197.0738095,171.4639881
Racine,43.25023041,195.7892281,30.82822581,42.5887931,203.1634217,50.24118664,7.217021889,66.02658708,34.25238949,31.47699693,52.85972419,13.68033927,46.0801883,141.6002304,43.8953533,30.27598621,43.1015745,39.40793011,71.94489247,40.01742677,142.0824213,16.3452381,17.66517857,62.67083797,58.36549539,31.91897081,83.51996928,129.1616611,124.6454493,71.68980415,117.1293203,16.10083426,51.7265361,154.3350998,61.96284562,24.56128105
Richland,25.32196621,160.1107143,35.78093318,102.9279199,82.2500576,253.8409562,21.57089094,81.0461624,35.34389401,17.50899504,0,15.91101224,92.23876728,153.1978687,31.11290323,0,73.23032258,52.6737013,71.70964286,28.2416574,163.5995879,23.11607143,29.99337558,42.07542615,51.62067972,41.90697005,76.70967742,179.721079,120.250288,118.5486751,139.5625,35.30441231,95.25610798,160.7390553,44.79349078,NA
Rock,22.82000768,107.7488191,23.00411866,114.9036856,127.0804724,106.3804724,9.294546851,73.9601409,21.00009601,31.66647465,49.36578341,15.05408788,35.57214862,94.49654378,36.73099078,26.63459399,36.2139881,15.81907642,42.05337942,31.76084538,117.609015,21.33179724,15.13066436,23.08935855,51.23991935,31.93577189,90.15898618,117.4069105,94.67077093,110.9927275,92.11307604,23.67951891,78.54004416,152.7246304,92.0828293,26.96380237
Rusk,47.13566308,364.6567972,191.5827189,253.7492492,150.2052995,391.7336118,84.75273618,151.85901,235.5902938,90.19153226,128.4331797,203.5846774,215.7842262,190.3486463,158.5569796,259.7086578,316.4622216,74.73881528,97.843702,129.2837875,198.2394393,85.33890169,48.04133065,35.25266234,179.0524425,36.25576923,55.74179147,241.2461531,133.5063844,125.3358295,297.1057988,71.60414349,148.162596,452.8766369,120.8459389,80.15050056
Sauk,18.24771505,151.7982863,48.88329493,124.8633204,92.54320276,269.6883737,26.32085253,101.6942436,37.26238479,27.71553379,140.7075653,22.61874305,121.6289363,140.8040995,44.39141705,78.27289581,87.57954109,65.12043971,78.72729455,32.52827215,132.1032066,20.04497888,25.24625576,67.9074898,60.91052227,49.29147465,93.97846102,242.7467186,113.1681548,185.2318315,173.7866726,25.7031149,111.4063268,145.8896697,36.21954205,57.03832499
Sawyer,79.88384537,382.0388249,237.015457,299.9862903,130.2518145,407.3479263,74.06168395,220.4646366,338.7920507,111.640793,128.8365015,355.6276418,221.6301843,195.6276402,152.6908122,491.6610122,609.1015265,99.34907834,184.8387577,133.3083982,399.2282066,185.749328,77.984351,267.0432425,114.9735983,140.7437596,61.90495392,283.5280868,244.7739295,241.8164843,280.4894873,216.7601025,183.0459389,522.4419163,177.7571045,179.3325918
Shawano,94.13314132,319.4203629,87.47419503,199.8837319,83.84351852,416.1031682,73.17482719,157.230673,123.0174366,107.5907258,164.9288594,51.94479978,118.2276498,130.2235023,27.40754608,195.2691938,195.8908708,135.3958813,83.95233295,99.24432497,149.3928571,46.640625,53.65236175,168.2030033,115.4046179,114.8191244,78.04277074,276.6921116,207.9442684,139.328389,224.4132712,36.95689655,163.1379608,356.9090102,104.7735695,98.94730256
Sheboygan,67.77722734,273.3060484,63.83652074,101.801307,146.0134217,230.4332085,37.92309908,74.96259733,87.21298963,43.39717742,67.5796371,26.96790052,58.71373626,148.2255482,39.8031401,59.32410714,70.73011364,63.94952206,26.73195084,81.96330182,143.2302221,29.35503072,17.23795123,124.576497,64.99159946,63.38296851,74.38008833,182.9834075,163.4835829,125.3818164,158.3111799,17.28978495,116.9443116,148.1077909,39.66438241,47.919202
St. Croix,40.19715822,308.1871544,119.9403802,338.9303671,111.5639401,352.6188364,15.59158986,140.1882647,142.7934908,42.38824885,82.20768115,110.0784205,171.5406106,138.0921659,50.77332949,205.1098443,325.8418779,80.19095622,127.8703818,82.39766407,398.266129,33.91676267,46.10771889,159.6429366,71.80414747,112.7605474,65.10887097,113.5474138,109.3676555,165.4833429,282.4635657,25.85581201,227.6631624,383.5950461,65.37956029,91.23271227
Taylor,67.57726575,455.2174539,192.7459101,278.227475,114.8706221,490.5611463,101.6969086,185.7779477,195.3568068,155.3413498,186.4475806,198.5422692,254.1392569,214.0515553,94.91690668,479.7391546,517.3172523,124.6321045,261.437884,182.5488969,289.8411098,86.49663978,70.77078533,251.836485,131.7329589,150.3047235,87.45708525,383.8445958,208.2299827,190.5147849,440.5495872,84.50917686,201.1896601,555.5794931,162.90697,104.7605673
Trempealeau,27.65485151,258.043126,103.8142089,165.3790044,90.49725422,313.3102727,57.87564804,115.96948,82.13071237,40.23771121,211.4162346,91.49633852,172.859063,110.0353783,57.50360023,179.1358454,212.4502208,68.41057028,94.86611943,67.77804042,173.9042819,26.35867896,22.38258449,73.01951242,68.21673387,44.29497888,89.77284946,184.6684279,131.6903802,132.4647657,193.2018049,28.557703,101.6599942,199.4009217,NA,NA
Vernon,27.08179083,203.583341,82.01229839,108.830571,113.2745872,280.7080453,46.98533506,123.0814562,63.66829877,22.79034658,184.6615783,44.6808908,122.0178091,126.4677995,33.60147849,131.8915647,146.5639161,59.40079685,102.6742333,36.21913568,223.1630664,22.58057247,34.76500713,62.3994041,66.35581797,54.86367127,99.05532011,233.7019598,136.890937,155.8636713,190.9001035,26.75337015,109.0425787,176.2939674,57.20209979,81.67858136
Vilas,257.0452688,393.4124942,281.1083305,316.2282341,242.1042358,539.6616455,129.06202,215.2572812,361.7212462,287.1608103,116.5663882,282.6655914,250.7191964,296.2625528,166.3930828,485.5629588,533.1644201,184.9066484,184.142982,127.9156053,379.2872168,198.9752064,166.6435196,355.9224879,329.9583333,352.3762769,153.3131816,314.9506952,276.8364535,234.6063844,274.0935772,228.1279477,285.7635945,550.7543971,357.5746077,197.4720308
