County,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Langlade,11108.25902,8715.946682,8552.33145,12606.08515,11628.6203,11610.41195,16848.19343,14992.06864,18981.21641,14257.82466,9099.636233,11747.63285,13684.73895,17325.32009,22347.90869,13046.21435,12398.16435,18622.90428,18214.16109,19825.75827,16071.6333,16002.65869,16606.43221,13656.87671,13992.35775,17223.66005,16880.89671,10720.03158,10410.7063,13788.35085,15424.47747,13490.21413,11700.32398,12188.09,12501.08451,17729
Lincoln,15861.04345,12048.19892,11720.46793,18027.64144,15656.78726,14491.7718,20271.37594,19371.59489,23302.51202,19877.89632,16064.51552,13488.83103,15459.13151,19914.7644,26626.65124,16171.84865,17358.73329,23065.33209,23320.60932,25761.05094,17219.18462,18700.9881,18040.43949,17428.5463,18779.67707,23911.40589,24842.06675,13465.83231,14031.87337,17915.12742,17683.37968,16749.61337,19048.25377,16108.99,15277.59857,22237
Manitowoc,2773.206094,3085.350652,3444.00325,3431.201533,3061.321975,3631.78735,3105.721547,3260.358765,3680.124537,3371.637691,3705.448364,3726.14594,4853.209447,4428.967794,5969.133138,5271.870335,4125.506262,5153.39561,5383.136748,4001.491708,5570.227243,6197.106853,5842.216943,6805.262782,5714.561576,8835.103868,8077.207221,7058.771842,7385.305879,7998.68747,9557.442005,12200.91758,12169.04654,12565.54,13767.09989,12557
Marathon,23933.7267,20944.50251,24000.87198,24629.53698,23551.43855,24976.04049,24790.56728,27019.73847,30152.84944,26643.24199,21294.29119,23664.61439,28790.40318,28230.84903,39236.31201,28685.83378,25222.18561,34946.65681,32692.21711,31738.65801,28940.34583,28725.51168,34735.37348,34640.58647,36971.51393,33033.44512,32990.06082,24043.08267,27525.56107,36151.76009,36764.12028,39977.01836,38758.55121,31667.56,36293.50251,40822
Marinette,31691.91612,25629.50041,25851.59397,41466.5387,38001.96413,31779.10078,35695.38505,37273.0961,42166.47599,40516.11922,26260.96649,24357.32994,36044.2991,44020.84453,46972.72213,30272.29781,27267.21548,37930.8025,38577.88182,39672.20548,38538.16457,33398.76481,32232.78682,35298.77073,31641.45888,33125.17353,31700.99228,27210.77932,27097.3794,36315.87247,38476.04473,38477.87792,36528.23761,34830.39,32053.35234,41581
Marquette,12115.43635,2723.864268,14193.567,10898.17977,11488.82735,9714.975249,11782.15039,10508.88796,12043.78824,11656.17086,9450.5738,11428.07957,14886.85004,12711.27512,15377.08387,13448.81972,12329.55519,13064.41601,16875.50183,17454.80154,13793.59351,15114.55153,20297.10058,18905.76399,18173.76123,18198.07984,16087.80029,14190.69555,13467.67397,15041.14622,18408.48181,18552.98259,16306.65227,19787.68,22269.02823,22436
Milwaukee,418.3455952,400.7082044,539.313026,568.0839558,434.0351695,273.354272,305.7861348,435.5135859,532.8091742,657.9035021,620.838516,328.951751,403.0817231,463.3123254,463.3123254,602.306023,463.3123254,463.3123254,463.3123254,555.9747905,694.9684881,694.9684121,1065.618233,926.6245507,824.6958501,984.0752715,925.2346126,885.389757,889.5595675,923.3813636,1136.041698,1297.274369,1413.102438,596.92,964.5747475,662
Monroe,15602.06651,17204.9853,15853.1007,20703.776,18051.42135,12755.45213,11106.20167,11194.09237,14906.58388,13307.8602,10433.74594,13691.81323,14454.64738,15487.07925,19050.89771,18358.5753,14366.94095,17688.26635,23082.53323,21158.87273,17018.58062,16616.18907,22335.19953,19060.03232,17545.58395,24533.06441,22453.60285,19704.99155,17185.71718,20023.70476,22147.22342,26898.83337,23038.24248,25539.04,25139.28163,25159
Oconto,15399.98335,13158.3672,13204.39352,18627.19163,18042.71449,18209.99649,21098.6092,21353.00337,22944.14167,19053.53419,14390.90328,15235.08538,19660.63863,21936.13571,24733.55816,20629.01259,16407.27068,21163.11113,24713.10283,25794.51424,24181.64095,20963.99293,24977.02122,24742.66547,20768.50378,20852.83217,20886.58304,19104.67916,20916.10073,26714.66287,30490.2775,32842.99653,27882.37498,24591.27,24828.46931,31499
Oneida,19946.91865,16599.03179,18021.58077,26121.00157,25888.62721,26043.76567,35186.05622,33171.49828,36699.95359,31589.66454,21385.58208,19408.51402,24301.56306,31877.17072,41247.37143,31476.03207,29826.9925,41849.83865,40038.09237,37906.31417,29129.88036,26600.73257,25313.36889,22810.16161,24751.76088,29354.2789,28885.55775,18813.63948,17429.93983,24367.83866,21927.23246,22216.53469,19663.77302,18525.39,19399.56487,22442
Outagamie,5901.812949,5827.621388,5479.808532,5592.518312,5382.719791,6448.147835,6705.269241,7050.97886,6856.712913,6825.489058,5302.358064,6210.109345,7404.058217,7393.21143,8277.818106,6603.65963,5356.97502,7864.107009,7582.699506,11348.34853,8180.025145,9159.419039,10499.43456,9053.892849,7861.50059,7704.829928,7740.281855,7066.467094,7613.41485,10678.95057,12837.22584,14683.05333,12778.81526,14451.32,17646.04767,16403
Ozaukee,913.0456604,1019.925295,1435.617833,1352.194908,1039.22715,965.5444098,862.9729793,1016.740868,1289.350964,1229.206234,1177.524562,1043.066917,1298.290848,1432.441794,1528.257387,1438.907086,1313.423066,1206.005906,1689.383127,1092.730459,1250.188443,1250.188933,1849.838371,1670.488684,1432.326513,1774.03756,1705.967093,1563.694317,1548.296791,1684.868408,2035.852204,2345.110347,2485.643154,3390.91,3990.429497,4034
Pepin,2480.201432,2972.014449,2523.653134,4194.684704,3144.466924,2540.233113,2600.665682,3163.140446,3503.901575,3348.467367,2695.667321,3598.256072,3762.525279,3754.596279,3052.804165,4015.819841,3328.321296,3562.252001,4304.336258,4427.801253,3506.372004,3479.079039,5376.523151,4895.66253,4556.680318,4601.625052,5321.421896,4564.808908,5494.47886,6394.123424,6898.455332,7796.414371,5952.77377,6023.22,7266.958709,8449
Pierce,4773.760309,5400.167063,4653.706186,7481.156466,5466.718547,4701.059481,4084.547853,5180.96743,5663.016594,6097.830435,4657.713837,4586.684815,6252.803369,6301.484663,6589.030501,5699.349138,5074.598896,6541.984329,6199.100571,6176.319693,5480.635428,4970.098438,6559.575135,7166.901695,6187.750228,7343.710998,7802.910438,7121.172326,6946.113943,8531.09846,8472.078971,10425.79795,8920.610337,10419.13,10847.18056,13836
Polk,16387.80228,14048.32256,12962.93682,15817.88033,16962.71402,18726.68542,19436.79071,20085.11034,19883.28127,20616.65214,16798.3467,15675.62474,19248.02637,19824.44478,23472.01963,18003.34822,19485.31043,21008.65308,21726.41637,18813.05203,17428.40402,14717.99588,18990.25092,18058.18147,22059.85483,21736.0692,22469.21842,16267.06899,20456.85051,21993.63148,20361.09458,26297.54472,18627.64066,22938.36,21452.37551,27948
Portage,14967.47858,14161.34839,13700.03112,15687.59167,13791.25472,15265.69667,15507.8562,15071.30987,15757.23319,15239.82691,13723.00003,14460.10779,16819.0079,16338.98602,21286.64869,18107.9728,18077.86917,20410.27003,20862.39484,19053.20573,16054.92006,15336.48866,20453.12008,19985.99722,19858.12592,21554.87706,19866.43996,14574.52847,16387.61075,20570.07757,20489.23891,22834.84067,20022.11366,17682.12,19054.97678,21111
Price,18004.57857,14772.53331,13470.24771,18948.87137,18283.28295,22429.07131,29081.68891,29138.70442,33947.05493,31392.56175,24626.93624,16665.54322,18609.93786,26787.39944,36562.21674,23086.96795,22038.14315,26464.28341,29724.44769,34580.98154,26032.75571,24537.87373,31936.33018,27214.45967,29877.68522,33677.51653,33651.85104,22692.93252,20031.92153,27525.20394,22188.63931,23704.25076,19424.86188,16498.02,18737.68684,25604
Racine,672.8939524,682.9371457,923.9737854,1134.880845,803.4554656,592.5484058,662.8507591,944.060172,1154.967232,1426.133451,1345.787905,1923.81127,2450.01015,2374.973533,2374.973533,1990.942232,1689.646432,1613.498977,1994.236255,1966.657754,1430.331542,1658.773929,2081.492173,2389.462089,3044.894884,4207.886211,3926.251622,4370.995182,4327.48043,3476.918232,2830.466438,3040.588218,3253.585719,2779.21,3155.791059,2960
Richland,8955.213417,11775.62334,8249.310047,8567.501967,7991.925494,8205.526106,7742.962254,8421.669325,9883.295967,10173.21213,8582.433334,9249.004186,11571.20039,12494.86738,14147.95012,10513.58442,10808.42367,10861.80122,15004.51636,14616.2664,11644.97333,11276.41893,10611.61748,10628.60366,14847.12501,14231.49046,16811.7616,22056.31113,20183.74908,20271.15475,16561.2274,16584.20499,17855.70995,22261.96,30379.01952,29547
Rock,899.3705069,1162.263424,1674.21279,1466.66575,1245.28224,1205.743636,1220.859332,1466.671407,1669.104774,1913.286299,1866.179063,1539.440984,2888.508892,3020.018115,2788.731643,2889.175871,2937.512283,2655.578587,3027.540564,3161.255149,4042.123903,3859.731592,5686.379532,7417.52515,7185.583901,9969.34139,11056.48524,9191.840161,8531.671124,8780.244644,8769.246939,8822.096373,9934.220703,7374.64,6839.637938,6008
Rusk,17885.84827,13038.24538,10742.36012,15911.98748,15958.50993,19462.93182,22708.4996,22688.89283,27752.84772,23783.14997,20678.43907,15775.17196,16885.55742,23057.20729,27438.5242,22735.81149,20269.06574,25999.29257,26729.89332,29532.87235,23725.58261,22023.57635,24268.29696,22983.22695,26329.28984,29946.08225,28986.63795,19542.00738,18882.19913,23841.9595,19863.61858,23654.68081,19373.80387,16804.18,19325.65908,26254
Sauk,18941.46774,21500.15744,23279.22162,17529.71166,16808.4761,14279.40433,15541.19041,14104.95821,16523.28457,15334.447,12530.75457,14322.23637,18847.61093,17666.00501,20572.4549,21070.86329,15664.90294,19211.98197,22853.12982,23186.32816,15235.04268,14419.21696,18634.1189,15062.97458,14809.1511,23632.55677,21221.47366,20258.83338,17911.13235,21236.94015,18195.19837,18726.37053,20522.20295,25189.11,29556.08324,29475
Sawyer,20226.84139,15044.8623,12448.07435,17703.69647,17754.05551,18849.75229,25268.96934,28733.31929,34570.46329,33998.94009,29275.49685,18668.2383,20021.13183,29971.6939,39411.14938,25991.27576,24251.32739,31060.15927,35483.08708,39881.01054,36329.73959,29920.35745,31086.22003,27141.60107,30828.06084,34256.70027,31174.80636,22884.22001,20689.91403,28271.51564,23802.73271,27245.30967,20742.28232,13295.1,15347.40783,21489
Shawano,13930.02188,14223.73109,13101.16473,15187.95512,14752.41379,18720.93199,17787.38716,16948.33834,18830.24415,19337.12429,14575.34774,16292.1506,18860.75782,16972.54428,27938.7455,21132.1161,16231.11669,23743.68044,23853.07113,29029.64158,25276.2493,24579.26308,26765.40104,23567.51791,21875.76937,23714.35371,23891.20463,23957.61795,26300.47964,34442.26876,39961.33631,42386.88557,39393.06561,39666.73,44390.88553,43591
Sheboygan,2117.991698,2595.016856,3720.796227,3587.229183,2671.340881,2900.312956,2480.530818,2785.826919,3568.148177,3129.285032,3014.798994,3500.448645,5020.540614,5197.436859,6435.87025,5720.63785,5244.223366,6005.020926,5437.47612,5432.590737,4154.261487,4154.261569,5357.714442,5592.853368,4157.14927,5903.349956,6123.484365,4822.170335,4501.627072,5844.576415,6631.871591,7879.528044,7544.754179,6867.69,7792.874408,8401
St. Croix,5158.852486,5538.387944,4923.54188,7013.391825,6067.037539,5031.987837,4706.462401,5152.17798,5689.039567,5995.764028,4695.012517,4794.771624,6054.144019,6363.031945,6455.503276,6242.102545,5811.186741,7250.05901,6927.372488,5228.617802,5877.091838,5033.38383,6929.905792,5811.333132,6854.882701,6606.307831,8414.142459,7132.966999,6927.630778,6998.479283,7355.587666,9561.581762,8143.595755,9162.36,10249.62209,12406
Taylor,15475.29101,11772.00806,9534.7789,16133.15876,14654.93511,16890.11642,20754.1627,19810.59254,23486.44735,21301.21075,15410.97311,13633.28625,15773.40081,20048.73332,24290.48765,18211.3024,16441.76027,22336.86447,20803.26451,24343.15452,16659.40318,18968.80857,20167.6948,21148.19836,22845.38965,25552.97362,24885.87115,17474.3207,17899.61152,21625.35878,19677.95178,22098.76877,20935.93158,21555.21,22458.91268,24323
Trempealeau,10467.41671,13136.52478,11134.92915,17356.10487,11499.49468,10363.30218,10023.07688,11308.40096,14927.33537,12982.4911,11784.04945,14254.61887,15156.63371,14234.69951,15958.90177,14649.66515,13108.95878,14437.04168,17360.20422,15792.06977,15223.21701,14464.37428,20223.73943,21948.66334,20529.77928,19158.02723,24954.94602,22114.05577,23004.9116,23754.046,26120.6147,29354.86453,22087.13402,23970.36,25081.89874,30240
Vernon,6723.872016,10052.25208,8142.148204,10347.94885,9116.902123,8566.509762,7520.85486,8321.998454,11830.71093,10089.0284,7833.02652,10867.40046,11840.75224,12903.87242,15690.3852,16172.41161,11951.74484,13968.83993,18721.13981,18611.64917,14150.52101,11997.65095,16162.21287,16747.21671,17682.4119,20034.18045,20036.21666,19549.50929,17617.51613,18842.57092,19482.69344,23004.6805,22203.46979,23427.48,26751.45,26608
Vilas,17069.76351,13033.90423,13893.37168,17518.49616,17820.06632,17752.84123,28089.41042,27159.95478,27269.94604,28607.10661,20114.52001,16247.21706,21704.56556,26328.21669,33118.0217,23368.82231,24243.52779,33612.49052,35120.21308,31816.16603,29749.29726,20740.12684,18321.99621,19120.70524,21345.52855,21334.0748,18244.8247,12565.9816,10158.01161,15757.04743,16402.33433,18876.56372,16671.11902,13620.21,12697.402,14651
