County,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Dunn,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Eau Claire,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Florence,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Fond Du Lac,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Forest,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Grant,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Green,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Green Lake,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Iowa,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Iron,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Jackson,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Jefferson,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Juneau,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Kenosha,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Kewaunee,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
La Crosse,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Lafayette,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Langlade,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Lincoln,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Manitowoc,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Marathon,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Marinette,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Marquette,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Milwaukee,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Monroe,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Oconto,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Oneida,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Outagamie,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Ozaukee,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Pepin,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Pierce,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Polk,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Portage,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Price,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Racine,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Richland,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Rock,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Rusk,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
St. Croix,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Sauk,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Sawyer,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Shawano,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Sheboygan,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Taylor,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Trempealeau,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Vernon,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Vilas,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Walworth,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Washburn,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Washington,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Waukesha,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Waupaca,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Waushara,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Winnebago,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
Wood,0.9875,0.0825,0.77,1.4825,0.405,1.0975,1.47,0.55,-1.0225,-0.745,-1.55,0.015,0.0775,0.545,-0.645,0.7675,0.28,1.2325,-0.93,-1.4425,0.1125,-0.9375,1.4025,-0.2675,-0.0025,0.025,-0.7125,-1.245,-1.7,-0.125,-1.615,-1.7325,-1.175,-0.47,1.71,1.0325
