"","CurSim","missingprop_autocor","pred","se","date","GPP","missingness","type","run_no"
"1",1,"propMissAct_0.19",-0.339807624419665,0.510201062810114,2013-12-31,-0.652720778025846,"MNAR","dropNA_simple",1
"2",1,"propMissAct_0.19",-0.0352903832343556,0.582380141034103,2014-01-01,-0.872731313808156,"MNAR","dropNA_simple",1
"3",1,"propMissAct_0.19",5.00972558767493e-05,0.602543232879544,2014-01-02,-0.997448953547836,"MNAR","dropNA_simple",1
"4",1,"propMissAct_0.19",0.0672830618515281,0.608519953160997,2014-01-03,-0.912356553248374,"MNAR","dropNA_simple",1
"5",1,"propMissAct_0.19",0.0606979475650814,0.610319096279544,2014-01-04,-0.361659689863875,"MNAR","dropNA_simple",1
"6",1,"propMissAct_0.19",-0.150971626184801,0.610863115120572,2014-01-05,-3.30224602916798,"MNAR","dropNA_simple",1
"7",1,"propMissAct_0.19",-0.306252252003592,0.611027834349569,2014-01-06,-0.86609053874533,"MNAR","dropNA_simple",1
"8",1,"propMissAct_0.19",0.0764648760634204,0.61107772858435,2014-01-07,-0.998382953950892,"MNAR","dropNA_simple",1
"9",1,"propMissAct_0.19",0.268958448396241,0.611092843634878,2014-01-08,-0.601968992353489,"MNAR","dropNA_simple",1
"10",1,"propMissAct_0.19",0.0531123880322708,0.611097422785654,2014-01-09,-1.19126607859835,"MNAR","dropNA_simple",1
"11",1,"propMissAct_0.19",-0.0850762635807291,0.611098810068966,2014-01-10,NA,"MNAR","dropNA_simple",1
"12",1,"propMissAct_0.19",-0.307498121422735,0.611099230356838,2014-01-11,-1.13473333794051,"MNAR","dropNA_simple",1
"13",1,"propMissAct_0.19",-0.182747115155032,0.611099357686329,2014-01-12,-1.76754450934185,"MNAR","dropNA_simple",1
"14",1,"propMissAct_0.19",-0.22151311355864,0.611099396261804,2014-01-13,-1.91196882145039,"MNAR","dropNA_simple",1
"15",1,"propMissAct_0.19",-0.17405091065035,0.61109940794855,2014-01-14,-0.917062823440351,"MNAR","dropNA_simple",1
"16",1,"propMissAct_0.19",-0.176115740703357,0.611099411489142,2014-01-15,-1.0014252217898,"MNAR","dropNA_simple",1
"17",1,"propMissAct_0.19",-0.119239355822613,0.611099412561793,2014-01-16,-3.17494095492972,"MNAR","dropNA_simple",1
"18",1,"propMissAct_0.19",-0.173832196765969,0.611099412886761,2014-01-17,-1.2905292292941,"MNAR","dropNA_simple",1
"19",1,"propMissAct_0.19",-0.118887614029509,0.611099412985212,2014-01-18,-0.762845265347764,"MNAR","dropNA_simple",1
"20",1,"propMissAct_0.19",-0.168494190288026,0.611099413015039,2014-01-19,-1.20169320016488,"MNAR","dropNA_simple",1
"21",1,"propMissAct_0.19",-0.148117784537434,0.611099413024075,2014-01-20,-1.22414312793057,"MNAR","dropNA_simple",1
"22",1,"propMissAct_0.19",0.179676106041953,0.611099413026813,2014-01-21,-0.85549725940086,"MNAR","dropNA_simple",1
"23",1,"propMissAct_0.19",0.370379614329464,0.611099413027642,2014-01-22,-0.341929286950213,"MNAR","dropNA_simple",1
"24",1,"propMissAct_0.19",0.128723766394241,0.611099413027894,2014-01-23,-2.08749925690214,"MNAR","dropNA_simple",1
"25",1,"propMissAct_0.19",0.0646385915593228,0.61109941302797,2014-01-24,-1.08197550596616,"MNAR","dropNA_simple",1
"26",1,"propMissAct_0.19",-0.0234642558139609,0.611099413027993,2014-01-25,-1.65449132442466,"MNAR","dropNA_simple",1
"27",1,"propMissAct_0.19",-0.106524177134438,0.611099413028,2014-01-26,-1.4574538118164,"MNAR","dropNA_simple",1
"28",1,"propMissAct_0.19",0.00543736370922271,0.611099413028002,2014-01-27,NA,"MNAR","dropNA_simple",1
"29",1,"propMissAct_0.19",0.108771193288686,0.611099413028002,2014-01-28,NA,"MNAR","dropNA_simple",1
"30",1,"propMissAct_0.19",0.178380678875995,0.611099413028003,2014-01-29,-0.955581139625831,"MNAR","dropNA_simple",1
"31",1,"propMissAct_0.19",0.0746255800575902,0.611099413028003,2014-01-30,-0.920195703683634,"MNAR","dropNA_simple",1
"32",1,"propMissAct_0.19",0.124195837889342,0.611099413028003,2014-01-31,-0.672076111835849,"MNAR","dropNA_simple",1
"33",1,"propMissAct_0.19",-0.0143677387291473,0.611099413028003,2014-02-01,-1.21054881980603,"MNAR","dropNA_simple",1
"34",1,"propMissAct_0.19",0.0457819297715151,0.611099413028003,2014-02-02,-1.08310062346766,"MNAR","dropNA_simple",1
"35",1,"propMissAct_0.19",0.129219847707373,0.611099413028003,2014-02-03,NA,"MNAR","dropNA_simple",1
"36",1,"propMissAct_0.19",0.153494730262337,0.611099413028003,2014-02-04,-0.737384907460514,"MNAR","dropNA_simple",1
"37",1,"propMissAct_0.19",0.143036250369961,0.611099413028003,2014-02-05,-0.602091774444147,"MNAR","dropNA_simple",1
"38",1,"propMissAct_0.19",-0.0140961213220273,0.611099413028003,2014-02-06,-1.36048606228077,"MNAR","dropNA_simple",1
"39",1,"propMissAct_0.19",0.174007811463328,0.611099413028003,2014-02-07,-0.590731367284474,"MNAR","dropNA_simple",1
"40",1,"propMissAct_0.19",0.275281815182624,0.611099413028003,2014-02-08,-0.438703106322262,"MNAR","dropNA_simple",1
"41",1,"propMissAct_0.19",0.087596342463481,0.611099413028003,2014-02-09,-0.00344968843796353,"MNAR","dropNA_simple",1
"42",1,"propMissAct_0.19",0.0678914440616089,0.611099413028003,2014-02-10,-0.853258869161551,"MNAR","dropNA_simple",1
