date,water.year,year,month,class,day,crop.season,season,treatment,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,NEP,K600,K600.lower,K600.upper,precip.inch,precip.mm,precip.cat,Q,exceedprob,exceedence.category,exceedence.category.alt,turb,water.temp,light
2/18/2009,2009,2009,2,Early CC,18,cc,Winter,Pre,0.348887585,-0.046032413,0.730897769,-3.072079273,-5.307271423,-0.969372166,-2.723191688,4.675854316,3.538696568,5.783814918,0.12,3.05,Elevated,243.1,84.87714988,60-90,High,21.8915,4.125833333,180.8665718
2/19/2009,2009,2009,2,Early CC,19,cc,Winter,Pre,1.445850161,1.020407121,1.870800227,-3.308835184,-4.568970838,-2.075747493,-1.862985023,1.569248075,1.170414115,1.968501774,0.2,5.08,Elevated,170.58,78.55036855,60-90,Elevated,18.3031,2.330625,183.0279155
2/20/2009,2009,2009,2,Early CC,20,cc,Winter,Pre,-0.380331291,-0.759189002,-0.027282566,-0.986923822,-1.938999511,-0.013778723,-1.367255113,5.64077975,4.857990258,6.42711633,0,0,Zero,139.07,73.94348894,60-90,Elevated,13.4292,1.232708333,185.2065319
2/21/2009,2009,2009,2,Early CC,21,cc,Winter,Pre,0.051614741,-0.30472807,0.411360857,-1.747545033,-2.73312982,-0.834169429,-1.695930292,8.621717715,7.410524528,9.831149374,0.05,1.27,Elevated,117.61,69.27518428,60-90,Elevated,9.0729,1.639375,187.4014752
2/22/2009,2009,2009,2,Early CC,22,cc,Winter,Pre,0.119728215,-0.237570526,0.476599779,-1.799637149,-2.672347021,-0.888570866,-1.679908934,9.449804679,8.272376956,10.6217278,0.1,2.54,Elevated,102.95,65.35626536,60-90,Elevated,8.2854,0.810833333,189.6117918
2/24/2009,2009,2009,2,Early CC,24,cc,Winter,Pre,0.197242042,-0.167764761,0.58637752,-1.341688627,-2.056736375,-0.584356033,-1.144446585,9.990903301,8.80494104,11.22416773,0,0,Zero,88.82,60.01228501,60-90,Elevated,6.5667,1.903541667,194.0746972
2/25/2009,2009,2009,2,Early CC,25,cc,Winter,Pre,0.278870346,-0.117242354,0.656562547,-1.285245877,-2.084634578,-0.455957961,-1.006375531,6.659022827,5.596327551,7.721940827,0,0,Zero,95.07,62.62899263,60-90,Elevated,8.6146,3.34375,196.3253479
2/28/2009,2009,2009,2,Early CC,28,cc,Winter,Pre,0.278834822,-0.082597965,0.640231016,-1.410022115,-2.288449993,-0.500838864,-1.131187293,6.07704833,4.97015296,7.174003795,0,0,Zero,152.11,75.98280098,60-90,Elevated,6.5344,2.816041667,203.14426
3/1/2009,2009,2009,3,Late CC,1,cc,Winter,Pre,0.160436077,-0.214474673,0.529340754,-1.126028384,-1.907246958,-0.387075965,-0.965592307,8.447379447,7.335243914,9.522172115,0,0,Zero,113.54,68.32923833,60-90,Elevated,NA,2.460208333,205.546832
3/2/2009,2009,2009,3,Late CC,2,cc,Winter,Pre,0.242463855,-0.123701805,0.597276482,-1.281199552,-1.96469567,-0.554766697,-1.038735697,9.910518192,8.74849541,11.05478748,0,0,Zero,96.7,63.31695332,60-90,Elevated,NA,1.572916667,207.9584325
3/3/2009,2009,2009,3,Late CC,3,cc,Winter,Pre,0.275506017,-0.093893738,0.64984436,-1.237525423,-1.966396152,-0.541791264,-0.962019406,9.594247972,8.427166126,10.73773676,0,0,Zero,87.46,59.41031941,40-60,Elevated,10.2372,1.71875,210.3780221
3/4/2009,2009,2009,3,Late CC,4,cc,Winter,Pre,0.33729445,-0.060170888,0.745965071,-1.290057462,-2.075192592,-0.55986735,-0.952763012,9.438200261,8.278234503,10.56233208,0,0,Zero,81.76,57.2972973,40-60,Elevated,8.6896,3.048541667,212.8045608
3/5/2009,2009,2009,3,Late CC,5,cc,Winter,Pre,0.547922472,0.140607518,0.948313346,-1.909211571,-2.693111034,-1.126350075,-1.361289099,9.137505798,8.086285277,10.15780446,0,0,Zero,82.03,57.44471744,40-60,Elevated,7.9375,4.9375,215.237009
3/6/2009,2009,2009,3,Late CC,6,cc,Winter,Pre,0.50678082,0.124416962,0.931423367,-1.036200126,-1.836036465,-0.269040446,-0.529419306,3.099038538,2.517605514,3.675358704,0,0,Zero,82.03,57.44471744,40-60,Elevated,7.0771,9.151875,217.6793815
3/7/2009,2009,2009,3,Late CC,7,cc,Winter,Pre,2.639775094,2.080109823,3.224754474,-6.1836109,-7.682048106,-4.735939773,-3.543835806,3.862727582,3.413110795,4.314676332,0.03,0.76,Elevated,828.46,97.48157248,90-100,High,24.8953,8.676041667,220.2057286
3/8/2009,2009,2009,3,Late CC,8,cc,Winter,Pre,1.62192402,0.780043906,2.574034742,-30.82866111,-39.62194822,-22.16930202,-29.20673709,13.86982379,12.57062451,15.1748565,1.85,46.99,High,1529.25,99.63144963,90-100,High,132.2892,7.12125,222.7347893
4/23/2009,2009,2009,4,Late CC,23,cc,Spring,Pre,5.088594234,4.52795414,5.633457208,-5.190498586,-5.940570128,-4.433868833,-0.101904352,5.712080326,5.428954194,5.999528008,0,0,Zero,212.14,82.78869779,60-90,High,4.4208,9.901875,334.7484957
4/24/2009,2009,2009,4,Late CC,24,cc,Spring,Pre,5.811711737,5.248960076,6.397471498,-5.622854391,-6.348600102,-4.909982178,0.188857346,5.886875785,5.623011931,6.153545264,0,0,Zero,177.37,79.38574939,60-90,Elevated,4.45,12.93979167,336.8420779
4/25/2009,2009,2009,4,Late CC,25,cc,Spring,Pre,5.131073686,4.571632893,5.704756926,-5.216017395,-5.953392422,-4.496621532,-0.084943709,6.003502848,5.690783776,6.302812117,0,0,Zero,152.65,76.11793612,60-90,Elevated,4.6085,15.31479167,338.9335553
4/26/2009,2009,2009,4,Late CC,26,cc,Spring,Pre,4.470020969,3.913070321,5.017525808,-5.074053158,-5.879360607,-4.295296725,-0.604032189,6.247085621,5.896360784,6.621401891,0,0,Zero,135.27,73.19410319,60-90,Elevated,4.6298,16.17125,340.9904019
4/27/2009,2009,2009,4,Late CC,27,cc,Spring,Pre,4.285055396,3.509518349,5.049159368,-7.376022191,-8.767596939,-5.998445869,-3.090966795,10.03634327,9.405415355,10.66617293,0,0,Zero,130.38,72.17444717,60-90,Elevated,5.2043,15.64416667,343.0123424
4/28/2009,2009,2009,4,Late CC,28,cc,Spring,Pre,1.882967346,1.368717646,2.358007648,-3.969220927,-5.139956532,-2.791095916,-2.086253581,6.296470163,5.607133627,6.974052978,0.41,10.41,Elevated,124.95,71.06879607,60-90,Elevated,5.9292,13.98166667,344.9991237
4/29/2009,2009,2009,4,Late CC,29,cc,Spring,Pre,2.713522394,2.197652775,3.240972441,-4.573575195,-5.642127796,-3.55439974,-1.860052801,5.07673066,4.537393193,5.61723767,0.02,0.51,Elevated,154.01,76.33906634,60-90,Elevated,3.025,11.223125,346.9505137
4/30/2009,2009,2009,4,Late CC,30,cc,Spring,Pre,2.110929148,1.597409897,2.6584544,-5.255470455,-6.58165888,-3.921965288,-3.144541307,5.468454521,4.898371128,6.035457166,0,0,Zero,285.21,87.45700246,60-90,High,10.5458,12.131875,348.9173564
5/1/2009,2009,2009,5,Late CC,1,nocc,Spring,Pre,2.350974424,1.794123436,2.902892447,-4.311324202,-5.419395274,-3.148961412,-1.960349778,6.28286544,5.644662986,6.916300641,0.57,14.48,Elevated,206.44,82.40786241,60-90,High,6.09,13.39083333,350.8752335
5/2/2009,2009,2009,5,Late CC,2,nocc,Spring,Pre,1.782922037,1.26935192,2.338480428,-3.530675672,-4.540050902,-2.482185031,-1.747753635,5.707453802,5.093637961,6.319338428,0.02,0.51,Elevated,158.09,76.78132678,60-90,Elevated,5.96,12.32145833,352.7966952
5/3/2009,2009,2009,5,Late CC,3,nocc,Spring,Pre,1.78304138,1.200470453,2.313610648,-3.595114345,-4.656745362,-2.471092297,-1.812072965,6.326010278,5.684337288,6.989250454,0,0,Zero,134.18,72.97297297,60-90,Elevated,5.6348,12.82291667,354.6815647
5/4/2009,2009,2009,5,Late CC,4,nocc,Spring,Pre,1.844868136,1.281107096,2.360241001,-3.856594943,-4.89039294,-2.774159111,-2.011726807,7.477223552,6.812740928,8.137140056,0,0,Zero,120.06,69.85257985,60-90,Elevated,4.7771,13.18208333,356.5296836
5/5/2009,2009,2009,5,Late CC,5,nocc,Spring,Pre,1.910854259,1.332848516,2.480721054,-4.379158662,-5.550295882,-3.193743144,-2.468304403,8.384959727,7.623623975,9.192711396,0,0,Zero,110.55,67.46928747,60-90,Elevated,5.6957,13.56416667,358.3409108
5/6/2009,2009,2009,5,Late CC,6,nocc,Spring,Pre,1.332288929,0.843306764,1.822835153,-4.168138803,-5.471228195,-2.840127367,-2.835849874,8.976770825,7.99938428,9.976108339,0,0,Zero,105.66,66.00737101,60-90,Elevated,6.0333,13.37791667,360.1151218
5/7/2009,2009,2009,5,Late CC,7,nocc,Spring,Pre,1.7457022,1.185377441,2.286705168,-4.636880161,-5.89362279,-3.271121637,-2.891177961,8.452907872,7.597117622,9.306170834,0.02,0.51,Elevated,102.13,65.0982801,60-90,Elevated,5.6938,13.32270833,361.8522085
5/8/2009,2009,2009,5,Late CC,8,nocc,Spring,Pre,2.044775153,1.447306209,2.655216854,-5.541827856,-7.005551536,-3.952325001,-3.497052703,10.73937487,9.741110483,11.73015833,0.04,1.02,Elevated,95.88,62.94840295,60-90,Elevated,5.783,14.61770833,363.5520784
5/9/2009,2009,2009,5,Late CC,9,nocc,Spring,Pre,1.346242016,0.858764456,1.847413208,-3.490320986,-4.627112695,-2.432467315,-2.14407897,7.807168909,6.962010697,8.627716122,0,0,Zero,87.46,59.41031941,40-60,Elevated,4.9021,13.85916667,365.2146539
5/10/2009,2009,2009,5,Late CC,10,nocc,Spring,Pre,1.709243803,1.127867503,2.309775318,-3.997263561,-5.216265055,-2.810877396,-2.288019758,9.326386211,8.398054332,10.23727438,0,0,Zero,82.57,57.73955774,40-60,Elevated,4.9563,13.17604167,366.8398716
5/22/2009,2009,2009,5,Late CC,22,nocc,Spring,Pre,1.167932916,0.652864867,1.74447204,-4.979632116,-6.691035329,-3.311285132,-3.8116992,8.696342083,7.720096205,9.638197302,0,0,Zero,114.08,68.45208845,60-90,Elevated,9.9667,17.50895833,383.7138277
5/23/2009,2009,2009,5,Late CC,23,nocc,Spring,Pre,1.517759025,0.963172532,2.08393049,-4.98838212,-6.425299457,-3.545783483,-3.470623095,8.950987101,8.0673478,9.840754419,0,0,Zero,105.12,65.82309582,60-90,Elevated,8.25,17.17208333,384.9067016
5/24/2009,2009,2009,5,Late CC,24,nocc,Spring,Pre,2.121577149,1.483460575,2.72371039,-5.293432641,-6.630298638,-3.880538918,-3.171855492,9.657495217,8.818627266,10.51942279,0,0,Zero,97.24,63.58722359,60-90,Elevated,8.1479,17.96770833,386.0602421
5/25/2009,2009,2009,5,Late CC,25,nocc,Spring,Pre,0.991118803,0.484950707,1.475377948,-3.867960838,-5.129338161,-2.528943721,-2.876842035,8.331283121,7.344458196,9.306096986,0,0,Zero,92.35,61.48648649,60-90,Elevated,8.2042,16.51041667,387.1745203
5/30/2009,2009,2009,5,Late CC,30,nocc,Spring,Pre,0.487754902,-0.016151418,0.9885842,-4.752456686,-6.535642853,-3.05305542,-4.264701784,10.62426351,9.436236275,11.78631901,0,0,Zero,79.86,56.56019656,40-60,Elevated,NA,15.71270833,392.2258597
5/31/2009,2009,2009,5,Late CC,31,nocc,Spring,Pre,0.902157444,0.314782399,1.436377237,-5.794346624,-7.649053548,-3.821528549,-4.89218918,11.36708959,10.08498398,12.57703374,0,0,Zero,91.54,61.17936118,60-90,Elevated,NA,16.09708333,393.1606376
6/23/2009,2009,2009,6,No CC,23,nocc,Spring,Pre,3.179006109,2.525828943,3.856361123,-3.636408713,-4.492121871,-2.7696869,-0.457402604,7.338923978,6.733710169,7.966444851,0,0,Zero,59.21,46.24078624,40-60,Elevated,5.63,20.51270833,403.7375184
6/24/2009,2009,2009,6,No CC,24,nocc,Spring,Pre,3.184779813,2.401135198,3.946607587,-4.097006626,-5.142117874,-3.0191449,-0.912226813,8.221896228,7.537496086,8.905632743,0,0,Zero,56.5,44.48402948,40-60,Elevated,5.6909,21.09229167,403.7274632
6/25/2009,2009,2009,6,No CC,25,nocc,Spring,Pre,3.726024605,3.081648178,4.373755871,-4.200563165,-5.017817439,-3.353823196,-0.47453856,7.083915857,6.604059211,7.566666811,0,0,Zero,58.67,45.8968059,40-60,Elevated,4.4489,21.19833333,403.6784692
6/26/2009,2009,2009,6,No CC,26,nocc,Spring,Pre,3.364028033,2.695006688,3.98936638,-3.772886784,-4.637345845,-2.925496523,-0.408858751,6.941258649,6.395826803,7.502191804,0.12,3.05,Elevated,55.41,44.05405405,40-60,Elevated,4.4632,22.120625,403.590533
6/27/2009,2009,2009,6,No CC,27,nocc,Spring,Pre,3.36165036,2.689712519,3.996072961,-3.904751437,-4.763642783,-3.013741026,-0.543101077,6.95171771,6.403292927,7.477545364,0,0,Zero,51.34,42.02702703,40-60,Elevated,4.4761,20.61,403.4636462
6/28/2009,2009,2009,6,No CC,28,nocc,Spring,Pre,2.969424553,2.365425396,3.64150107,-3.73964815,-4.690059638,-2.898844475,-0.770223597,6.698863537,6.15564596,7.245503995,0,0,Zero,48.62,40.47911548,40-60,Elevated,4.8128,21.32083333,403.2977954
6/29/2009,2009,2009,6,No CC,29,nocc,Spring,Pre,2.185547125,1.545484647,2.839607529,-3.856433762,-4.987542751,-2.703018894,-1.670886637,8.631626951,7.764017231,9.483580697,0,0,Zero,47.53,39.72972973,10-40%,Low,5.1159,19.63833333,403.0929624
6/30/2009,2009,2009,6,No CC,30,nocc,Spring,Pre,2.381465985,1.693245343,3.049288739,-3.939452182,-5.030538555,-2.813017627,-1.557986197,8.947294911,8.097923056,9.835979809,0.01,0.25,Elevated,46.72,39.14004914,10-40%,Low,4.5331,18.353125,402.8491241
7/1/2009,2009,2009,7,No CC,1,nocc,Summer,Pre,1.571487855,1.021849248,2.140288071,-3.261369661,-4.41193877,-2.179655782,-1.689881806,8.16086534,7.204973293,9.082534968,0,0,Zero,46.18,38.67321867,10-40%,Low,4.2806,17.38833333,402.5662526
7/2/2009,2009,2009,7,No CC,2,nocc,Summer,Pre,1.598409237,1.065457491,2.134306772,-2.860595602,-3.819986035,-1.871275584,-1.262186365,7.357209215,6.45943772,8.269743233,0.05,1.27,Elevated,45.36,38.0958231,10-40%,Low,3.804,16.63020833,402.2443155
7/3/2009,2009,2009,7,No CC,3,nocc,Summer,Pre,2.489457604,1.910574855,3.111123446,-3.489738092,-4.412755578,-2.59179203,-1.000280488,7.382277282,6.666284582,8.03912772,0.01,0.25,Elevated,44.55,37.61670762,10-40%,Low,3.4155,17.86145833,401.8832761
7/4/2009,2009,2009,7,No CC,4,nocc,Summer,Pre,1.641464724,1.059161798,2.217070745,-3.516310078,-4.662665913,-2.365941299,-1.874845354,9.499082679,8.456493372,10.51283307,0,0,Zero,45.36,38.0958231,10-40%,Low,4.076,17.49625,401.4830932
7/5/2009,2009,2009,7,No CC,5,nocc,Summer,Pre,2.456074291,1.842043617,3.089953084,-3.503190357,-4.484427513,-2.525910853,-1.047116066,7.579913888,6.859174384,8.318914392,0.1,2.54,Elevated,43.19,36.83046683,10-40%,Low,3.6784,18.19208333,401.0437218
7/7/2009,2009,2009,7,No CC,7,nocc,Summer,Pre,2.372293489,1.80270033,2.969576759,-2.961381731,-3.798379828,-2.149214801,-0.589088242,6.652562005,6.004357094,7.262369265,0,0,Zero,39.66,34.32432432,10-40%,Low,3.4984,19.33125,400.0472146
7/8/2009,2009,2009,7,No CC,8,nocc,Summer,Pre,1.443445087,0.906291081,2.036268245,-3.046808995,-4.18123445,-1.974095587,-1.603363908,9.119751436,8.021914786,10.20086193,0,0,Zero,39.93,34.45945946,10-40%,Low,3.7535,17.90208333,399.4899707
7/9/2009,2009,2009,7,No CC,9,nocc,Summer,Pre,2.657390522,2.03294868,3.263455447,-3.35690153,-4.22391861,-2.48308327,-0.699511008,7.670221549,6.992643936,8.362456698,0.09,2.29,Elevated,38.57,33.26781327,10-40%,Low,3.593,17.92354167,398.8933227
7/10/2009,2009,2009,7,No CC,10,nocc,Summer,Pre,2.825334823,2.191689752,3.477171046,-3.653619113,-4.583238285,-2.734272653,-0.82828429,7.052479159,6.390006273,7.687986085,0,0,Zero,49.44,40.90909091,40-60,Elevated,3.4453,18.9725,398.2572095
7/11/2009,2009,2009,7,No CC,11,nocc,Summer,Pre,1.762658406,1.225116311,2.328946929,-3.378262061,-4.430802825,-2.3186498,-1.615603655,6.456541407,5.699557552,7.192426881,0,0,Zero,52.42,42.61670762,40-60,Elevated,7.724,20.08229167,397.5815674
7/12/2009,2009,2009,7,No CC,12,nocc,Summer,Pre,2.261928642,1.716158115,2.825056278,-3.044536586,-3.924436667,-2.194424972,-0.782607944,6.331661412,5.707735617,6.925032173,0.77,19.56,High,46.72,39.14004914,10-40%,Low,4.9695,19.711875,396.8663312
7/13/2009,2009,2009,7,No CC,13,nocc,Summer,Pre,2.311207626,1.72013574,2.909515499,-2.977129011,-3.852205759,-2.125557705,-0.665921385,7.264772296,6.58209951,7.925772444,0,0,Zero,40.74,34.93857494,10-40%,Low,3.7432,18.78229167,396.1114337
7/14/2009,2009,2009,7,No CC,14,nocc,Summer,Pre,2.561870589,1.976043838,3.134026759,-3.07525647,-3.884417111,-2.258716209,-0.513385881,6.720470441,6.099794077,7.374927487,0,0,Zero,38.03,32.86240786,10-40%,Low,3.7807,17.50729167,395.316807
7/15/2009,2009,2009,7,No CC,15,nocc,Summer,Pre,2.148608711,1.551023143,2.735410546,-3.428754256,-4.419678611,-2.413492185,-1.280145545,5.784458287,5.161796067,6.403163948,0,0,Zero,38.3,33.03439803,10-40%,Low,3.5735,18.2025,394.4823823
7/16/2009,2009,2009,7,No CC,16,nocc,Summer,Pre,4.174283942,3.592937332,4.748810397,-5.254761582,-6.080960695,-4.407685744,-1.08047764,5.136774937,4.797668861,5.469164239,0.07,1.78,Elevated,74.7,53.85749386,40-60,Elevated,3.3715,19.24125,393.6080905
7/17/2009,2009,2009,7,No CC,17,nocc,Summer,Pre,2.176465195,1.554289831,2.773577003,-3.475589885,-4.505767237,-2.346141409,-1.29912469,7.374517814,6.626498741,8.121585026,0.73,18.54,High,54.6,43.58722359,40-60,Elevated,4.1925,19.69958333,392.693863
7/18/2009,2009,2009,7,No CC,18,nocc,Summer,Pre,2.130962148,1.59133548,2.699071843,-2.974544184,-3.880534439,-2.085268342,-0.843582036,7.033195122,6.290037257,7.73249359,0.09,2.29,Elevated,44.55,37.61670762,10-40%,Low,3.523,17.68625,391.7396316
7/19/2009,2009,2009,7,No CC,19,nocc,Summer,Pre,2.726202449,2.123176998,3.314953677,-3.336784348,-4.209878535,-2.498074305,-0.610581899,7.828160729,7.210104767,8.446476538,0,0,Zero,42.65,36.48648649,10-40%,Low,3.3132,17.10270833,390.7453297
7/22/2009,2009,2009,7,No CC,22,nocc,Summer,Pre,1.335192217,0.758796611,1.877026013,-3.910391864,-5.276542651,-2.440889334,-2.575199647,8.778399998,7.725323683,9.814171021,0,0,Zero,44.27,37.49385749,10-40%,Low,2.737,18.8475,387.6721797
7/23/2009,2009,2009,7,No CC,23,nocc,Summer,Pre,2.82168778,2.274467149,3.406690046,-3.517675669,-4.337732062,-2.699842217,-0.695987889,5.908557007,5.377166073,6.435703615,0.24,6.1,Elevated,41.56,35.56511057,10-40%,Low,2.8121,18.674375,386.5749454
7/24/2009,2009,2009,7,No CC,24,nocc,Summer,Pre,2.877534174,2.301521997,3.444483774,-3.810980067,-4.682572192,-2.941559671,-0.933445893,5.720866282,5.230592933,6.214364483,0,0,Zero,41.02,35.0982801,10-40%,Low,3.3741,18.88583333,385.4384304
7/25/2009,2009,2009,7,No CC,25,nocc,Summer,Pre,2.322190832,1.831667478,2.785476824,-3.22403755,-4.022904339,-2.396500304,-0.901846718,3.924894504,3.430559791,4.405426111,0.34,8.64,Elevated,42.92,36.65847666,10-40%,Low,3.501,19.85625,384.2625569
7/26/2009,2009,2009,7,No CC,26,nocc,Summer,Pre,2.108029237,1.593990774,2.677743094,-3.47903473,-4.470878972,-2.511225612,-1.371005493,6.663619114,5.954060309,7.339754828,0,0,Zero,38.84,33.42751843,10-40%,Low,2.9558,19.52958333,383.0472523
7/27/2009,2009,2009,7,No CC,27,nocc,Summer,Pre,2.002856548,1.466906837,2.53830113,-3.508304314,-4.503391368,-2.551530397,-1.505447766,5.053338036,4.483917091,5.622116207,0.08,2.03,Elevated,38.03,32.86240786,10-40%,Low,3.3029,19.55333333,381.7924496
7/28/2009,2009,2009,7,No CC,28,nocc,Summer,Pre,2.309147717,1.831722735,2.7747904,-3.874776637,-4.851220292,-2.892336253,-1.56562892,4.152726268,3.688256661,4.603628097,0,0,Zero,46.72,39.14004914,10-40%,Low,3.4104,20.18645833,380.4980886
7/29/2009,2009,2009,7,No CC,29,nocc,Summer,Pre,1.951805604,1.432087663,2.483061709,-3.191403215,-4.162805947,-2.246191841,-1.239597611,5.654595997,5.069378056,6.259407935,0.3,7.62,Elevated,41.83,35.74938575,10-40%,Low,3.8014,20.35208333,379.1641162
7/30/2009,2009,2009,7,No CC,30,nocc,Summer,Pre,1.905272363,1.361430408,2.440967341,-3.048078949,-3.961584069,-2.098880568,-1.142806586,5.585319676,4.934868512,6.236258912,0,0,Zero,38.3,33.03439803,10-40%,Low,3.3793,18.53666667,377.8456636
7/31/2009,2009,2009,7,No CC,31,nocc,Summer,Pre,1.682832971,1.177408484,2.14401029,-2.215160421,-2.961827092,-1.422327457,-0.53232745,3.535231834,2.964468028,4.090470833,0,0,Zero,36.67,31.78132678,10-40%,Low,3.255,18.93479167,376.5024748
8/1/2009,2009,2009,8,No CC,1,nocc,Summer,Pre,1.487908243,0.986500397,1.975240422,-2.821794999,-3.760950044,-1.857274129,-1.333886756,5.564449563,4.818548302,6.287258534,0,0,Zero,35.58,31.10565111,10-40%,Low,3.255,18.33645833,375.1218197
8/2/2009,2009,2009,8,No CC,2,nocc,Summer,Pre,0.99915649,0.546410815,1.458782582,-1.831807723,-2.709571737,-0.966588932,-0.832651233,3.84452955,3.129153707,4.523329679,0.05,1.27,Elevated,35.04,30.7002457,10-40%,Low,2.8315,18.98645833,373.7036648
8/11/2009,2009,2009,8,No CC,11,nocc,Summer,Pre,2.318526852,1.7653754,2.885451652,-5.286546019,-6.665663381,-3.918477076,-2.968019167,6.481376339,5.887564906,7.133895083,0,0,Zero,41.56,35.56511057,10-40%,Low,6.4976,20.92458333,359.2523203
8/12/2009,2009,2009,8,No CC,12,nocc,Summer,Pre,2.586624917,2.091535456,3.129292132,-4.214805009,-5.199516909,-3.250862971,-1.628180092,5.588592086,5.089383785,6.097644938,0.78,19.81,High,35.04,30.7002457,10-40%,Low,3.8558,19.10375,357.4596764
8/13/2009,2009,2009,8,No CC,13,nocc,Summer,Pre,2.501796209,2.003652617,3.011667596,-4.150112206,-5.042342165,-3.173349362,-1.648315997,5.249045186,4.738313375,5.746524632,0,0,Zero,31.78,27.07616708,10-40%,Low,5.5976,18.83833333,355.6299192
8/14/2009,2009,2009,8,No CC,14,nocc,Summer,Pre,2.514707636,1.986696775,3.056908726,-4.040756544,-5.037493207,-3.082144109,-1.526048908,5.54085213,5.010868905,6.066530116,0,0,Zero,29.61,24.04176904,10-40%,Low,7.4171,18.68875,353.7631704
8/15/2009,2009,2009,8,No CC,15,nocc,Summer,Pre,2.724377326,2.190623742,3.230156837,-4.104990376,-4.963150672,-3.178573519,-1.38061305,2.163070114,1.917918457,2.425928075,0,0,Zero,29.88,24.44717445,10-40%,Low,5.8605,18.82645833,351.859569
8/16/2009,2009,2009,8,No CC,16,nocc,Summer,Pre,8.704111272,8.155045478,9.239387561,-12.9752897,-13.97194402,-11.93085624,-4.271178428,2.808985553,2.688245084,2.933331657,0,0,Zero,160.53,77.12530713,60-90,Elevated,5.9447,20.139375,349.9192721
8/17/2009,2009,2009,8,No CC,17,nocc,Summer,Pre,-1.396127558,-1.959091635,-0.859810943,-14.04919687,-17.31013559,-10.90691236,-15.44532443,5.507930379,5.128725147,5.881421306,2.23,56.64,High,516.09,94.36117936,90-100,High,29.7416,21.06833333,347.9424553
8/18/2009,2009,2009,8,No CC,18,nocc,Summer,Pre,0.176547521,-0.304307208,0.62997763,-1.568093196,-4.588945091,0.300223302,-1.391545675,1.238398622,0.641867456,1.726970607,2.37,60.2,High,265.11,86.13022113,60-90,High,13.1999,21.79895833,345.9293137
8/19/2009,2009,2009,8,No CC,19,nocc,Summer,Pre,0.465110952,0.017161037,0.914060944,-5.092701306,-7.873731785,-2.348588006,-4.627590354,4.828494269,3.917982329,5.706786718,0,0,Zero,214.86,83.08353808,60-90,High,4.6583,21.4325,343.8800621
8/20/2009,2009,2009,8,No CC,20,nocc,Summer,Pre,-0.011331695,-0.441846063,0.445138928,-4.421880917,-7.019512908,-2.025413985,-4.433212612,5.406134731,4.328745607,6.490245288,0.17,4.32,Elevated,152.65,76.11793612,60-90,Elevated,6.3596,21.29625,341.8397955
8/21/2009,2009,2009,8,No CC,21,nocc,Summer,Pre,0.729096686,0.239882909,1.18975356,-6.582678877,-8.830692141,-4.297443781,-5.853582191,9.834139696,8.690686897,11.02804899,0.27,6.86,Elevated,105.66,66.00737101,60-90,Elevated,5.0043,20.43125,339.7933881
8/22/2009,2009,2009,8,No CC,22,nocc,Summer,Pre,0.535086349,0.11099123,0.959604722,-4.56083082,-6.214153419,-2.977814135,-4.025744471,9.290812729,8.148056014,10.40706196,0.1,2.54,Elevated,80.4,56.84275184,40-60,Elevated,6.3167,19.715625,337.7759262
8/23/2009,2009,2009,8,No CC,23,nocc,Summer,Pre,0.630423682,0.200574713,1.091234794,-3.684962465,-5.176420324,-2.352822737,-3.054538783,8.864212281,7.785813147,9.938567628,0.06,1.52,Elevated,64.65,48.58722359,40-60,Elevated,7.9565,18.623125,335.7727976
8/25/2009,2009,2009,8,No CC,25,nocc,Summer,Pre,0.756205945,0.287376082,1.22184494,-3.177441116,-4.413078444,-1.905715479,-2.421235171,7.991237392,6.899806192,9.066742953,0,0,Zero,48.35,40.35626536,40-60,Elevated,13.1021,18.83666667,331.6682052
8/26/2009,2009,2009,8,No CC,26,nocc,Summer,Pre,0.72132905,0.257136477,1.17751852,-3.764710498,-5.297289864,-2.363190634,-3.043381448,9.187636957,7.983447483,10.40117312,0,0,Zero,44.27,37.49385749,10-40%,Low,13.9892,19.13708333,329.5673246
8/27/2009,2009,2009,8,No CC,27,nocc,Summer,Pre,0.756115928,0.316819994,1.184688056,-3.146346063,-4.370634027,-1.885058235,-2.390230135,7.06761626,6.069269206,8.049502767,0.27,6.86,Elevated,45.36,38.0958231,10-40%,Low,14.651,19.20604167,327.434481
8/28/2009,2009,2009,8,No CC,28,nocc,Summer,Pre,0.02518999,-0.382013702,0.435445127,-3.611028549,-5.220353903,-1.9983329,-3.585838559,7.869672392,6.734197867,9.033513281,0.46,11.68,Elevated,51.61,42.1990172,40-60,Elevated,41.4468,18.56145833,325.2700239
8/29/2009,2009,2009,8,No CC,29,nocc,Summer,Pre,0.418838144,-0.006257507,0.831422234,-3.10339677,-4.526217323,-1.812706562,-2.684558626,8.637459057,7.453487318,9.731481479,0.19,4.83,Elevated,43.73,37.14987715,10-40%,Low,12.5453,18.36979167,323.0743263
8/30/2009,2009,2009,8,No CC,30,nocc,Summer,Pre,0.483234277,0.062530941,0.898130913,-2.877466588,-4.076605682,-1.62944771,-2.394232311,9.011470485,7.820430698,10.19326968,0.05,1.27,Elevated,39.11,33.61179361,10-40%,Low,11.8279,17.38208333,320.8477854
