"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","501.3",501,0.189801032715993,0.00815105531015433,22,52501,0.8,0.05,0.77,0.18,"0.247001124660743",0.00975825487949128,0.0896621422757413,0.00356817724371495,0.0701077443817168,0.00277742356697902,0.421593969389963,0.0167651911136984
"2","501.3.1",501,0.189801032715993,0.00815105531015433,22,52502,0.8,0.1,0.56,0.08,"0.236391237855671",0.00927505970592602,0.0830956458846263,0.00326797209212154,0.0725945255041447,0.00289342567772529,0.398341841657641,0.0157045168091543
"3","501.3.2",501,0.189801032715993,0.00815105531015433,22,52503,0.8,0.15,0.65,0.05,"0.175437823103971",0.00663282267657067,0.0823776842481863,0.00315761195345664,0.0129855695362315,0.000462878688668212,0.335920717588623,0.0128414460838611
"4","501.3.3",501,0.189801032715993,0.00815105531015433,22,52504,0.8,0.2,0.67,0.12,"0.227290300668496",0.00918375180463449,0.0863327249628426,0.00350331602496657,0.0571562598499763,0.00234336643371691,0.39559275587189,0.0160770076058855
"5","501.3.4",501,0.189801032715993,0.00815105531015433,22,52505,0.8,0.25,0.6,0.22,"0.211838944710745",0.00833505179242637,0.0861733440321913,0.00342117929171882,0.0417338306097303,0.00164094531005565,0.379547837324915,0.0150526787984105
"6","501.3.5",501,0.189801032715993,0.00815105531015433,22,52506,0.8,0.3,0.9,0.22,"0.236900222943242",0.010644910707194,0.0991889799886431,0.00456798116119392,0.0406912274566762,0.00168416164332984,0.429563889850443,0.019593437239747
"7","501.3.6",501,0.189801032715993,0.00815105531015433,22,52507,0.8,0.35,0.56,0.08,"0.198454451825399",0.00771168025347828,0.0888624913418625,0.00350886247129238,0.0229612456759086,0.000839531241186282,0.371310176746069,0.0145946297135283
"8","501.3.7",501,0.189801032715993,0.00815105531015433,22,52508,0.8,0.4,0.75,0.45,"0.307278464048573",0.0140136059062747,0.110772138100647,0.00499308044693414,0.0882990110323215,0.00421283083854635,0.522542657067523,0.0237865037802507
"9","501.3.8",501,0.189801032715993,0.00815105531015433,22,52509,0.8,0.45,0.66,0.37,"0.331988180518309",0.0149176235924256,0.109984184221595,0.0049449403265099,0.114523781610729,0.00520863730194,0.545711191209936,0.024595300837919
"10","501.3.9",501,0.189801032715993,0.00815105531015433,22,52510,0.8,0.5,0.74,0.67,"0.288795432930558",0.0103329946222251,0.0949017522482078,0.00344963067842243,0.101101627979481,0.00355621634795375,0.473122241023863,0.0170789046491476
"11","501.3.10",501,0.189801032715993,0.00815105531015433,22,52511,0.8,0.55,0.79,0.33,"0.201521397730028",0.00885823291574566,0.082768304229399,0.00343568501971284,0.0383737767917679,0.00215650797415308,0.362847303902435,0.0156255926841321
"12","501.3.11",501,0.189801032715993,0.00815105531015433,22,52512,0.8,0.6,0.79,0.68,"0.438429622218152",0.0214703602471319,0.11946953022378,0.0056943173619294,0.202342125541695,0.0102954911933082,0.670692484477891,0.0326187201248191
"13","501.3.12",501,0.189801032715993,0.00815105531015433,22,52513,0.8,0.65,0.5,0.8,"0.376472181293597",0.014284510763064,0.0847975682042865,0.00308106195279594,0.208898735373536,0.00824276556283201,0.54132384155932,0.0203212966134918
"14","501.3.13",501,0.189801032715993,0.00815105531015433,22,52514,0.8,0.7,0.7,0.2,"0.224193894167416",0.00938226709796491,0.0921010097440491,0.00365847072310523,0.0424788621152789,0.00222317846316416,0.40351481246542,0.016564391360574
"15","501.3.14",501,0.189801032715993,0.00815105531015433,22,52515,0.8,0.75,0.58,0.92,"ts too short",NA,NA,NA,NA,NA,NA,NA
"16","502.3",502,0.103537859529358,0.00757361032441259,27,52516,0.8,0.05,0.87,0.15,"population extinction",NA,NA,NA,NA,NA,NA,NA
"17","502.3.1",502,0.103537859529358,0.00757361032441259,27,52517,0.8,0.1,0.8,0.22,"population extinction",NA,NA,NA,NA,NA,NA,NA
"18","502.3.2",502,0.103537859529358,0.00757361032441259,27,52518,0.8,0.15,0.2,0.07,"population extinction",NA,NA,NA,NA,NA,NA,NA
