"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","1.2",1,0.35270129008626,0.00529518827353604,19,30001,0.2,0.05,0.2,0.07,"0.302296865822252",0.00508271912190133,0.0759868134025809,0.00130184749317134,0.15232709426376,0.00252280139320192,0.450199232699815,0.00762610828176826
"2","1.2.1",1,0.35270129008626,0.00529518827353604,19,30002,0.2,0.1,0.34,0.08,"0.307932492426433",0.00515255430812376,0.0759837001882163,0.00129481749961381,0.15796818565169,0.00260638878723775,0.455827801784418,0.00768213150703391
"3","1.2.2",1,0.35270129008626,0.00529518827353604,19,30003,0.2,0.15,0.28,0.17,"0.353946657497808",0.0060781176348273,0.0791044704834258,0.00138087138059198,0.197810244369645,0.00336227407120891,0.507900123787261,0.00877528715907882
"4","1.2.3",1,0.35270129008626,0.00529518827353604,19,30004,0.2,0.2,0.34,0.28,"0.326375456599469",0.00538961987001064,0.0730909366372556,0.00122695475192488,0.182100360899158,0.00297683798696969,0.468620108530992,0.00778655225715198
"5","1.2.4",1,0.35270129008626,0.00529518827353604,19,30005,0.2,0.25,0.14,0.27,"0.360990673328649",0.00612610000754251,0.0779059886489541,0.00134489234388637,0.207209530150229,0.00348087644984342,0.512603070399313,0.00875288414826056
"6","1.2.5",1,0.35270129008626,0.00529518827353604,19,30006,0.2,0.3,0.4,0.35,"0.320908446145773",0.0054002878876994,0.077611029679796,0.00133100544338161,0.167769065834087,0.00278349737427228,0.4720033841477,0.00800101323913164
"7","1.2.6",1,0.35270129008626,0.00529518827353604,19,30007,0.2,0.35,0.04,0.35,"0.344826463957538",0.00591704225435784,0.0807292969753436,0.0014154728851847,0.185494507553315,0.00313321147596777,0.501959628225483,0.00868197753654986
"8","1.2.7",1,0.35270129008626,0.00529518827353604,19,30008,0.2,0.4,0.14,0.45,"0.317605944355354",0.0052999711378875,0.0726896185834597,0.0012403174937745,0.174351949028081,0.00286518621667311,0.459293348286827,0.00772719250651624
"9","1.2.8",1,0.35270129008626,0.00529518827353604,19,30009,0.2,0.45,0.36,0.4,"0.330234091200736",0.00549198692554881,0.0771399701372379,0.00130410121028477,0.177827393194817,0.00292442025997746,0.480222453348941,0.00803659989696919
"10","1.2.9",1,0.35270129008626,0.00529518827353604,19,30010,0.2,0.5,0.08,0.52,"0.39320100301834",0.00682300252486481,0.0737531457931829,0.00128774949133028,0.247632519781169,0.00429110903236762,0.536750447595327,0.00933918995234989
"11","1.2.10",1,0.35270129008626,0.00529518827353604,19,30011,0.2,0.55,0.11,0.72,"0.719027715951223",0.0118963145289827,0.073960495781469,0.00121429666209227,0.574002416049675,0.00952494296353801,0.863916908669415,0.0142847936302728
"12","1.2.11",1,0.35270129008626,0.00529518827353604,19,30012,0.2,0.6,0.24,0.53,"0.329075921752132",0.00544836786559835,0.0754260596117234,0.00126869372519048,0.180566492749429,0.00295994027841176,0.476238077387546,0.00793324980738715
"13","1.2.12",1,0.35270129008626,0.00529518827353604,19,30013,0.2,0.65,0.28,0.72,"0.398768295590447",0.00716098864556461,0.0759893912606189,0.0013702949553082,0.248829411599403,0.00446770643463661,0.546712534142551,0.00983935324700012
"14","1.2.13",1,0.35270129008626,0.00529518827353604,19,30014,0.2,0.7,0.14,0.6,"0.408707173267746",0.00683054203677691,0.0744454644174056,0.00125385739553476,0.262065584095099,0.00437018226309617,0.553890491177221,0.00928527860399291
"15","1.2.14",1,0.35270129008626,0.00529518827353604,19,30015,0.2,0.75,0.18,0.83,"1.24302315473854",0.0230540598258221,0.0959475086243947,0.00179179025257379,1.05450781633865,0.0195454605240072,1.43061933437549,0.0265692295782166
"16","2.2",2,0.567149080775463,0.00124966957885772,26,30016,0.2,0.05,0.13,0.08,"0.59970165236685",0.00129632896629525,0.0444475171611918,9.86191411397747e-05,0.511885305426724,0.00110160794516241,0.686123021365536,0.00148820218408596
"17","2.2.1",2,0.567149080775463,0.00124966957885772,26,30017,0.2,0.1,0.48,0.2,"0.579303382514469",0.00123932607010748,0.0433691461888195,9.52685470817076e-05,0.493660314657953,0.00105131824577273,0.66366948266709,0.001424775163325
"18","2.2.2",2,0.567149080775463,0.00124966957885772,26,30018,0.2,0.15,0.21,0.22,"0.632882423053364",0.00139066623210378,0.0445024971937639,0.000100292560025582,0.544955422793251,0.00119263814769079,0.719408773636785,0.00158579254493844
"19","2.2.3",2,0.567149080775463,0.00124966957885772,26,30019,0.2,0.2,0.27,0.2,"0.572509356857198",0.00123566547524847,0.0443017254157015,9.82124154510171e-05,0.485000193331028,0.00104179127616889,0.658665694054106,0.00142678963770133
"20","2.2.4",2,0.567149080775463,0.00124966957885772,26,30020,0.2,0.25,0.33,0.22,"0.717079875082014",0.00157347812930106,0.0449472036448785,0.000100824693456279,0.628355912330872,0.00137458521137936,0.8045499061201,0.00176981974829321
"21","2.2.5",2,0.567149080775463,0.00124966957885772,26,30021,0.2,0.3,0.27,0.37,"0.589349239050844",0.0012547545177178,0.0414399402608133,9.05393507968014e-05,0.507571889704519,0.00107620865108847,0.670016573995518,0.00143112277730771
"22","2.2.6",2,0.567149080775463,0.00124966957885772,26,30022,0.2,0.35,0.21,0.35,"0.584758743270992",0.00126951461922787,0.0433829862818698,9.66569733244892e-05,0.499114441166864,0.00107882860387043,0.669176829771796,0.00145772575681533
"23","2.2.7",2,0.567149080775463,0.00124966957885772,26,30023,0.2,0.4,0.01,0.28,"0.631940100847274",0.00137513062434209,0.0451951669106794,0.000100798597996249,0.542681821870117,0.00117618701698741,0.719849163942857,0.00157132222878181
"24","2.2.8",2,0.567149080775463,0.00124966957885772,26,30024,0.2,0.45,0.28,0.38,"0.943365413979802",0.00200569574814951,0.039153161647022,8.44355391068251e-05,0.866129981408711,0.00183924298552339,1.0196129472715,0.00217023550198791
"25","2.2.9",2,0.567149080775463,0.00124966957885772,26,30025,0.2,0.5,0.31,0.45,"0.8318656670256",0.00178423552235543,0.0419314853839034,9.15530644678069e-05,0.749095177442259,0.00160363899390731,0.913466886096835,0.00196252705938197
"26","2.2.10",2,0.567149080775463,0.00124966957885772,26,30026,0.2,0.55,0.23,0.57,"0.988596530066238",0.00215191644535952,0.0347243737439478,7.64796422778388e-05,0.920235475960828,0.00200149615332424,1.05635253533207,0.00230129027014405
"27","2.2.11",2,0.567149080775463,0.00124966957885772,26,30027,0.2,0.6,0.07,0.6,"1.42101781864231",0.00307685826194204,0.0385223384852786,8.50706626337265e-05,1.34504633396629,0.00290922820238233,1.4960537655427,0.00324270413305601
"28","2.2.12",2,0.567149080775463,0.00124966957885772,26,30028,0.2,0.65,0.33,0.63,"0.558633679691371",0.00127378135821147,0.0394666340463764,9.26921967773161e-05,0.48086933116223,0.00109129682312288,0.635576640302435,0.00145464533560654
"29","2.2.13",2,0.567149080775463,0.00124966957885772,26,30029,0.2,0.7,0.11,0.6,"0.523345839372072",0.00112880453000843,0.0403844621285498,8.9595015163394e-05,0.443722165511558,0.000952290316161872,0.602028006283448,0.00130349959257418
"30","2.2.14",2,0.567149080775463,0.00124966957885772,26,30030,0.2,0.75,0.06,0.58,"1.01064179459485",0.00219968930904265,0.0800905302364164,0.000174031249181348,0.853445320674371,0.00185824380179722,1.16739437827959,0.00254043351731976
"31","3.2",3,0.53900858377898,0.00900599225703627,19,30031,0.2,0.05,0.3,0.05,"0.650245271943339",0.0112285683691452,0.11285812713381,0.00195305756771603,0.428005619786766,0.00739228647673592,0.870391691484865,0.0150479510687572
"32","3.2.1",3,0.53900858377898,0.00900599225703627,19,30032,0.2,0.1,0.21,0.07,"0.631103755952258",0.0109980454022196,0.112277818037712,0.00196508354791926,0.4101724295177,0.0071413033858253,0.850280900100905,0.0148440566588019
"33","3.2.2",3,0.53900858377898,0.00900599225703627,19,30033,0.2,0.15,0.28,0.13,"0.676905675115812",0.0116369611690896,0.111750094548205,0.00192457212004637,0.456959319465222,0.00785865260315738,0.895001845482868,0.0154026555556754
"34","3.2.3",3,0.53900858377898,0.00900599225703627,19,30034,0.2,0.2,0.04,0.17,"0.67324251270111",0.0114609131306313,0.116870284566455,0.00199432930541115,0.443142180578801,0.0075437829621226,0.90124925418942,0.01536111986051
"35","3.2.4",3,0.53900858377898,0.00900599225703627,19,30035,0.2,0.25,0.02,0.32,"0.718062398615567",0.0125054237318342,0.114384996228838,0.00200333704542929,0.492665014492786,0.00856757072570528,0.941047282779454,0.0164205257526277
"36","3.2.5",3,0.53900858377898,0.00900599225703627,19,30036,0.2,0.3,0.2,0.37,"0.648629567655658",0.0114520986914592,0.110961325839833,0.00195833358105914,0.429787800660655,0.00759966201643921,0.864764145572841,0.0152764745230353
"37","3.2.6",3,0.53900858377898,0.00900599225703627,19,30037,0.2,0.35,0.21,0.22,"0.712473490290389",0.012334805901584,0.115009350712412,0.00199642416398208,0.486186469418839,0.0084165769913883,0.93699662434018,0.0162420819111256
"38","3.2.7",3,0.53900858377898,0.00900599225703627,19,30038,0.2,0.4,0.3,0.42,"0.606541424530837",0.0103235458805816,0.109025386865755,0.00185181703921985,0.391874974308605,0.00668666732868902,0.819237575722647,0.0139454901613735
"39","3.2.8",3,0.53900858377898,0.00900599225703627,19,30039,0.2,0.45,0.23,0.42,"0.802336413971915",0.0143329019052368,0.122086014107151,0.00216715856735164,0.561949473163554,0.0100759886680115,1.04052620637916,0.0185712401833607
"40","3.2.9",3,0.53900858377898,0.00900599225703627,19,30040,0.2,0.5,0.09,0.58,"0.746605516119831",0.0134258307663153,0.0972895495422991,0.00174318008681343,0.555022127272192,0.0100035408416742,0.936392747229659,0.0168367241356187
"41","3.2.10",3,0.53900858377898,0.00900599225703627,19,30041,0.2,0.55,0.07,0.55,"0.496690877331332",0.00840576203006409,0.105391696009714,0.00178945603663589,0.289506976803221,0.00489751483362901,0.702619788578466,0.0119117808643344
"42","3.2.11",3,0.53900858377898,0.00900599225703627,19,30042,0.2,0.6,0.1,0.62,"0.647283940157779",0.0104503349851973,0.0979724462525658,0.00160651090242317,0.454685919294416,0.00730109599997392,0.838717864455505,0.0135982740234465
"43","3.2.12",3,0.53900858377898,0.00900599225703627,19,30043,0.2,0.65,0.31,0.62,"0.846323118784437",0.0142215130335309,0.106198978804288,0.00177686803529377,0.637862101385934,0.0107430766876694,1.05415561137302,0.0177082853600752
"44","3.2.13",3,0.53900858377898,0.00900599225703627,19,30044,0.2,0.7,0.36,0.65,"0.613150499232138",0.0102213904749286,0.108749177868972,0.00183444125064543,0.398560589757191,0.00661040565771984,0.824853023912717,0.0138013306459385
"45","3.2.14",3,0.53900858377898,0.00900599225703627,19,30045,0.2,0.75,0.23,0.78,"1.40647006203471",0.0216963776571324,0.0735457400405763,0.00123694445435367,1.26162424971947,0.0192675663245116,1.54992065308411,0.0241163272552766
"46","4.2",4,0.143962729749796,0.0055257069345098,19,30046,0.2,0.05,0.34,0.08,"0.0680774069441781",0.00315744179917986,0.0764853768250819,0.00265975225566699,-0.0839944596485303,-0.00207637586137873,0.215881208103995,0.00835191465093418
"47","4.2.1",4,0.143962729749796,0.0055257069345098,19,30047,0.2,0.1,0.47,0.15,"0.075816218293998",0.00340063311478358,0.0766405455206468,0.00264035785533748,-0.0765997489776752,-0.00179763659853294,0.223885075534653,0.00855461664601015
"48","4.2.2",4,0.143962729749796,0.0055257069345098,19,30048,0.2,0.15,0.34,0.15,"0.059260544396568",0.00288075077358536,0.0782335687926835,0.00277545495790089,-0.09630211878331,-0.00258226670221354,0.210424032611859,0.00829948731816549
"49","4.2.3",4,0.143962729749796,0.0055257069345098,19,30049,0.2,0.2,0.33,0.18,"0.0687112040884012",0.00329058738049369,0.0773186100354568,0.00280022421652736,-0.0849111074983499,-0.0022158825928253,0.218226297778457,0.00876300069740864
"50","4.2.4",4,0.143962729749796,0.0055257069345098,19,30050,0.2,0.25,0.25,0.28,"0.0501844798974178",0.0023959467896492,0.0759020500257333,0.00257902711540488,-0.100744285367052,-0.00267962812669088,0.196845356335479,0.00743219348027001
"51","4.2.5",4,0.143962729749796,0.0055257069345098,19,30051,0.2,0.3,0.16,0.4,"0.101425971122738",0.00411011950183388,0.0719954227221789,0.00231242237993731,-0.0415985969379892,-0.000435109932834186,0.24066232875987,0.008630966520174
"52","4.2.6",4,0.143962729749796,0.0055257069345098,19,30052,0.2,0.35,0.25,0.32,"0.0916312268787361",0.00390161562278583,0.0728447498250462,0.00238333494149205,-0.0531828387513924,-0.000785953216223318,0.232419492589,0.00855862704799961
"53","4.2.7",4,0.143962729749796,0.0055257069345098,19,30053,0.2,0.4,0.1,0.42,"0.114570094128449",0.00529753463740744,0.0755889444932982,0.00285521809678669,-0.035575109149072,-0.000310600160909689,0.260784064030959,0.0108841141554946
"54","4.2.8",4,0.143962729749796,0.0055257069345098,19,30054,0.2,0.45,0.23,0.57,"0.156594964416974",0.00775832863191078,0.0848467516888772,0.00353965836772631,-0.0122881650595849,0.000788157441629962,0.320375058703568,0.0146665251927353
"55","4.2.9",4,0.143962729749796,0.0055257069345098,19,30055,0.2,0.5,0.05,0.5,"0.131518649366064",0.00485488355836203,0.0643954162716258,0.00195906627496165,0.00384784092342012,0.0010207792409476,0.256307384413669,0.00870151542018161
"56","4.2.10",4,0.143962729749796,0.0055257069345098,19,30056,0.2,0.55,0.06,0.58,"0.199584595301416",0.00794783937001581,0.0740856651620028,0.00262221769629684,0.0524862390501944,0.00279704814553163,0.342942836122214,0.0130778363325011
"57","4.2.11",4,0.143962729749796,0.0055257069345098,19,30057,0.2,0.6,0.07,0.6,"0.249311235128334",0.0093436719281862,0.0657027383359799,0.00211099715908475,0.119071276223371,0.0052114233525814,0.3766554312256,0.0134878046997168
"58","4.2.12",4,0.143962729749796,0.0055257069345098,19,30058,0.2,0.65,0.16,0.73,"0.224005003179048",0.00810163714107394,0.0695367977018263,0.00238188182781597,0.0864681108381688,0.00344337660914617,0.359074984590444,0.0127813219027753
"59","4.2.13",4,0.143962729749796,0.0055257069345098,19,30059,0.2,0.7,0.11,0.6,"0.212762850602603",0.0109726364161335,0.0801280087173297,0.00348609594874045,0.0537529055347803,0.00413781986138405,0.367897307437179,0.0178055750059274
"60","4.2.14",4,0.143962729749796,0.0055257069345098,19,30060,0.2,0.75,0.25,0.7,"0.17968357528623",0.00744968185779765,0.0770047054297679,0.00270489836225054,0.0269905545842104,0.00213807511606403,0.32887874218077,0.0127423889469954
"61","5.2",5,0.366721278495129,0.00319452965445817,21,30061,0.2,0.05,0.21,0.07,"0.387261119352555",0.00369840958132409,0.0695639341811906,0.000684946349190719,0.250090496471009,0.0023507872936703,0.522773211754772,0.0050356911526243
"62","5.2.1",5,0.366721278495129,0.00319452965445817,21,30062,0.2,0.1,0.22,0.18,"0.478078652174957",0.00454934254519708,0.0697504609476925,0.000677150851859313,0.34054339020629,0.00321702604769559,0.613957822080091,0.00587137858074949
"63","5.2.2",5,0.366721278495129,0.00319452965445817,21,30063,0.2,0.15,0.34,0.15,"0.432153513392464",0.00420571881985939,0.0693224030627968,0.000690026325937506,0.295456494718988,0.00284811892153041,0.567192984468614,0.0055529414642905
"64","5.2.3",5,0.366721278495129,0.00319452965445817,21,30064,0.2,0.2,0.11,0.18,"0.45803087338039",0.00443301962391778,0.0691627643098586,0.00068361888846008,0.321720311171206,0.00308874763553541,0.592827853171274,0.00576842102176711
"65","5.2.4",5,0.366721278495129,0.00319452965445817,21,30065,0.2,0.25,0.15,0.32,"0.466720084809259",0.00448158507992812,0.0679678780123845,0.000666904911217086,0.332800981727893,0.00317059427795698,0.599228550015337,0.00578479168880656
"66","5.2.5",5,0.366721278495129,0.00319452965445817,21,30066,0.2,0.3,0.3,0.37,"0.350202451472985",0.00330621351602191,0.0672292605646229,0.000656822561014426,0.217623131385356,0.00201388147956701,0.481157676411693,0.00458857966553136
"67","5.2.6",5,0.366721278495129,0.00319452965445817,21,30067,0.2,0.35,0.13,0.37,"0.483509896721363",0.00466493592374609,0.0669115039379199,0.000658576765026488,0.351551854948898,0.00336912904386444,0.613839043308856,0.00595068406387454
"68","5.2.7",5,0.366721278495129,0.00319452965445817,21,30068,0.2,0.4,0.21,0.38,"0.50807795015477",0.00504605513654468,0.070110501558788,0.000711101504592566,0.369706702338112,0.00364573197387502,0.644532513281504,0.00643316490268696
"69","5.2.8",5,0.366721278495129,0.00319452965445817,21,30069,0.2,0.45,0.28,0.5,"0.447686238454479",0.0044070247075095,0.0648779047123564,0.000655001128512278,0.319816536364088,0.00311928274140777,0.574131473196135,0.00568681577560359
"70","5.2.9",5,0.366721278495129,0.00319452965445817,21,30070,0.2,0.5,0.08,0.5,"0.451613661935094",0.00444786008232922,0.065495695333482,0.00065545860769694,0.322588716001293,0.00315983104602652,0.579324502414878,0.00572914822410542
"71","5.2.10",5,0.366721278495129,0.00319452965445817,21,30071,0.2,0.55,0.38,0.47,"0.39141924830014",0.00365022242343149,0.0668710806389383,0.000639399802866158,0.259682903789342,0.00239345806656199,0.521805371835107,0.00489977936203571
"72","5.2.11",5,0.366721278495129,0.00319452965445817,21,30072,0.2,0.6,0.07,0.6,"0.645813132320695",0.00618909342593023,0.0814969328048394,0.000783638263166232,0.485713591706704,0.00465269919235534,0.805174169826463,0.00772448746877758
"73","5.2.12",5,0.366721278495129,0.00319452965445817,21,30073,0.2,0.65,0.31,0.75,"0.604461049777992",0.00562004852264774,0.059630994317028,0.000559421272270505,0.48723452747823,0.00452316114674069,0.720985685611023,0.00671607121137285
"74","5.2.13",5,0.366721278495129,0.00319452965445817,21,30074,0.2,0.7,0.14,0.7,"0.440387809010716",0.00413106617414363,0.0577570180836755,0.000560356173159883,0.326692561063858,0.00303103647709373,0.553096125659375,0.00522759264955978
"75","5.2.14",5,0.366721278495129,0.00319452965445817,21,30075,0.2,0.75,0.41,0.7,"0.273851045590041",0.00211306281846475,0.0345187021389283,0.00027368554779878,0.206001927481057,0.00157749754757606,0.341315141692457,0.00265034876063748
"76","6.2",6,0.22021607166013,0.00568598132627085,19,30076,0.2,0.05,0.3,0.17,"0.196095701140324",0.00507815820133586,0.0879437438576949,0.00235595650263023,0.0222633308514931,0.000445083377768383,0.367019019153671,0.00968089277982075
"77","6.2.1",6,0.22021607166013,0.00568598132627085,19,30077,0.2,0.1,0.34,0.08,"0.152956256838441",0.00385601632102992,0.0860241528510374,0.00230053926459488,-0.0171925381343598,-0.00067059516306695,0.32004001043107,0.00834801879913794
"78","6.2.2",6,0.22021607166013,0.00568598132627085,19,30078,0.2,0.15,0.34,0.08,"0.176969623796311",0.00463486375698601,0.0880754788856189,0.00242374141881001,0.00283084124670972,-0.000132140922213259,0.348103837050282,0.00936942219528844
"79","6.2.3",6,0.22021607166013,0.00568598132627085,19,30079,0.2,0.2,0.37,0.2,"0.205418056403964",0.00533720587498629,0.0849264465445783,0.00229609323758382,0.0375257411146466,0.000822316772507999,0.370455036808634,0.00982351347660383
"80","6.2.4",6,0.22021607166013,0.00568598132627085,19,30080,0.2,0.25,0.14,0.38,"0.197962654664804",0.00502834274069591,0.0854091467790709,0.00225314356949036,0.0291408433035393,0.000597920106151348,0.363954113864563,0.00943048994694442
"81","6.2.5",6,0.22021607166013,0.00568598132627085,19,30081,0.2,0.3,0.3,0.32,"0.21372186015204",0.00547086491520135,0.0880868713865898,0.00232700675839823,0.0394724290857971,0.000890444291768467,0.384786229951297,0.0100126594430275
"82","6.2.6",6,0.22021607166013,0.00568598132627085,19,30082,0.2,0.35,0.25,0.28,"0.221974043127613",0.00587476610934691,0.0857073945150904,0.00234200812360473,0.0527036170091158,0.0012745360070583,0.388691221408146,0.0104556455843105
"83","6.2.7",6,0.22021607166013,0.00568598132627085,19,30083,0.2,0.4,0.07,0.38,"0.286900415466478",0.00772138730686455,0.0879098125346482,0.00241579328899791,0.113244393843775,0.00297444718730135,0.457858120088691,0.012444551740653
"84","6.2.8",6,0.22021607166013,0.00568598132627085,19,30084,0.2,0.45,0.15,0.48,"0.2544825341674",0.00648382109765932,0.0889717288863955,0.00234476317006888,0.0784607453902859,0.00186741944260298,0.427244942546332,0.0110592868051317
"85","6.2.9",6,0.22021607166013,0.00568598132627085,19,30085,0.2,0.5,0.16,0.65,"0.281149441260087",0.00701577057602866,0.082098645259168,0.00209538145201751,0.118581163862482,0.00288799518675563,0.440427325098878,0.011102388691896
"86","6.2.10",6,0.22021607166013,0.00568598132627085,19,30086,0.2,0.55,0.26,0.42,"0.30106569039532",0.00823935572770502,0.0946284676560775,0.00262703293068363,0.114424567127025,0.00308399670059842,0.485370485317567,0.0133820307304049
"87","6.2.11",6,0.22021607166013,0.00568598132627085,19,30087,0.2,0.6,0.01,0.53,"0.291960184174312",0.00761654406919833,0.0841848670106065,0.00228147466470826,0.125483842498127,0.00312921940732419,0.455501827281096,0.0120729711577857
"88","6.2.12",6,0.22021607166013,0.00568598132627085,19,30088,0.2,0.65,0.11,0.63,"0.548960721234932",0.0154416699462827,0.0857124762727668,0.00239493733568733,0.379360660461743,0.0107281699145699,0.715373130933613,0.0201168751876177
"89","6.2.13",6,0.22021607166013,0.00568598132627085,19,30089,0.2,0.7,0.25,0.68,"0.377305583012695",0.0104629205538332,0.0807536156253383,0.00221865298205009,0.218034354359464,0.00611348118626279,0.534595690375086,0.0148108255041446
"90","6.2.14",6,0.22021607166013,0.00568598132627085,19,30090,0.2,0.75,0.22,0.75,"0.339796159544156",0.00963517759254093,0.0796195265295135,0.00228745861645406,0.182543093700571,0.00514647436147148,0.49465719021803,0.0141134497993663
"91","7.2",7,0.512944791398703,0.00372657741862349,19,30091,0.2,0.05,0.28,0.13,"0.492005499109653",0.00341535905750959,0.0699742331895519,0.000495235775674662,0.353709089746086,0.00243800883994963,0.628003416125961,0.00437929330447523
"92","7.2.1",7,0.512944791398703,0.00372657741862349,19,30092,0.2,0.1,0.44,0.1,"0.509653588550711",0.00357622129934124,0.071533194109497,0.000511700672308403,0.368159466674483,0.00256550042356237,0.648571220312393,0.00457137241201012
"93","7.2.2",7,0.512944791398703,0.00372657741862349,19,30093,0.2,0.15,0.08,0.15,"0.480816729449692",0.00340172259344251,0.0758923380772294,0.000545857890301349,0.330548743674615,0.00232233993841,0.62805543642475,0.00446216092866187
"94","7.2.3",7,0.512944791398703,0.00372657741862349,19,30094,0.2,0.2,0.16,0.2,"0.494816112410167",0.00346257410300785,0.0692398320474119,0.000493675152821227,0.357930751481088,0.00248802931636049,0.629350261002432,0.00442322609932207
"95","7.2.4",7,0.512944791398703,0.00372657741862349,19,30095,0.2,0.25,0.06,0.23,"0.47193633962189",0.00330844401235899,0.0750072787095691,0.0005340787475734,0.32361130242793,0.00225374781002663,0.617636200462438,0.00434730437511776
"96","7.2.5",7,0.512944791398703,0.00372657741862349,19,30096,0.2,0.3,0.17,0.42,"0.434419079225934",0.00305695267015737,0.069269893606015,0.000493370660823454,0.297611346124047,0.0020840235696667,0.569151145291188,0.00401804670014635
"97","7.2.6",7,0.512944791398703,0.00372657741862349,19,30097,0.2,0.35,0.04,0.25,"0.517564079194791",0.00365009318015385,0.0720563164208023,0.000519268494328234,0.375020194018978,0.00262431288918755,0.65748272070111,0.004659852139474
"98","7.2.7",7,0.512944791398703,0.00372657741862349,19,30098,0.2,0.4,0.26,0.35,"0.502512831503979",0.00343121815137968,0.0647756486801611,0.000450277089098252,0.374701515946465,0.00254418711502805,0.628612145087511,0.00430919795061345
"99","7.2.8",7,0.512944791398703,0.00372657741862349,19,30099,0.2,0.45,0.26,0.35,"0.504994365241896",0.00350841996705866,0.0661702730698434,0.000467951087796202,0.37435190733855,0.00258598659510526,0.633733274948085,0.00442030614458652
"100","7.2.9",7,0.512944791398703,0.00372657741862349,19,30100,0.2,0.5,0.21,0.53,"0.785326764319735",0.00542989910507497,0.102430738940582,0.000709767785997219,0.584152275738631,0.0040374778362153,0.98567117901679,0.00681970010248217
"101","7.2.10",7,0.512944791398703,0.00372657741862349,19,30101,0.2,0.55,0.58,0.65,"0.45106936824318",0.0030425182198842,0.0565351314361493,0.000387438745311979,0.33965248448372,0.00228032851714518,0.561264021840203,0.00379904294308328
"102","7.2.11",7,0.512944791398703,0.00372657741862349,19,30102,0.2,0.6,0.22,0.48,"0.46912368249871",0.00327205150328408,0.0622131327652972,0.000442798475967928,0.346389759991022,0.002400002664775,0.590261064756976,0.00413573889928458
"103","7.2.12",7,0.512944791398703,0.00372657741862349,19,30103,0.2,0.65,0.27,0.57,"0.561617285564784",0.0038284262777675,0.0625905750937395,0.000434208936720022,0.438107288893517,0.00297300522222872,0.683455874368589,0.00467505423566931
"104","7.2.13",7,0.512944791398703,0.00372657741862349,19,30104,0.2,0.7,0.25,0.68,"0.524483427221577",0.00368341704294996,0.0547966643325033,0.000390517474738034,0.416399840164664,0.00291459362317067,0.631202465897085,0.00444541820674125
"105","7.2.14",7,0.512944791398703,0.00372657741862349,19,30105,0.2,0.75,0.21,0.65,"0.698177165377524",0.00493505760456854,0.0869196148417503,0.000617635111043138,0.527129593699746,0.00372117497739871,0.867848018855435,0.00614225702621712
"106","8.2",8,0.5010028338754,0.00780487260897644,20,30106,0.2,0.05,0.47,0.15,"0.657364934880025",0.0103520567022498,0.0998260610348696,0.00160991147291204,0.460602389815312,0.0071869994199097,0.851891036785315,0.0134973458602266
"107","8.2.1",8,0.5010028338754,0.00780487260897644,20,30107,0.2,0.1,0.03,0.12,"0.615618327458278",0.00949205513605065,0.0909278644550666,0.00143545777373936,0.436375385481391,0.00667021488398075,0.792792636575783,0.0122968699298583
"108","8.2.2",8,0.5010028338754,0.00780487260897644,20,30108,0.2,0.15,0.16,0.23,"0.567920987594283",0.00869341777287685,0.0929917466754053,0.00145979173583467,0.384631083748091,0.0058238768045888,0.749136488929527,0.0115458872578088
"109","8.2.3",8,0.5010028338754,0.00780487260897644,20,30109,0.2,0.2,0.34,0.23,"0.5757474529083",0.00878603920983582,0.0910565685899247,0.00141160760282916,0.396395443179474,0.00601333364317757,0.753323685434228,0.0115466128419282
"110","8.2.4",8,0.5010028338754,0.00780487260897644,20,30110,0.2,0.25,0.34,0.28,"0.651380108470971",0.0102018798462661,0.100491982693768,0.00161507402250678,0.453618513541871,0.00703184232208211,0.84751565424963,0.0133624022637858
"111","8.2.5",8,0.5010028338754,0.00780487260897644,20,30111,0.2,0.3,0.36,0.28,"0.777720386052105",0.0120895691799418,0.0944383624548017,0.00149207946531927,0.591686379846215,0.00915819738107018,0.961856584249857,0.0150066749750249
"112","8.2.6",8,0.5010028338754,0.00780487260897644,20,30112,0.2,0.35,0.25,0.28,"0.801266457538437",0.0126283514551774,0.0928712755344605,0.00149155069841431,0.618276924200321,0.00969759484756223,0.982306727494543,0.0155440369463982
"113","8.2.7",8,0.5010028338754,0.00780487260897644,20,30113,0.2,0.4,0.14,0.38,"0.542593661839853",0.00837039242482146,0.0906512721189243,0.00142422908834169,0.364177459514641,0.00557528011127803,0.71952150918316,0.0111581110150182
"114","8.2.8",8,0.5010028338754,0.00780487260897644,20,30114,0.2,0.45,0.03,0.38,"0.583857497391118",0.00897682852483392,0.0862884844672556,0.00134179125123467,0.413912655999834,0.00634195962280884,0.752156229262761,0.0116016599051657
