"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1",1,1,0.35270129008626,0.00529518827353604,19,1,0.5,0.05,0.65,0.05,"0.286815595165708",0.00479054825544387,0.0762823804580127,0.0013010754963688,0.136269720532824,0.00223220111859151,0.435300243510001,0.0073324771184774
"2",1.5,1,0.35270129008626,0.00529518827353604,19,2,0.5,0.1,0.3,0.05,"0.28911367677983",0.00480381160951218,0.0775869993723032,0.00131719182549746,0.13592764546941,0.0022123564064148,0.440072338174096,0.0073758061771016
"3",1.6,1,0.35270129008626,0.00529518827353604,19,3,0.5,0.15,0.49,0.37,"0.280074943047341",0.00467033516260298,0.0801277092764224,0.00137458536335576,0.121645369595266,0.00196156478799145,0.435755992293635,0.0073501065225458
"4",1.7,1,0.35270129008626,0.00529518827353604,19,4,0.5,0.2,0.63,0.1,"0.334958808103363",0.0056545632739296,0.0747390676374615,0.00128140078336768,0.187370918599958,0.00313353418743553,0.48035256887436,0.00815669900378855
"5",1.8,1,0.35270129008626,0.00529518827353604,19,5,0.5,0.25,0.34,0.08,"0.340895710612159",0.00575563806735511,0.0776978111180616,0.00133229171894302,0.187549098395234,0.00313560126679401,0.492125293623055,0.00835819093838413
"6",1.9,1,0.35270129008626,0.00529518827353604,19,6,0.5,0.3,0.57,0.38,"0.308513671445331",0.0051608036913997,0.0676432635228271,0.00115098240999986,0.175217172217857,0.00290258823197008,0.440378906772592,0.00741444552405042
"7",1.1,1,0.35270129008626,0.00529518827353604,19,7,0.5,0.35,0.46,0.4,"0.337240154406465",0.00564261421481713,0.0727043981603781,0.00122295239273613,0.194047926839584,0.00324357209325046,0.479048693115939,0.00803754007354822
"8",1.11,1,0.35270129008626,0.00529518827353604,19,8,0.5,0.4,0.51,0.37,"0.299908861675519",0.00507466182643119,0.0749308770798487,0.00128927189504088,0.152146234034914,0.00254208100675534,0.445874450463437,0.00759601176928966
"9",1.12,1,0.35270129008626,0.00529518827353604,19,9,0.5,0.45,0.42,0.73,"0.487097291478383",0.00850284748156195,0.0744322784819583,0.0012906531492088,0.340789945171986,0.0059760595766584,0.632563546136991,0.0110354062313541
"10",1.13,1,0.35270129008626,0.00529518827353604,19,10,0.5,0.5,0.46,0.4,"0.248387635896049",0.00423554779101627,0.0732032110544068,0.00127543149585743,0.103977951640147,0.00172943189383017,0.390940522818289,0.00672923700951669
"11",1.14,1,0.35270129008626,0.00529518827353604,19,11,0.5,0.55,0.6,0.4,"0.301147983503842",0.00492728629774412,0.0730300591340549,0.00121452585379855,0.156981158068074,0.00253858581080615,0.44326391482868,0.00729960967580083
"12",1.15,1,0.35270129008626,0.00529518827353604,19,12,0.5,0.6,0.54,0.43,"0.326366035382448",0.00555331159066192,0.0795000189473039,0.00135535210424244,0.169760937454774,0.00289310047176279,0.481404424103208,0.00820614658725404
"13",1.16,1,0.35270129008626,0.00529518827353604,19,13,0.5,0.65,0.49,0.67,"0.293415929704704",0.0049468397450931,0.0729768720647188,0.00123430586463957,0.149660296373288,0.00252441862532065,0.435732972004496,0.00736296340074863
"14",1.17,1,0.35270129008626,0.00529518827353604,19,14,0.5,0.7,0.6,0.8,"0.318473582318087",0.00659912556096403,0.0724565826775518,0.00146085255151072,0.175570347555664,0.00373288671302229,0.459602059699697,0.00945946936583236
"15",1.18,1,0.35270129008626,0.00529518827353604,19,15,0.5,0.75,0.23,0.78,"0.518386675309534",0.00875705927641725,0.0822220604547639,0.00139248990970135,0.356054324665203,0.00601722556761468,0.678367519541153,0.0114758263758912
"16",2,2,0.567149080775463,0.00124966957885772,26,16,0.5,0.05,0.28,0.1,"0.601701343780241",0.00131072381163006,0.0446922862864413,9.9786618418199e-05,0.513394766602695,0.00111368294603616,0.688592223530214,0.00150485428604339
"17",2.5,2,0.567149080775463,0.00124966957885772,26,17,0.5,0.1,0.5,0.03,"0.602294937232057",0.00130721460896374,0.0448163810572285,9.96977249970757e-05,0.513732891167365,0.00111032501869267,0.689417292538888,0.00150114896758029
"18",2.6,2,0.567149080775463,0.00124966957885772,26,18,0.5,0.15,0.46,0.07,"0.772823793940009",0.00168008091842923,0.0457399001749237,0.000101502934730477,0.682352826235899,0.00147943213125511,0.861658917189697,0.00187733579926
"19",2.7,2,0.567149080775463,0.00124966957885772,26,19,0.5,0.2,0.21,0.15,"0.605163087021968",0.00131918612748344,0.0447491537151685,0.000100129250790256,0.516745282498213,0.00112147114360097,0.692165546906201,0.00151398535504175
"20",2.8,2,0.567149080775463,0.00124966957885772,26,20,0.5,0.25,0.64,0.25,"0.558368679204654",0.00119397268865863,0.0420201524706959,9.2342987390411e-05,0.475449697347989,0.00101187519621749,0.640169324129579,0.00137386067637461
"21",2.9,2,0.567149080775463,0.00124966957885772,26,21,0.5,0.3,0.48,0.27,"0.569652235768497",0.00125888411898682,0.052925602171468,0.0001185405376164,0.465451888255653,0.00102564676168816,0.672917848308865,0.00149032009374102
"22",2.1,2,0.567149080775463,0.00124966957885772,26,22,0.5,0.35,0.55,0.32,"0.581527743431322",0.0012678470201699,0.0428528489388697,9.59125038867256e-05,0.496935978308135,0.00107864548262371,0.664920269389007,0.00145462455321693
"23",2.11,2,0.567149080775463,0.00124966957885772,26,23,0.5,0.4,0.53,0.32,"0.534981618564449",0.00116651870711833,0.0429151740886978,9.60851074025735e-05,0.450259999266404,0.000976962254780673,0.618488820861414,0.00135361848278927
"24",2.12,2,0.567149080775463,0.00124966957885772,26,24,0.5,0.45,0.54,0.42,"0.485873458991955",0.00104400955772947,0.0387795457012583,8.54789721128792e-05,0.409475148867127,0.000875742444094899,0.561488335683389,0.00121081380784195
"25",2.13,2,0.567149080775463,0.00124966957885772,26,25,0.5,0.5,0.49,0.37,"0.451345695010417",0.000978041393593139,0.0443448484017413,9.82078887809245e-05,0.363880712915662,0.000784469235350892,0.537712706920345,0.00116944423830894
"26",2.14,2,0.567149080775463,0.00124966957885772,26,26,0.5,0.55,0.58,0.48,"0.510766360536997",0.00110416651477332,0.039782296549252,8.86769783498806e-05,0.432361069477276,0.00092953477303416,0.588305687288609,0.00127714362141727
