"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","501.1",501,0.189801032715993,0.00815105531015433,22,22501,0.6,0.05,0.63,0.1,"0.196370396746796",0.00776206438669719,0.0854991190109458,0.00342344623209553,0.0275443597022012,0.00106268632930679,0.362717704534729,0.0144834251887709
"2","501.1.1",501,0.189801032715993,0.00815105531015433,22,22502,0.6,0.1,0.28,0.13,"0.215371336252999",0.00850695699250863,0.0884203612384415,0.0035293176883555,0.0408140520731942,0.00159868748613815,0.387428767752086,0.0154339325956504
"3","501.1.2",501,0.189801032715993,0.00815105531015433,22,22503,0.6,0.15,0.44,0.23,"0.241846864399225",0.00996003126767903,0.100453840009214,0.00420959373667541,0.0430141820223891,0.00168733023810045,0.436838190157866,0.0181910483321504
"4","501.1.3",501,0.189801032715993,0.00815105531015433,22,22504,0.6,0.2,0.75,0.25,"0.189828949114747",0.00791411973007371,0.0893103847218771,0.00353877626362625,0.0134717804395913,0.000985603474793219,0.363577858662329,0.0148580297998593
"5","501.1.4",501,0.189801032715993,0.00815105531015433,22,22505,0.6,0.25,0.44,0.23,"0.212437863917232",0.0081542987902357,0.0872283110266998,0.00336949147901809,0.0401540241455065,0.00155419150220983,0.382100806177637,0.014763126644475
"6","501.1.5",501,0.189801032715993,0.00815105531015433,22,22506,0.6,0.3,0.04,0.17,"0.19841786052275",0.00771143327216373,0.0889939286790441,0.00350817861268311,0.0226022925768199,0.000837829527869839,0.371463938800252,0.0145901102418264
"7","501.1.6",501,0.189801032715993,0.00815105531015433,22,22507,0.6,0.35,0.35,0.12,"0.188176520137069",0.00731550298752774,0.0869330660508967,0.00343932570639946,0.016517060627722,0.000582652766001569,0.357307424599884,0.0140654162627932
"8","501.1.7",501,0.189801032715993,0.00815105531015433,22,22508,0.6,0.4,0.66,0.63,"0.726494253818613",0.0351392365741511,0.140271405204371,0.00676936539549476,0.450347170273266,0.0218909097745076,1.00023496813268,0.0484281102492753
"9","501.1.8",501,0.189801032715993,0.00815105531015433,22,22509,0.6,0.45,0.49,0.37,"0.281015218153788",0.0112782015227538,0.0994057538093752,0.00403206154523276,0.0842735944407216,0.00335358632362562,0.473974461556573,0.0191606024982857
"10","501.1.9",501,0.189801032715993,0.00815105531015433,22,22510,0.6,0.5,0.61,0.57,"0.284214730657716",0.0128679659430893,0.0909453710121615,0.00393986609542511,0.104236548551881,0.00513883722914868,0.460781743134726,0.0205851093442761
"11","501.1.10",501,0.189801032715993,0.00815105531015433,22,22511,0.6,0.55,0.58,0.45,"0.217840266695521",0.0081726352155524,0.0840079355075941,0.00317128379682826,0.052145220862241,0.00197213923144031,0.381472328891164,0.0144043290125813
"12","501.1.11",501,0.189801032715993,0.00815105531015433,22,22512,0.6,0.6,0.6,0.65,"0.245994240632478",0.00806303037314124,0.0680510796248345,0.00228983341435287,0.111652311447827,0.0035889882990294,0.378434915687996,0.0125661777705167
"13","501.1.12",501,0.189801032715993,0.00815105531015433,22,22513,0.6,0.65,0.48,0.75,"0.549564670109306",0.0228758939315314,0.116675668235147,0.00482967151195761,0.319677888346246,0.01341914537652,0.777068160388462,0.0323524653364201
"14","501.1.13",501,0.189801032715993,0.00815105531015433,22,22514,0.6,0.7,0.44,0.63,"0.189024251685365",0.00704918867291113,0.0716316254497273,0.00246847213592441,0.0477847952199455,0.00223335672009911,0.328600747354348,0.0119107203668545
"15","501.1.14",501,0.189801032715993,0.00815105531015433,22,22515,0.6,0.75,0.57,0.75,"0.168166592812467",0.00688370490095868,0.0807835923616499,0.00304331488360074,0.00850413628386947,0.000915559879649539,0.325193400891235,0.0128460894884558
"16","502.1",502,0.103537859529358,0.00757361032441259,27,22516,0.6,0.05,0.81,0.1,"population extinction",NA,NA,NA,NA,NA,NA,NA
"17","502.1.1",502,0.103537859529358,0.00757361032441259,27,22517,0.6,0.1,0.19,0.12,"population extinction",NA,NA,NA,NA,NA,NA,NA
"18","502.1.2",502,0.103537859529358,0.00757361032441259,27,22518,0.6,0.15,0.34,0.08,"population extinction",NA,NA,NA,NA,NA,NA,NA
"19","502.1.3",502,0.103537859529358,0.00757361032441259,27,22519,0.6,0.2,0.52,0.17,"population extinction",NA,NA,NA,NA,NA,NA,NA
