"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","501.3",501,0.189801032715993,0.00815105531015433,22,52501,0.3,0.05,0.19,0.12,"0.179268037651099",0.00708496708540753,0.0872490884749721,0.00351853986492708,0.00721786072445961,0.000208620564993744,0.349248677815542,0.0140020385087081
"2","501.3.1",501,0.189801032715993,0.00815105531015433,22,52502,0.3,0.1,0.44,0.18,"0.227131545664408",0.00931532493942968,0.0856309774743265,0.00352147101548741,0.0583606864069168,0.0024407942717447,0.394049516226749,0.0162457952011116
"3","501.3.2",501,0.189801032715993,0.00815105531015433,22,52503,0.3,0.15,0.2,0.07,"0.231823030709273",0.00913317802053547,0.0875328900697636,0.00347575833640909,0.0590008443181717,0.00232908462942639,0.40214261330837,0.0159546721662115
"4","501.3.3",501,0.189801032715993,0.00815105531015433,22,52504,0.3,0.2,0.27,0.2,"0.259418456305652",0.0104183772990517,0.0897833030036918,0.00361945063711715,0.0819643938161195,0.0033229175921987,0.433936460486423,0.0175121719140124
"5","501.3.4",501,0.189801032715993,0.00815105531015433,22,52505,0.3,0.25,0.11,0.22,"0.231976046886346",0.00914708907470608,0.0853465770710051,0.00337210737347272,0.0635921708424163,0.00255322952137599,0.39816820204531,0.0157727568775595
"6","501.3.5",501,0.189801032715993,0.00815105531015433,22,52506,0.3,0.3,0.26,0.35,"0.248566553806387",0.00966836925461516,0.0826945983932812,0.00321709698808805,0.0852943627628783,0.00337382968157514,0.409473134289617,0.0159856133129261
"7","501.3.6",501,0.189801032715993,0.00815105531015433,22,52507,0.3,0.35,0.4,0.42,"0.307848374527259",0.0126276217726983,0.0901381002565054,0.00356861682899806,0.12983248268455,0.00563677444934487,0.483202567514531,0.0196271092641242
"8","501.3.7",501,0.189801032715993,0.00815105531015433,22,52508,0.3,0.4,0.26,0.35,"0.231148790949433",0.00905960556563474,0.0945626243212679,0.0037557305056616,0.0448486747852773,0.00171864702335896,0.415531761443062,0.0164410190063453
"9","501.3.8",501,0.189801032715993,0.00815105531015433,22,52509,0.3,0.45,0.41,0.57,"0.426345940891222",0.0191814342214257,0.0968958195296647,0.00429890258512911,0.23493389549053,0.0107583747447736,0.614810211023883,0.0276124176873732
"10","501.3.9",501,0.189801032715993,0.00815105531015433,22,52510,0.3,0.5,0.3,0.32,"0.292540273082539",0.0116444364734306,0.0865335891278825,0.00342916540895699,0.121604676014092,0.00492860528481542,0.460829544471631,0.0183715459078414
"11","501.3.10",501,0.189801032715993,0.00815105531015433,22,52511,0.3,0.55,0.38,0.48,"0.313263367105536",0.0127529439025119,0.0846067450123522,0.00344075452192529,0.146420003991972,0.00603106039656099,0.478096858567331,0.0195197767062985
"12","501.3.11",501,0.189801032715993,0.00815105531015433,22,52512,0.3,0.6,0.33,0.63,"0.368309820155414",0.0124135387626821,0.079557681234413,0.00276317272687899,0.211354565294801,0.00700832283259645,0.523232228405038,0.0178401057995437
"13","501.3.12",501,0.189801032715993,0.00815105531015433,22,52513,0.3,0.65,0.19,0.67,"0.34867997677019",0.0123647555389872,0.0845222676038132,0.00295413522912714,0.182316866340256,0.00659702704225124,0.513632584970488,0.0181767387252536
"14","501.3.13",501,0.189801032715993,0.00815105531015433,22,52514,0.3,0.7,0.35,0.68,"0.498230585549759",0.0198841634210952,0.0877765648273852,0.00347792949560274,0.325061314422323,0.0130799384591987,0.669159981965655,0.0267141442525648
"15","501.3.14",501,0.189801032715993,0.00815105531015433,22,52515,0.3,0.75,0.25,0.68,"0.366348736148553",0.0138406649552776,0.0711494597033807,0.00262952112019877,0.226497385365556,0.00873256889800659,0.505432840467838,0.0190416898609958
"16","502.3",502,0.103537859529358,0.00757361032441259,27,52516,0.3,0.05,0.48,0.03,"population extinction",NA,NA,NA,NA,NA,NA,NA
"17","502.3.1",502,0.103537859529358,0.00757361032441259,27,52517,0.3,0.1,0.3,0.05,"population extinction",NA,NA,NA,NA,NA,NA,NA
"18","502.3.2",502,0.103537859529358,0.00757361032441259,27,52518,0.3,0.15,0.27,0.23,"population extinction",NA,NA,NA,NA,NA,NA,NA
"19","502.3.3",502,0.103537859529358,0.00757361032441259,27,52519,0.3,0.2,0.33,0.18,"population extinction",NA,NA,NA,NA,NA,NA,NA
"20","502.3.4",502,0.103537859529358,0.00757361032441259,27,52520,0.3,0.25,0.45,0.32,"population extinction",NA,NA,NA,NA,NA,NA,NA
"21","502.3.5",502,0.103537859529358,0.00757361032441259,27,52521,0.3,0.3,0.15,0.32,"population extinction",NA,NA,NA,NA,NA,NA,NA
"22","502.3.6",502,0.103537859529358,0.00757361032441259,27,52522,0.3,0.35,0.21,0.47,"population extinction",NA,NA,NA,NA,NA,NA,NA
"23","502.3.7",502,0.103537859529358,0.00757361032441259,27,52523,0.3,0.4,0.18,0.4,"population extinction",NA,NA,NA,NA,NA,NA,NA
"24","502.3.8",502,0.103537859529358,0.00757361032441259,27,52524,0.3,0.45,0.3,0.32,"population extinction",NA,NA,NA,NA,NA,NA,NA
"25","502.3.9",502,0.103537859529358,0.00757361032441259,27,52525,0.3,0.5,0.41,0.62,"population extinction",NA,NA,NA,NA,NA,NA,NA
"26","502.3.10",502,0.103537859529358,0.00757361032441259,27,52526,0.3,0.55,0.38,0.45,"population extinction",NA,NA,NA,NA,NA,NA,NA
"27","502.3.11",502,0.103537859529358,0.00757361032441259,27,52527,0.3,0.6,0.18,0.6,"population extinction",NA,NA,NA,NA,NA,NA,NA
"28","502.3.12",502,0.103537859529358,0.00757361032441259,27,52528,0.3,0.65,0.42,0.6,"population extinction",NA,NA,NA,NA,NA,NA,NA
"29","502.3.13",502,0.103537859529358,0.00757361032441259,27,52529,0.3,0.7,0.18,0.83,"population extinction",NA,NA,NA,NA,NA,NA,NA
