"","X","simNumber","autocorrs","prop_miss","autocorr_act","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha","r","alpha","N0"
"8265",1,144,0.6,0.42,0.71,0.0115606355492981,0.00411657677789236,0.22804607185458,0.0146306825145469,-0.451592676035801,-0.0250654668682901,0.443275191684395,0.0323499914721842,0.0472052811142892,0.0057073901402764,15
"8266",1,146,0.6,0.15,0.69,-0.233381529922103,0.00311459999469172,0.302951240165983,0.0229347913486393,-0.8648994575331,-0.0426898672369519,0.327161029427183,0.0476166145954768,0.0438587331366234,0.00864119709981605,20
"8267",1,146,0.6,0.33,0.65,-0.112708115865872,0.00922696236271148,0.325015796438435,0.0243487586330138,-0.7837102882439,-0.0392945829033088,0.494204132034352,0.0564759060480559,0.0438587331366234,0.00864119709981605,20
"8268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8269",1,146,0.6,0.08,0.84,-0.584466874608053,-0.0236589856583234,0.38669933197422,0.027091814297774,-1.398898713118,-0.0788172889732863,0.123302007320471,0.0278408247227774,0.0438587331366234,0.00864119709981605,20
"8270",1,146,0.6,0.25,0.22,0.225915835349227,0.0718591599015784,0.288357262875784,0.0303574930516181,-0.364247032998981,0.0160941848581625,0.771157008930493,0.136386381487485,0.0438587331366234,0.00864119709981605,20
"8271",1,146,0.6,0.25,0.79,-0.66915650972578,-0.0290581439481237,0.410424257903739,0.0275522247230077,-1.54410276084466,-0.086142113007827,0.0738690077136513,0.0224836860194585,0.0438587331366234,0.00864119709981605,20
"8272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8273",1,146,0.6,0.38,0.48,-0.019421474464541,0.0172264424602487,0.278916019582395,0.0218899942691276,-0.59429062742547,-0.0261206349678662,0.502252641464899,0.059993074725965,0.0438587331366234,0.00864119709981605,20
"8274",1,146,0.6,0.25,0.84,-0.611802096038293,-0.0233281310393557,0.397583179775991,0.0275232170282744,-1.45752623671769,-0.0799206424335152,0.109219550593348,0.0285440723790278,0.0438587331366234,0.00864119709981605,20
"8275",1,146,0.6,0.33,0.63,0.0214400341452766,0.0219033664931288,0.254311891535289,0.0209428676221422,-0.50100729053166,-0.0192656769915794,0.498332082692385,0.0630924620694021,0.0438587331366234,0.00864119709981605,20
"8276",1,147,0.6,0.11,0.86,-0.0597722915194181,0.000990556611357926,0.193584798460809,0.0120363785968045,-0.451089654718812,-0.0229969273895067,0.308136648112646,0.0242065062136313,2.85320595465403e-05,0.0089723609581124,23
"8277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8278",1,147,0.6,0.07,0.86,-0.0460555251125308,0.00205175533254279,0.193927741454475,0.0123255506698193,-0.437344693482036,-0.0224532931657803,0.323098691836013,0.02587516287862,2.85320595465403e-05,0.0089723609581124,23
"8279",1,147,0.6,0.04,0.86,-0.0954909248637132,-0.00130971394829659,0.195724823662203,0.0123374711024791,-0.490615353775655,-0.025857566693907,0.276905795465031,0.0225197251060687,2.85320595465403e-05,0.0089723609581124,23
"8280",1,147,0.6,0.14,0.89,-0.0135731701378094,0.0041476540112653,0.191445977743684,0.0121366429261599,-0.40010063531999,-0.0199957307509998,0.350671233455714,0.0275964495545277,2.85320595465403e-05,0.0089723609581124,23
"8281",1,147,0.6,0.46,0.53,-0.0155366128335967,0.00371610139344509,0.181735820632856,0.0114725010678303,-0.380993882258882,-0.0190058198159633,0.331776890968428,0.0259902279988596,2.85320595465403e-05,0.0089723609581124,23
"8282",1,147,0.6,0.48,0.46,0.00147835105967129,0.00426342016748888,0.181241729470641,0.0115655188425214,-0.361013410390371,-0.0185321864931047,0.349733177616088,0.0268238687143395,2.85320595465403e-05,0.0089723609581124,23
"8283",1,147,0.6,0.3,0.66,-0.0325393511674729,0.00250690847146259,0.177033944459241,0.0113178306573286,-0.388541324737221,-0.0199182631188422,0.305734089498644,0.0244666711537063,2.85320595465403e-05,0.0089723609581124,23
"8284",1,147,0.6,0.39,0.64,0.0324587133180211,0.00763580161108148,0.185368325350913,0.0120825398902902,-0.339820671043912,-0.0162396623736221,0.386966393596401,0.0311308147979922,2.85320595465403e-05,0.0089723609581124,23
"8285",1,147,0.6,0.53,0.6,-0.0225319998911585,0.00335806881393166,0.181204950315833,0.0115404608559733,-0.388229036346828,-0.0195889274955904,0.322479083756538,0.0256733576899969,2.85320595465403e-05,0.0089723609581124,23
"8286",1,147,0.6,0.64,0.99,0.247497132707847,0.0226329540137886,0.177985064216418,0.0119342822522392,-0.109814185115267,-0.000936609588315662,0.588154873734864,0.0458637949044168,2.85320595465403e-05,0.0089723609581124,23
"8287",1,147,0.6,0.6,0.53,-0.0575938394863993,0.000201206971791658,0.154523418445035,0.00839914497981359,-0.367741582049843,-0.0164002577097423,0.238372287750986,0.0165469975551333,2.85320595465403e-05,0.0089723609581124,23
"8288",1,147,0.6,0.79,0.49,0.151455657813962,0.0148930885869509,0.129115675802981,0.00905814748571696,-0.105751039721924,-0.00284095395542532,0.400522870882853,0.0326785534382573,2.85320595465403e-05,0.0089723609581124,23
"8289",1,147,0.6,0.61,0.64,-0.0794215318439699,-0.00104238239344944,0.151752793534515,0.00849572558748097,-0.384485277846579,-0.017871107540632,0.210679018168721,0.0154491680473032,2.85320595465403e-05,0.0089723609581124,23
"8290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8291",1,156,0.6,0.24,0.63,-0.127560366691483,0.00314893142374508,0.198392503922455,0.0120794268830269,-0.527930947954718,-0.0204311224042612,0.250654376796574,0.0269921842791234,0.0190551837545231,0.00987092510960065,23
"8292",1,156,0.6,0.47,0.66,0.149627203995151,0.0171627964135924,0.19959655910922,0.0118029342010536,-0.2505846852571,-0.0058764612366579,0.53253404516483,0.0404426463865446,0.0190551837545231,0.00987092510960065,23
"8293",1,156,0.6,0.24,0.83,-0.161981893075493,0.000808979935234525,0.206993241005068,0.0123538711470734,-0.580174051303685,-0.0233695015255436,0.232089818775544,0.0251217519349947,0.0190551837545231,0.00987092510960065,23
"8294",1,156,0.6,0.24,0.66,0.0326503921686496,0.0134013971457221,0.196629880112836,0.0123141040686271,-0.362781890873666,-0.0105716185501392,0.408760584635843,0.0377626082931991,0.0190551837545231,0.00987092510960065,23
"8295",1,156,0.6,0.4,0.57,-0.023038745191367,0.00883906974202027,0.17670952628637,0.0106361153040878,-0.379650582824042,-0.0119318187923056,0.313692047074088,0.0298130228498248,0.0190551837545231,0.00987092510960065,23
"8296",1,156,0.6,0.5,0.83,0.0270866356680272,0.012318505410212,0.155580947087596,0.0103590309780386,-0.286187139514385,-0.00785318585723769,0.324185554258206,0.0328017519121315,0.0190551837545231,0.00987092510960065,23
