"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","501.4",501,0.189801032715993,0.00815105531015433,22,67501,0.4,0.05,0.35,0.12,"0.190099734670277",0.00739809889646007,0.0878607229012041,0.00347977557359843,0.016639234592086,0.000586601955460746,0.361065182965141,0.0142278881817042
"2","501.4.1",501,0.189801032715993,0.00815105531015433,22,67502,0.4,0.1,0.13,0.08,"0.230865487007988",0.00905054836628863,0.0868742817062207,0.00343096706751663,0.0593537401806127,0.00233475864404125,0.399916166449063,0.0157848804191322
"3","501.4.2",501,0.189801032715993,0.00815105531015433,22,67503,0.4,0.15,0.27,0.23,"0.256855958235557",0.0101943306293913,0.087145885732975,0.00344237749387136,0.0847652951191898,0.00345414088714477,0.426389707373032,0.0169488412527679
"4","501.4.3",501,0.189801032715993,0.00815105531015433,22,67504,0.4,0.2,0.42,0.17,"0.178374986092057",0.00683408221333941,0.0836447647160471,0.00320651883473855,0.0133238602596364,0.000563050941088143,0.341228624953445,0.0131334415915839
"5","501.4.4",501,0.189801032715993,0.00815105531015433,22,67505,0.4,0.25,0.6,0.15,"0.234905718767697",0.00928270517749585,0.0886247503416115,0.00352855807628207,0.0599699683852946,0.00237635368782588,0.407388963062732,0.0162087777585559
"6","501.4.5",501,0.189801032715993,0.00815105531015433,22,67506,0.4,0.3,0.24,0.33,"0.279056487941537",0.0117706916139992,0.101354239394133,0.00430671668470803,0.0783715713164948,0.00330403581093673,0.475723741015144,0.0201884224338938
"7","501.4.6",501,0.189801032715993,0.00815105531015433,22,67507,0.4,0.35,0.31,0.27,"0.32777447679348",0.0128035159641649,0.0897071392450275,0.00349481250237389,0.150571466799763,0.00595487520652424,0.502230155060231,0.0196547965780187
"8","501.4.7",501,0.189801032715993,0.00815105531015433,22,67508,0.4,0.4,0.25,0.52,"0.427338980857356",0.0166716367400357,0.0933376463522648,0.00365481889697508,0.242313631283613,0.00947622764646703,0.608239509217111,0.0238048876566858
"9","501.4.8",501,0.189801032715993,0.00815105531015433,22,67509,0.4,0.45,0.34,0.37,"0.301408538018365",0.0118965345714048,0.0855055826092866,0.00339612223013778,0.132358217359431,0.00523962488175608,0.467559197364025,0.0185532941429734
"10","501.4.9",501,0.189801032715993,0.00815105531015433,22,67510,0.4,0.5,0.43,0.38,"0.221606942703588",0.00852312878653124,0.0849031700023776,0.00327099852966819,0.0542170297644371,0.00213156964893443,0.38704325106166,0.0149541710206556
"11","501.4.10",501,0.189801032715993,0.00815105531015433,22,67511,0.4,0.55,0.32,0.4,"0.340307148300565",0.0136200652503335,0.0964383585943697,0.00384366063080351,0.149663206763491,0.00607661847016619,0.527713639935927,0.0211442716904064
"12","501.4.11",501,0.189801032715993,0.00815105531015433,22,67512,0.4,0.6,0.35,0.6,"0.443444378760978",0.019775982009653,0.0975020773697411,0.00434156893436199,0.250627701196853,0.0112581710817138,0.632876573826153,0.0282792096293705
"13","501.4.12",501,0.189801032715993,0.00815105531015433,22,67513,0.4,0.65,0.28,0.55,"0.337742028260539",0.0139295847091944,0.0822267546357809,0.0032542059065662,0.175470319282587,0.00756817592893381,0.497815141680647,0.0203254869710345
"14","501.4.13",501,0.189801032715993,0.00815105531015433,22,67514,0.4,0.7,0.36,0.65,"0.544872297053961",0.0232840299296315,0.102243919669294,0.00427479083858599,0.343352556663555,0.0149197122246804,0.744171776927472,0.0316780273401899
"15","501.4.14",501,0.189801032715993,0.00815105531015433,22,67515,0.4,0.75,0.42,0.73,"0.20819961216499",0.00804886898681973,0.0680716059890907,0.00240918375965794,0.0738429436186936,0.00335062215049222,0.340710006918217,0.0127959559367426
"16","502.4",502,0.103537859529358,0.00757361032441259,27,67516,0.4,0.05,0.56,0.08,"population extinction",NA,NA,NA,NA,NA,NA,NA
"17","502.4.1",502,0.103537859529358,0.00757361032441259,27,67517,0.4,0.1,0.28,0.13,"population extinction",NA,NA,NA,NA,NA,NA,NA
"18","502.4.2",502,0.103537859529358,0.00757361032441259,27,67518,0.4,0.15,0.3,0.05,"population extinction",NA,NA,NA,NA,NA,NA,NA
"19","502.4.3",502,0.103537859529358,0.00757361032441259,27,67519,0.4,0.2,0.44,0.23,"population extinction",NA,NA,NA,NA,NA,NA,NA
"20","502.4.4",502,0.103537859529358,0.00757361032441259,27,67520,0.4,0.25,0.26,0.35,"population extinction",NA,NA,NA,NA,NA,NA,NA
"21","502.4.5",502,0.103537859529358,0.00757361032441259,27,67521,0.4,0.3,0.62,0.33,"population extinction",NA,NA,NA,NA,NA,NA,NA
"22","502.4.6",502,0.103537859529358,0.00757361032441259,27,67522,0.4,0.35,0.52,0.38,"population extinction",NA,NA,NA,NA,NA,NA,NA
"23","502.4.7",502,0.103537859529358,0.00757361032441259,27,67523,0.4,0.4,0.47,0.43,"population extinction",NA,NA,NA,NA,NA,NA,NA
"24","502.4.8",502,0.103537859529358,0.00757361032441259,27,67524,0.4,0.45,0.36,0.38,"population extinction",NA,NA,NA,NA,NA,NA,NA
"25","502.4.9",502,0.103537859529358,0.00757361032441259,27,67525,0.4,0.5,0.44,0.55,"population extinction",NA,NA,NA,NA,NA,NA,NA
"26","502.4.10",502,0.103537859529358,0.00757361032441259,27,67526,0.4,0.55,0.35,0.53,"population extinction",NA,NA,NA,NA,NA,NA,NA
"27","502.4.11",502,0.103537859529358,0.00757361032441259,27,67527,0.4,0.6,0.57,0.33,"population extinction",NA,NA,NA,NA,NA,NA,NA
"28","502.4.12",502,0.103537859529358,0.00757361032441259,27,67528,0.4,0.65,0.32,0.4,"population extinction",NA,NA,NA,NA,NA,NA,NA
"29","502.4.13",502,0.103537859529358,0.00757361032441259,27,67529,0.4,0.7,0.5,0.65,"population extinction",NA,NA,NA,NA,NA,NA,NA
"30","502.4.14",502,0.103537859529358,0.00757361032441259,27,67530,0.4,0.75,0.29,0.8,"population extinction",NA,NA,NA,NA,NA,NA,NA
"31","503.4",503,0.127530578209012,0.00875568771339022,17,67531,0.4,0.05,0.34,0.08,"0.304209344709575",0.0185368892074848,0.0994029734318026,0.00563860664530913,0.108027885424459,0.00753578948230223,0.497721163451399,0.0296415817940406
"32","503.4.1",503,0.127530578209012,0.00875568771339022,17,67532,0.4,0.1,0.62,0.23,"0.227852971241136",0.0134841962943637,0.0934416804355878,0.00503212812703648,0.0432460881205851,0.00366060326439327,0.409582738239711,0.0233896822711105
"33","503.4.2",503,0.127530578209012,0.00875568771339022,17,67533,0.4,0.15,0.07,0.1,"0.20532565099256",0.0122484700119298,0.0959893503990448,0.00523354531419608,0.0156914876582577,0.0020282007634636,0.392010008478029,0.0225465286390894
"34","503.4.3",503,0.127530578209012,0.00875568771339022,17,67534,0.4,0.2,0.35,0.12,"0.267304211616016",0.016515796126136,0.0969572510519188,0.00553444895510307,0.0759585795160992,0.00572395507428474,0.456076976436255,0.0274224410701342
"35","503.4.4",503,0.127530578209012,0.00875568771339022,17,67535,0.4,0.25,0.25,0.28,"0.294620944667266",0.0169903280449669,0.0932784013765633,0.00497212517323041,0.110352289340685,0.007281847415696,0.476035003900651,0.0267746884396343
"36","503.4.5",503,0.127530578209012,0.00875568771339022,17,67536,0.4,0.3,0.34,0.28,"0.346602926487224",0.0207826479621291,0.0973891071810517,0.00548071135689654,0.154248060803751,0.0100816050207426,0.536047118593736,0.0315684294687593
"37","503.4.6",503,0.127530578209012,0.00875568771339022,17,67537,0.4,0.35,0.32,0.48,"0.347096036018955",0.0204916578229506,0.116523131354231,0.00645137180211343,0.115998943692778,0.00780289293405838,0.572824087536838,0.0330954820829566
"38","503.4.7",503,0.127530578209012,0.00875568771339022,17,67538,0.4,0.4,0.27,0.37,"0.427414551094675",0.0248862753405535,0.0981216821398767,0.00535221928665532,0.233430354212065,0.0144187989237117,0.618088050265973,0.0354007924957914
"39","503.4.8",503,0.127530578209012,0.00875568771339022,17,67539,0.4,0.45,0.48,0.35,"0.350904994338961",0.021005988832236,0.0969728660564064,0.00547136466915519,0.159533114479249,0.0103357271305415,0.539709255732304,0.031786609293209
"40","503.4.9",503,0.127530578209012,0.00875568771339022,17,67540,0.4,0.5,0.39,0.6,"0.409837093319301",0.0233926448049873,0.0954181183933683,0.0051198369116024,0.221564986676415,0.0134025015559453,0.595635657129004,0.0334743961102298
"41","503.4.10",503,0.127530578209012,0.00875568771339022,17,67541,0.4,0.55,0.36,0.65,"0.541884933886125",0.0257532732444932,0.0992340335334292,0.0045712131614089,0.346263182190167,0.0168164803991161,0.735282957060966,0.034736875538183
"42","503.4.11",503,0.127530578209012,0.00875568771339022,17,67542,0.4,0.6,0.37,0.57,"0.387038973576999",0.0200779233429189,0.0882981196613617,0.00432033048188302,0.2125039347185,0.0116308650884849,0.558659672428863,0.0285682174165741
"43","503.4.12",503,0.127530578209012,0.00875568771339022,17,67543,0.4,0.65,0.45,0.62,"0.484040036966591",0.0300366943307929,0.0970416192504645,0.00579645564484178,0.292441681048381,0.0187291326656088,0.672883333076085,0.0414542042015688
"44","503.4.13",503,0.127530578209012,0.00875568771339022,17,67544,0.4,0.7,0.14,0.7,"1.36113268743522",0.0795235696763903,0.112224622934379,0.00666344924628678,1.13974654132371,0.0664952956922603,1.57968958916148,0.0926176038755071
"45","503.4.14",503,0.127530578209012,0.00875568771339022,17,67545,0.4,0.75,0.46,0.82,"1.04638521107655",0.079193397835347,0.110444373801284,0.0078915305921056,0.828053029940053,0.0637655967811078,1.26103121331291,0.0947035252280063
"46","504.4",504,0.322937022371118,0.00120192271075211,21,67546,0.4,0.05,0.48,0.03,"0.442535235337733",0.00164324371566943,0.0542742758679702,0.000207553002722631,0.335021424687174,0.00123245819859341,0.54779120060297,0.0020461204064038
"47","504.4.1",504,0.322937022371118,0.00120192271075211,21,67547,0.4,0.1,0.44,0.13,"0.433284115308828",0.00159194752760106,0.0536520238392169,0.000203872265997148,0.327040150533626,0.00118859303874928,0.537368497666078,0.00198781798853246
"48","504.4.2",504,0.322937022371118,0.00120192271075211,21,67548,0.4,0.15,0.28,0.17,"0.429680517232642",0.00159806195899556,0.0539191963626254,0.000206743237710967,0.322904089229147,0.00118901691398819,0.534279815553768,0.00199949683268793
"49","504.4.3",504,0.322937022371118,0.00120192271075211,21,67549,0.4,0.2,0.33,0.18,"0.447690213482829",0.00167327835445008,0.053482768217106,0.000205818985707642,0.341788823641253,0.00126610834313069,0.551452636753125,0.00207296119514392
"50","504.4.4",504,0.322937022371118,0.00120192271075211,21,67550,0.4,0.25,0.44,0.37,"0.445390125870896",0.00167367210538599,0.0512057852324323,0.000198156320681446,0.344116364248512,0.00128215290176072,0.544849137101407,0.00205894796378244
"51","504.4.5",504,0.322937022371118,0.00120192271075211,21,67551,0.4,0.3,0.23,0.22,"0.52742306643483",0.00196593776593856,0.0551449846593144,0.000210894984113991,0.418149549456494,0.00154839477088351,0.634330636545082,0.00237515043922773
"52","504.4.6",504,0.322937022371118,0.00120192271075211,21,67552,0.4,0.35,0.65,0.52,"0.388113149123572",0.00145014872595947,0.0470843418941901,0.000181570417012745,0.295113212786757,0.00109192921362089,0.479685532265927,0.00180369024689448
"53","504.4.7",504,0.322937022371118,0.00120192271075211,21,67553,0.4,0.4,0.5,0.22,"0.553331179397012",0.00207654783777053,0.0574119963026747,0.000220615944869496,0.439613370604647,0.00163993844299829,0.664678314943883,0.00250478944993579
"54","504.4.8",504,0.322937022371118,0.00120192271075211,21,67554,0.4,0.45,0.13,0.43,"0.511866184520353",0.00190658148170823,0.0553180392835616,0.000211438856485772,0.402417310462533,0.00148861917707432,0.619270665378132,0.00231748332823326
