"","X","SimNumber","r","alpha","N0","id","autoCorr","propMiss","actAutoCorr","actPropMiss","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha"
"1","1.4",1,0.35270129008626,0.00529518827353604,19,60001,0.9,0.05,0.84,0.12,"0.288584862487634",0.00478035798280262,0.0729615806502342,0.00123042019173746,0.144624377713925,0.00236184218800752,0.430636070598394,0.00718512654136161
"2","1.4.1",1,0.35270129008626,0.00529518827353604,19,60002,0.9,0.1,0.84,0.32,"0.284176023368484",0.00494951624607469,0.0747395689261548,0.00133413287458603,0.136490616970115,0.00232338483706892,0.429482577771059,0.00755342288664431
"3","1.4.2",1,0.35270129008626,0.00529518827353604,19,60003,0.9,0.15,0.73,0.07,"0.290582885230421",0.00492427044284833,0.0776344251016692,0.00134354899861441,0.137417153111674,0.00228327716261103,0.441744373997455,0.00754998792753252
"4","1.4.3",1,0.35270129008626,0.00529518827353604,19,60004,0.9,0.2,0.87,0.13,"0.264888737624127",0.00438342427105968,0.0722908921998657,0.00122013937158998,0.122345407239095,0.00198694314785379,0.405727135385489,0.00676991511064126
"5","1.4.4",1,0.35270129008626,0.00529518827353604,19,60005,0.9,0.25,0.88,0.57,"0.351261967391387",0.00546776070768662,0.0731880337368068,0.00115202759203059,0.206842037789573,0.00320259649393142,0.493736834123236,0.00771850653379808
"6","1.4.5",1,0.35270129008626,0.00529518827353604,19,60006,0.9,0.3,0.92,0.77,"0.322508459019336",0.00746684173704222,0.0989163439991035,0.00229121884320323,0.127017400485576,0.0029605115818572,0.514779597784556,0.0119424125335455
"7","1.4.6",1,0.35270129008626,0.00529518827353604,19,60007,0.9,0.35,0.81,0.1,"0.357358518363682",0.00595592183461967,0.076084336000015,0.00128868055045445,0.207103763485345,0.00342005244536109,0.505359112095023,0.00847175655671893
"8","1.4.7",1,0.35270129008626,0.00529518827353604,19,60008,0.9,0.4,0.87,0.63,"0.230467869364651",0.00482036607045074,0.0678772173243837,0.00144177666789962,0.096431840586742,0.00198949383605053,0.362519166779394,0.0076414591686496
"9","1.4.8",1,0.35270129008626,0.00529518827353604,19,60009,0.9,0.45,0.81,0.2,"0.25892026758751",0.00429365263889886,0.0726805831271655,0.00123587868959635,0.115591570172792,0.00186599965383162,0.400501993260127,0.00671068972530207
"10","1.4.9",1,0.35270129008626,0.00529518827353604,19,60010,0.9,0.5,0.85,0.13,"0.376132496957989",0.00617285371593954,0.0812986421381155,0.00135511303198917,0.215572574598398,0.00350528832258852,0.53426111839661,0.00881727894007295
