missingprop_autocor,Estimate,Est.Error,Q2.5,Q97.5,date,GPP,missingness,type,run_no
y_noMiss,-0.0420078971472627,1.016091434822846,-2.026920632230364,1.889275542971818,292,-0.12059649445676646,MNAR,brms,516
y_noMiss,0.7715920162942294,1.191097478790732,-1.5502121624789285,3.1560945850468785,293,-2.6196970886485387,MNAR,brms,516
y_noMiss,-0.1834306014792826,1.1907515189531372,-2.5130888208688535,2.1680664265154364,294,-2.3846604504531572,MNAR,brms,516
y_noMiss,-0.22331731524244144,1.214383733167395,-2.6182992245937955,2.117287111698754,295,-0.07886413131594927,MNAR,brms,516
y_noMiss,0.8576582720724535,1.2467336075246533,-1.62666782695291,3.3107222588560448,296,0.5339367754499355,MNAR,brms,516
y_noMiss,0.7574354288106218,1.2483987446054572,-1.7126544190029453,3.1848823631961305,297,0.09593129705606826,MNAR,brms,516
y_noMiss,0.3695910000006083,1.232546190708395,-2.0205405391090174,2.762877238480053,298,0.5206448350336819,MNAR,brms,516
y_noMiss,0.06952861190868533,1.2390422820394897,-2.389518689453988,2.4899171532085442,299,0.3461115524393739,MNAR,brms,516
y_noMiss,0.760582926298411,1.2266040273753243,-1.6476112475047702,3.2130445484300485,300,0.3521489290897424,MNAR,brms,516
y_noMiss,0.40616538101481015,1.2224726806874933,-1.9866544869167737,2.8322632347281007,301,-0.633380426312177,MNAR,brms,516
y_noMiss,0.4589254632233694,1.2215849204275946,-1.9372967489172783,2.852745569865304,302,0.8463133379316133,MNAR,brms,516
y_noMiss,1.486875926899131,1.2320495464400032,-0.9338150280100361,3.90140884706537,303,0.9184902571027544,MNAR,brms,516
y_noMiss,0.4106164842943388,1.231629514501739,-2.023350143300176,2.8185531167172346,304,1.7585842877076423,MNAR,brms,516
y_noMiss,0.7810213057416038,1.2371399917691632,-1.6428860736536899,3.2363565005565973,305,-0.16699727402126802,MNAR,brms,516
y_noMiss,-0.3094835405237593,1.2302693323423537,-2.7640028314063136,2.042478191928232,306,0.018672900178140828,MNAR,brms,516
y_noMiss,0.09781392277632182,1.2360164208381321,-2.3237010334929167,2.518673859488953,307,-0.8191521452120819,MNAR,brms,516
y_noMiss,-0.22454901658097193,1.226816709871849,-2.6269065049617666,2.1429495735695667,308,0.004313899461589166,MNAR,brms,516
y_noMiss,-2.2601215521773855e-5,1.2058894749072175,-2.3715211577594264,2.3736995562728693,309,-1.4468097742513273,MNAR,brms,516
y_noMiss,0.12808188672128482,1.2110993606521425,-2.2704590685488486,2.5184648626665096,310,0.791262565125414,MNAR,brms,516
y_noMiss,0.9667037410017224,1.2167535274067545,-1.407964818604119,3.3906898834961847,311,1.6427612947338885,MNAR,brms,516
y_noMiss,0.3375257625937418,1.2180083001398943,-2.0073159348561975,2.713241011796098,312,-0.3176419510096259,MNAR,brms,516
y_noMiss,-0.029837754818751925,1.2012942544103922,-2.3691586868064314,2.335749467248719,313,-1.1897657268413495,MNAR,brms,516
y_noMiss,-0.14543440680351946,1.2163794616071177,-2.5140895446762768,2.240257886954704,314,2.447179417536576,MNAR,brms,516
y_noMiss,0.41483350685050574,1.213842319865929,-1.9696251311117743,2.8303323185353033,315,0.010494673242518626,MNAR,brms,516
y_noMiss,0.2808420828550739,1.2211586296775359,-2.089936476994467,2.641741133660943,316,-0.17221663637614504,MNAR,brms,516
y_noMiss,0.1760533525624015,1.2093311512399822,-2.210558318052482,2.560571322584505,317,-1.0491498865476623,MNAR,brms,516
y_noMiss,0.49342774667680295,1.198902518621722,-1.8565218913029726,2.8142627407086067,318,0.5729010071183426,MNAR,brms,516
y_noMiss,-0.029033679663190273,1.222904692270712,-2.441074849863532,2.3575232909374773,319,2.0169621812962797,MNAR,brms,516
y_noMiss,-0.07367494273879131,1.2272768336880024,-2.5127332930611774,2.3426119459771875,320,-0.22782113645029012,MNAR,brms,516
y_noMiss,0.3960648367557841,1.1939383965148722,-1.9433182622624854,2.7173373024173824,321,0.256172005482682,MNAR,brms,516
y_noMiss,0.4883987803422211,1.2151664710757504,-1.9002718420025704,2.826877466387818,322,1.269460917284316,MNAR,brms,516
y_noMiss,0.2584830944724133,1.2306493489610655,-2.195626321512043,2.671016638846634,323,2.487695893072478,MNAR,brms,516
y_noMiss,-0.48066385781707277,1.2107920299484152,-2.866241057385878,1.8969755721766517,324,2.046968456165939,MNAR,brms,516
y_noMiss,-0.3131731660249065,1.218601040668652,-2.7045458805518328,2.084537644655228,325,0.24700769992874833,MNAR,brms,516
y_noMiss,0.2516810989356829,1.2233442917874042,-2.132086733642113,2.630273327888827,326,-0.6247439147745981,MNAR,brms,516
y_noMiss,0.8674646391707396,1.2204007036468603,-1.567461040088832,3.314987283321284,327,-0.6592073179930014,MNAR,brms,516
y_noMiss,1.1451223598985887,1.2171110008518868,-1.2166276718729805,3.4807553166777,328,-1.001775690881479,MNAR,brms,516
y_noMiss,-0.8215766681012967,1.2346693292598692,-3.168252943315622,1.688881966501557,329,-0.690877391480448,MNAR,brms,516
y_noMiss,0.6775336266860175,1.2340255624130798,-1.776359833170267,3.07906446209937,330,1.2404597097797192,MNAR,brms,516
y_noMiss,0.8719280913486885,1.24184745721309,-1.5433582285961043,3.3036704398438106,331,0.472487797158779,MNAR,brms,516
y_noMiss,0.26968415348396485,1.2345005433172853,-2.1532900276624525,2.6622580569864205,332,1.0009833211497068,MNAR,brms,516
y_noMiss,0.7441531428837368,1.2306872644485571,-1.682678845029774,3.117815299823939,333,1.0487621920548331,MNAR,brms,516
y_noMiss,-0.17963640448713297,1.223622552585737,-2.614801918231406,2.172827001962942,334,3.6080364645580003,MNAR,brms,516
y_noMiss,-0.17769658808979552,1.20824401672004,-2.555149322587328,2.1605369895647035,335,2.744620957254316,MNAR,brms,516
y_noMiss,-0.0068554426482580364,1.2247674006522973,-2.362536702868866,2.4206808283608896,336,1.5941061168940278,MNAR,brms,516
y_noMiss,0.20524111384458021,1.2107196663030653,-2.141622930230187,2.606151333342472,337,0.5921338762342093,MNAR,brms,516
y_noMiss,0.13669874395485312,1.2218847243210682,-2.2844150669120333,2.5325836840148446,338,1.8409454341957547,MNAR,brms,516
y_noMiss,-0.348379225567211,1.2281142228584543,-2.78051776158361,2.061277547135078,339,1.683467206482386,MNAR,brms,516
y_noMiss,0.6878134711226888,1.225672945445073,-1.752737941255505,3.0311796264168733,340,0.26043332587835727,MNAR,brms,516
y_noMiss,0.9578111829832467,1.232261052615786,-1.4702069584761228,3.354073554270376,341,0.9777053014927428,MNAR,brms,516
y_noMiss,0.18252945545730268,1.2172790685448494,-2.188894679165965,2.573445300435081,342,-0.147829038625356,MNAR,brms,516
y_noMiss,-0.14702515713565567,1.238107507373141,-2.581625763713201,2.2612004120075855,343,-1.0365392723366185,MNAR,brms,516
y_noMiss,-0.2461223737351599,1.2456513371916602,-2.679047273278918,2.2207060784090333,344,-0.4966127291875133,MNAR,brms,516
y_noMiss,0.5217729115921513,1.216058449586744,-1.850869908315125,2.8663478986562523,345,0.21337552991267705,MNAR,brms,516
y_noMiss,0.2045088208188127,1.2170870170197936,-2.1975340650358794,2.562885216964106,346,-0.6859717741906004,MNAR,brms,516
y_noMiss,-0.4053102412327158,1.2452440509095777,-2.897821514157074,2.0687711676148983,347,-0.05864806865086042,MNAR,brms,516
y_noMiss,-0.2463942916644075,1.219232153527354,-2.6519078832040455,2.1436340213481113,348,-0.15032239593058622,MNAR,brms,516
y_noMiss,-0.13978717913334132,1.2259717670675983,-2.5159307066963152,2.28104516336958,349,0.3244130620625899,MNAR,brms,516
y_noMiss,0.09363931897177614,1.2356630888159441,-2.3145031550315407,2.546490594430336,350,-0.4184466298920933,MNAR,brms,516
y_noMiss,0.782594089965001,1.2306037552540332,-1.6067020054600996,3.2104624973238103,351,1.1501254168996513,MNAR,brms,516
y_noMiss,-0.35527210034936685,1.2274699536388762,-2.754708596027893,2.0600215403182647,352,-0.3350891960042589,MNAR,brms,516
y_noMiss,0.05293932079468763,1.2262654991766635,-2.358791328509796,2.41344633467838,353,0.8186211381080484,MNAR,brms,516
y_noMiss,-0.10808934634573014,1.2159218197855715,-2.51590110009092,2.2760173705535807,354,2.0896616136705184,MNAR,brms,516
y_noMiss,0.3526574798353191,1.219266791813638,-2.0241911969312762,2.7711075998132952,355,1.5563684396717121,MNAR,brms,516
y_noMiss,-0.03735842318261595,1.2307364485626304,-2.4608377260813743,2.347288755271525,356,2.4388216127205657,MNAR,brms,516
y_noMiss,0.5516524005290173,1.23142608011816,-1.9470691022202853,2.940316710021814,357,0.20539323999018513,MNAR,brms,516
y_noMiss,-0.17242476566191492,1.2355353537981242,-2.5359403025330245,2.249238853045528,358,-0.9370491750271728,MNAR,brms,516
y_noMiss,-0.45454778351720804,1.2445309748057747,-2.8646543002338607,1.9846761579412915,359,0.23434230506682113,MNAR,brms,516
y_noMiss,0.10868201561774896,1.223747128804031,-2.2195998102460655,2.5001841056269862,360,1.4490282054457193,MNAR,brms,516
y_noMiss,-0.03142266383365528,1.197856549948658,-2.360955020906335,2.292172386836827,361,1.4945383395376384,MNAR,brms,516
y_noMiss,0.2146865975310455,1.2268943800161127,-2.183247418835402,2.591271728111711,362,0.7263330312937447,MNAR,brms,516
y_noMiss,0.48927573075690134,1.225416402412761,-1.9026714290906805,2.846400215423847,363,0.5670100093947764,MNAR,brms,516
y_noMiss,0.7272349200640587,1.2147463518797017,-1.6846385084118864,3.112097121665517,364,0.9459974604026771,MNAR,brms,516
y_noMiss,0.03999165388412644,1.235468238481564,-2.3585441523369415,2.4549436150970734,365,1.6279709276053342,MNAR,brms,516
