missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.23_autoCorr_0.5,b_Intercept,-0.48228389951004835,0.273811636740599,-1.0877350597585236,-0.46081708939078403,-8.551400773910115e-4,MAR,brms,137
propMissAct_0.23_autoCorr_0.5,b_light,0.6828713644967763,0.20081610164072738,0.3002566160199561,0.6832752899576706,1.0766984485406128,MAR,brms,137
propMissAct_0.23_autoCorr_0.5,b_Q,-0.8086275754142378,0.09133969159218336,-0.9884717697238122,-0.8083895019373286,-0.6284082537647483,MAR,brms,137
propMissAct_0.23_autoCorr_0.5,phi,0.8772282716024823,0.03392586887725677,0.8093243795587053,0.8779189176006582,0.9443606902120565,MAR,brms,137
propMissAct_0.23_autoCorr_0.5,sigma,0.49371158213840427,0.021165158791290987,0.45449271843064104,0.4926946084956383,0.537599030341473,MAR,brms,137
propMissAct_0.23_autoCorr_0.5,Intercept,0.5244977738757842,0.24692832906573198,-0.042930902355224176,0.5516265053373665,0.9355726101316426,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,b_Intercept,-0.48131758036196803,0.26141759748950655,-1.023896938120404,-0.47130535318186223,0.007952976883798882,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,b_light,0.9884771180750191,0.2905568342228225,0.4306198755509541,0.9836800267092267,1.5674861600164895,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,b_Q,-0.709347737749394,0.11939414652223343,-0.9440606456056786,-0.7088179854773474,-0.474218423309103,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,phi,0.8472412073523964,0.03904494728128904,0.7681080635334392,0.8480426553571265,0.9214215798935287,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,sigma,0.5361111828323223,0.02773085257975807,0.48543329925194484,0.5350729410425904,0.5942131120880466,MAR,brms,137
propMissAct_0.43_autoCorr_0.54,Intercept,0.58710413759423985,0.21284563445018756,0.11237918802933657,0.6029341335702803,0.9599958664860693,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,b_Intercept,-1.4071424777147945,0.4725199616038454,-2.3707646377396037,-1.3868586428162346,-0.5523054057810941,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,b_light,0.3072572358111244,0.25707504304907636,-0.19648909439478304,0.3069772648487017,0.8152351941134087,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,b_Q,-1.207817410159854,0.11115955398584193,-1.424502532680248,-1.2089057349446217,-0.9860391446772818,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,phi,0.9576935240123571,0.023222303881205834,0.9049082077257256,0.9605459481015792,0.9946376614902175,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,sigma,0.4160400689546624,0.027950881326873987,0.365864864899607,0.4144256311615714,0.47486614499144814,MAR,brms,137
propMissAct_0.64_autoCorr_0.51,Intercept,-0.24237168252289976,0.45052913712797427,-1.1656322053043562,-0.2143117508069563,0.5513211628164946,MAR,brms,137
