date,GPP,light,Q,GPP.upper,GPP.lower,Jdate,light.rel
2012-01-01,1.53957194522951,70.2150416666667,0.39850062809375,1.92258087760208,1.17440210052957,1,0.209546786044813
2012-01-02,1.71304443891437,53.804375,0.3698888139375,2.13037187812293,1.30230541109682,2,0.1605714899369242
2012-01-03,1.56015742079022,92.673,0.35012601446875,1.91132234257327,1.18250077233526,3,0.27656936237851615
2012-01-04,1.69754633978529,90.5177916666667,0.336262558125,2.08674101666177,1.30837901170466,4,0.2701374502299631
2012-01-05,1.71336231117703,91.07825,0.33655752528125,2.09952736252813,1.33741492563682,5,0.2718100582591595
2012-01-06,1.84670104408471,69.41575,0.3132551199375,2.25752297233562,1.40917194889999,6,0.20716141396659743
2012-01-07,1.60363514829019,95.3399583333333,0.31590982434375,2.01247808900061,1.21907668751906,7,0.28452851947648494
2012-01-08,1.67489557670527,95.4295,0.311485317,2.08213607427818,1.27395271523747,8,0.2847957438207526
2012-01-09,1.73042798689707,87.5730833333333,0.317384660125,2.13706315463306,1.31732992178485,9,0.2613493878370254
2012-01-10,1.72922189377522,95.1145833333333,0.311485317,2.1158517720854,1.35021626147594,10,0.283855919905455
2012-01-11,1.81445397587471,96.9691666666667,0.31414002140625,2.22825615056269,1.43438011862164,11,0.2893906595812812
2012-01-12,1.37844170252156,39.1137916666667,0.32180916746875,1.80268542180097,0.955487281234589,12,0.11672953742142941
2012-01-13,1.84194365368824,66.40175,0.311485317,2.24321678948719,1.47171056854404,13,0.19816656046871944
2012-01-14,1.9844127854028,104.782916666667,0.311485317,2.4053771778657,1.56659191621474,14,0.3127096829784434
2012-01-15,1.98903422202082,91.133625,0.31178028415625,2.44350108356216,1.55902449879114,15,0.27197531705559114
2012-01-16,2.12308477208622,93.8895416666667,0.311485317,2.57662400445297,1.67869000540867,16,0.2801999576226208
2012-01-17,2.07494825771484,33.8641666666667,0.31590982434375,2.5226763167152,1.62765366395297,17,0.10106277969289663
2012-01-18,1.63643798459405,104.524916666667,0.3162047915,2.02981027095896,1.22629647302879,18,0.311939718744053
2012-01-19,1.59715087503964,112.493083333333,0.311485317,1.9986430319259,1.21457412018897,19,0.3357195766781392
2012-01-20,1.06478353164485,71.1325416666667,0.311485317,1.41078913942402,0.659271078381276,20,0.21228493404889495
2012-01-21,1.45885557772513,85.3473333333333,0.311485317,1.83922457742373,1.08142480431723,21,0.2547069541366597
2012-01-22,1.0585708635201,102.897416666667,0.3191544630625,1.45706571377293,0.678883675702516,22,0.30708267691664876
2012-01-23,1.58405376357611,55.8535,0.3427518355625,2.03444764981275,1.14188305002657,23,0.16668681149426964
2012-01-24,1.75941718402836,112.1445,0.317384660125,2.22117193611203,1.31264474444169,24,0.33467927939375547
2012-01-25,1.32979138505803,58.584,0.32180916746875,1.74597073552617,0.93301561110133,25,0.17483559964156756
2012-01-26,1.69286450615429,107.160166666667,0.339802164,2.1513956612973,1.25699604143029,26,0.319804246839701
2012-01-27,1.92868561563218,99.1831666666667,0.32947831353125,2.38009038667081,1.49607442271763,27,0.29599802708104955
2012-01-28,1.92666677011631,124.771708333333,0.339802164,2.34708100826379,1.5137041255603,28,0.3723633832575626
2012-01-29,2.00743088369057,119.36825,0.339802164,2.47053244573879,1.53676456393315,29,0.356237531867311
2012-01-30,2.34056857309236,98.0756666666667,0.339802164,2.80814233199652,1.87778420175654,30,0.29269285115241656
2012-01-31,NA,NA,NA,NA,NA,NA,NA
2012-02-01,2.51779184542133,113.767166666667,0.4465802745625,2.93829468739519,2.10227194446137,32,0.33952189682658884
2012-02-02,2.28130635506459,117.536791666667,0.399975463875,2.64720807853506,1.89712672769909,33,0.35077180545861886
2012-02-03,1.7334820509203,113.506708333333,0.37549318990625,2.15256111391978,1.33451132862575,34,0.33874459604668145
2012-02-04,2.85629291174235,104.81025,0.368119011,3.32367293744853,2.42052675028086,35,0.31279125541671116
2012-02-05,2.66908221273332,123.09775,0.35543542328125,3.07846130906886,2.24991743123879,36,0.36736769315474826
2012-02-06,2.85670827686629,124.398916666667,0.339802164,3.26862481870547,2.44575174090066,37,0.3712508396520913
2012-02-07,2.06574791259381,91.0639583333333,0.339802164,2.48038727189532,1.63646123925613,38,0.271767406816589
2012-02-08,2.89346839874333,130.790291666667,0.33950719684375,3.32577556223175,2.42522128935412,39,0.39032498755355116
2012-02-09,2.78352020430585,132.123041666667,0.33744242675,3.21257934153148,2.31294373555337,40,0.3943023900085269
2012-02-10,1.58555480000203,53.8408333333333,0.33773739390625,1.94260189417976,1.22455462642284,41,0.16068029463735878
2012-02-11,2.72256029706536,137.160041666667,0.3120752513125,3.17297367519079,2.28121472901262,42,0.40933459872412464
2012-02-12,2.98254735525877,136.853125,0.311485317,3.47184415446049,2.52277245510721,43,0.4084186496688072
2012-02-13,2.91113002542078,65.4073333333333,0.311485317,3.45593926836581,2.35283039266845,44,0.19519886563377742
2012-02-14,2.87377072320456,92.213125,0.3203343316875,3.5707258015477,2.23356078253904,45,0.2751969309742903
2012-02-15,4.68838646061833,115.531125,0.32829844490625,5.20308547666462,4.17095998853787,46,0.3447861791041905
2012-02-16,4.08281391347679,140.519,0.33773739390625,4.53271805821595,3.61134565423519,47,0.4193589312104573
2012-02-17,3.27279526299369,112.100083333333,0.3132551199375,3.73986866962345,2.79379178598371,48,0.33454672418156783
2012-02-18,4.63432445755737,136.514625,0.311485317,5.16880753559719,4.08415521149603,49,0.407408444655857
