"CurSim","missingprop_autocor","parameters","param_value","param_se","missingness","type","run_no"
90,"propMissAct_0.25_autoCorr_0.79","ar1",0.401131132077206,0.0432313064703076,"MAR","dropNA_simple",90
90,"propMissAct_0.25_autoCorr_0.79","intercept",4.44165272204336,0.603543045755528,"MAR","dropNA_simple",90
90,"propMissAct_0.25_autoCorr_0.79","xreg1",1.66309622265348,0.167081577307567,"MAR","dropNA_simple",90
90,"propMissAct_0.25_autoCorr_0.79","xreg2",-1.39918527392456,0.170081172451641,"MAR","dropNA_simple",90
90,"propMissAct_0.25_autoCorr_0.79","sigma",0.520426904489195,NA,"MAR","dropNA_simple",90
90,"propMissAct_0.43_autoCorr_0.72","ar1",0.400837842449588,0.0477748351535816,"MAR","dropNA_simple",90
90,"propMissAct_0.43_autoCorr_0.72","intercept",4.51342984926162,0.669530603201212,"MAR","dropNA_simple",90
90,"propMissAct_0.43_autoCorr_0.72","xreg1",1.60005042823086,0.199646506406929,"MAR","dropNA_simple",90
90,"propMissAct_0.43_autoCorr_0.72","xreg2",-1.41819606263496,0.186152532153843,"MAR","dropNA_simple",90
90,"propMissAct_0.43_autoCorr_0.72","sigma",0.582623301054821,NA,"MAR","dropNA_simple",90
90,"propMissAct_0.63_autoCorr_0.75","ar1",0.3839933594348,0.0677049931555729,"MAR","dropNA_simple",90
90,"propMissAct_0.63_autoCorr_0.75","intercept",5.72851227218525,0.838358074504825,"MAR","dropNA_simple",90
90,"propMissAct_0.63_autoCorr_0.75","xreg1",1.32536920241373,0.251162106318556,"MAR","dropNA_simple",90
90,"propMissAct_0.63_autoCorr_0.75","xreg2",-1.71705409856483,0.239612261577579,"MAR","dropNA_simple",90
90,"propMissAct_0.63_autoCorr_0.75","sigma",0.516455719872165,NA,"MAR","dropNA_simple",90
90,"propMissAct_0.25_autoCorr_0.79","ar1",0.401485693176356,0.0462579225685215,"MAR","dropNA_complete",90
90,"propMissAct_0.25_autoCorr_0.79","intercept",4.51701077346223,0.638453270511401,"MAR","dropNA_complete",90
90,"propMissAct_0.25_autoCorr_0.79","xreg1",1.57936067369357,0.180586453648163,"MAR","dropNA_complete",90
90,"propMissAct_0.25_autoCorr_0.79","xreg2",-1.40746566492728,0.180217239873272,"MAR","dropNA_complete",90
90,"propMissAct_0.25_autoCorr_0.79","sigma",0.524576487221831,NA,"MAR","dropNA_complete",90
90,"propMissAct_0.43_autoCorr_0.72","ar1",0.33590734682742,0.0528438473205765,"MAR","dropNA_complete",90
90,"propMissAct_0.43_autoCorr_0.72","intercept",4.59569335503655,0.679482398744701,"MAR","dropNA_complete",90
90,"propMissAct_0.43_autoCorr_0.72","xreg1",1.53474102100259,0.205247472190954,"MAR","dropNA_complete",90
90,"propMissAct_0.43_autoCorr_0.72","xreg2",-1.4313375918617,0.189469781050132,"MAR","dropNA_complete",90
90,"propMissAct_0.43_autoCorr_0.72","sigma",0.614143401347953,NA,"MAR","dropNA_complete",90
90,"propMissAct_0.63_autoCorr_0.75","ar1",0.249512134331074,0.0741005555097933,"MAR","dropNA_complete",90
90,"propMissAct_0.63_autoCorr_0.75","intercept",6.37488382937568,0.898858875865274,"MAR","dropNA_complete",90
90,"propMissAct_0.63_autoCorr_0.75","xreg1",1.54526488953202,0.246927552294542,"MAR","dropNA_complete",90
90,"propMissAct_0.63_autoCorr_0.75","xreg2",-1.92570621176094,0.256318718625284,"MAR","dropNA_complete",90
90,"propMissAct_0.63_autoCorr_0.75","sigma",0.566251900962068,NA,"MAR","dropNA_complete",90
90,"propMissAct_0.25_autoCorr_0.79","ar1",0.405942886224635,0.0435576281751496,"MAR","Kalman Filter",90
90,"propMissAct_0.25_autoCorr_0.79","intercept",4.58174789181606,0.591696229946075,"MAR","Kalman Filter",90
90,"propMissAct_0.25_autoCorr_0.79","xreg1",1.7025008304439,0.163624517515989,"MAR","Kalman Filter",90
90,"propMissAct_0.25_autoCorr_0.79","xreg2",-1.44499736360961,0.166426703664106,"MAR","Kalman Filter",90
90,"propMissAct_0.25_autoCorr_0.79","sigma",0.517030209654242,NA,"MAR","Kalman Filter",90
90,"propMissAct_0.43_autoCorr_0.72","ar1",0.441224897991781,0.0497229107162213,"MAR","Kalman Filter",90
90,"propMissAct_0.43_autoCorr_0.72","intercept",4.50017994829693,0.670554595171809,"MAR","Kalman Filter",90
90,"propMissAct_0.43_autoCorr_0.72","xreg1",1.62720481168543,0.197520048373699,"MAR","Kalman Filter",90
90,"propMissAct_0.43_autoCorr_0.72","xreg2",-1.42211209592394,0.186634070607297,"MAR","Kalman Filter",90
90,"propMissAct_0.43_autoCorr_0.72","sigma",0.565951346322536,NA,"MAR","Kalman Filter",90
90,"propMissAct_0.63_autoCorr_0.75","ar1",0.352955268949231,0.0661470922681271,"MAR","Kalman Filter",90
