"","missingprop_autocor","parameter","mean","sd","2.5%","50%","97.5%","missingness","type","run_no","...1"
"1523","propMissAct_0.48_autoCorr_0.64","sigma",0.494427107616433,0.0183119715895159,0.460187147454736,0.493840198252853,0.531510608832984,"MAR","brms",7,NA
"1524","propMissAct_0.48_autoCorr_0.64","Intercept",0.70420932405007,0.119884525802607,0.454569294007509,0.7070479012747,0.929332537430745,"MAR","brms",7,NA
"1525","propMissAct_0.5_autoCorr_0.63","b_Intercept",-0.389503145773254,0.21195327087502,-0.819994758239576,-0.382391714430821,0.0106052914137255,"MAR","brms",7,NA
"1526","propMissAct_0.5_autoCorr_0.63","b_light",0.997486883021038,0.182915158743765,0.640618355855491,0.99780332670546,1.35132914771755,"MAR","brms",7,NA
"1527","propMissAct_0.5_autoCorr_0.63","b_Q",-0.463387088437829,0.0714772046176493,-0.601766246708536,-0.464652415940011,-0.321570730935354,"MAR","brms",7,NA
"1528","propMissAct_0.5_autoCorr_0.63","phi",0.896987393075938,0.0209993416819056,0.856297509626067,0.897143988887732,0.937653947998512,"MAR","brms",7,NA
"1529","propMissAct_0.5_autoCorr_0.63","sigma",0.484918181001093,0.0189814193923408,0.449381290711328,0.484232593833817,0.523798634575552,"MAR","brms",7,NA
"1530","propMissAct_0.5_autoCorr_0.63","Intercept",0.519894800841848,0.186139152400019,0.125216898853244,0.527932421856883,0.867427358577025,"MAR","brms",7,NA
"1531","propMissAct_0.61_autoCorr_0.6","b_Intercept",-0.268283461321895,0.224160178148612,-0.719575395662216,-0.262437769673816,0.15250708466503,"MAR","brms",7,NA
"1532","propMissAct_0.61_autoCorr_0.6","b_light",0.883501915628443,0.210901479439201,0.47143864413865,0.88136069061198,1.29737299913989,"MAR","brms",7,NA
"1533","propMissAct_0.61_autoCorr_0.6","b_Q",-0.50711219632511,0.11578862588982,-0.728505132864799,-0.507372200652016,-0.282656428686765,"MAR","brms",7,NA
"1534","propMissAct_0.61_autoCorr_0.6","phi",0.882196116532448,0.0248330179814522,0.831806878794883,0.88272180010249,0.929059376448851,"MAR","brms",7,NA
"1535","propMissAct_0.61_autoCorr_0.6","sigma",0.491860397747421,0.0224414975266763,0.449975731277598,0.491128306811749,0.538257027244696,"MAR","brms",7,NA
"1536","propMissAct_0.61_autoCorr_0.6","Intercept",0.624646656802079,0.171320379495589,0.265143258541787,0.632987277020632,0.938981113341424,"MAR","brms",7,NA
"1537","propMissAct_0.67_autoCorr_0.57","b_Intercept",-0.100927858016788,0.188391508736165,-0.486240813402012,-0.0983814909180686,0.259410668181071,"MAR","brms",7,NA
"1538","propMissAct_0.67_autoCorr_0.57","b_light",0.766405649866484,0.226275027538275,0.325172694076802,0.76345826363941,1.21696748286458,"MAR","brms",7,NA
"1539","propMissAct_0.67_autoCorr_0.57","b_Q",-0.535050823088634,0.0805115938025832,-0.692000665680717,-0.53464288863918,-0.374839429456104,"MAR","brms",7,NA
"1540","propMissAct_0.67_autoCorr_0.57","phi",0.859214968644573,0.0302675090474588,0.797643256870683,0.860614538738135,0.91498392642701,"MAR","brms",7,NA
"1541","propMissAct_0.67_autoCorr_0.57","sigma",0.472229881860382,0.024509678266279,0.428203562536585,0.470938361787365,0.523020387047186,"MAR","brms",7,NA
