missingprop_autocor,parameter,mean,sd,2.5%,50%,97.5%,missingness,type,run_no
propMissAct_0.12_autoCorr_0.52,b_Intercept,-0.39242698292046585,0.1803148417611869,-0.7703813533020099,-0.3874135342743744,-0.058121331444923624,MAR,brms,6
propMissAct_0.12_autoCorr_0.52,b_light,0.7750987086691578,0.12174387029514619,0.538633182515896,0.7740111104947225,1.0160458353127189,MAR,brms,6
propMissAct_0.12_autoCorr_0.52,b_Q,-0.6600777178769536,0.05971442415461733,-0.7771805243698259,-0.6601553228233554,-0.541004505058793,MAR,brms,6
propMissAct_0.12_autoCorr_0.52,phi,0.8848476409412533,0.020613570089817068,0.8438229794367591,0.8851000148474562,0.9246359259663033,MAR,brms,6
propMissAct_0.12_autoCorr_0.52,sigma,0.4800949030445393,0.013533538193166491,0.45449084494380443,0.4798799797080176,0.5072985788348963,MAR,brms,6
propMissAct_0.12_autoCorr_0.52,Intercept,0.5855937184825761,0.16429744392173587,0.23670767864708256,0.5941453960235898,0.8850121636048333,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,b_Intercept,-0.3742649406352845,0.182132505774357,-0.7465705909067192,-0.3678041120545193,-0.028571977196073538,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,b_light,0.8196355748777148,0.12560298022151362,0.5753523826548008,0.8174736733231512,1.0696717311794262,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,b_Q,-0.6000255074678525,0.058097483948572635,-0.7149302394885927,-0.6001350617661545,-0.48583943283055336,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,phi,0.8887292498930363,0.020436215356145752,0.8478813302149383,0.8890007211696915,0.9291255380646483,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,sigma,0.48023830914627014,0.014386232571278404,0.4531947058838589,0.4800834235788949,0.5093503796238734,MAR,brms,6
propMissAct_0.19_autoCorr_0.55,Intercept,0.5713230662529541,0.16640669442508357,0.22458016819677626,0.5779607382439871,0.884757793425181,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,b_Intercept,-0.41926592849099403,0.17537964432593878,-0.7690492176777702,-0.41485335185940153,-0.08797765419662147,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,b_light,0.8454442852706678,0.13441714675599453,0.5830016857460084,0.8452804934220619,1.1063578975231383,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,b_Q,-0.6422198655462094,0.059957471950393575,-0.7590490919348706,-0.6430948476604509,-0.5247692054570272,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,phi,0.8806425139358146,0.020476127233534678,0.8403866971906487,0.8805187934914598,0.9208346168654903,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,sigma,0.4905739324845405,0.01425825585827496,0.4638804785582288,0.4898957508387343,0.5198610232050864,MAR,brms,6
propMissAct_0.2_autoCorr_0.44,Intercept,0.5771738337108893,0.15577728071239108,0.2521549647336306,0.5821192998867171,0.8700547645011751,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,b_Intercept,-0.3755219824644039,0.18539186827480034,-0.7574989493273527,-0.3702153733289105,-0.026314920284046875,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,b_light,0.7355626214418971,0.13971711660806146,0.4594274326378449,0.735715115046438,1.0091600996678467,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,b_Q,-0.6552293112113305,0.06438525603674679,-0.7792354200374071,-0.6549065831229222,-0.5263720425700212,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,phi,0.881921613608724,0.020937976780508676,0.840535167622429,0.8818608474247027,0.9224577971932991,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,sigma,0.5053200581942232,0.015703893324789293,0.47535971103892277,0.504903298038375,0.5373763444717905,MAR,brms,6
propMissAct_0.25_autoCorr_0.49,Intercept,0.5786822576479528,0.16547887250765805,0.23132814693847956,0.5841580803168287,0.8866074513205489,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,b_Intercept,-0.39447231757748563,0.19358015506951817,-0.8000440186481619,-0.38652094953979804,-0.028260927418882534,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,b_light,1.025503521648042,0.1467165847728621,0.7376148684695378,1.025068563292443,1.3153345282898639,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,b_Q,-0.5150860768287907,0.06471903276087192,-0.6437460360160431,-0.5151048109802848,-0.3874883542620427,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,phi,0.890670208723535,0.021572612238614387,0.8480521047854855,0.8908856578786486,0.9325137239832441,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,sigma,0.47624775969687394,0.015433641956896527,0.44695283568181643,0.4759571082896138,0.5073209579680317,MAR,brms,6
propMissAct_0.33_autoCorr_0.51,Intercept,0.5754600766586114,0.1685701599389695,0.22092169960450464,0.5836236537956168,0.8868407861740389,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,b_Intercept,-0.49620642112657354,0.19455931215278988,-0.8925468698893604,-0.4923224363282852,-0.12901946164648423,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,b_light,1.014183612451767,0.15656591732380173,0.7064760773551834,1.0142466853079721,1.3200261755417284,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,b_Q,-0.6084385100266672,0.07492141596474615,-0.7572037676371736,-0.6090059295924887,-0.4604620014535368,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,phi,0.8909377632427594,0.02083997687419121,0.8495502223462146,0.8910733247953978,0.9309761440944966,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,sigma,0.4812179560211272,0.016856978946226776,0.4498969943668969,0.48052638273453013,0.5157743328388619,MAR,brms,6
propMissAct_0.38_autoCorr_0.47,Intercept,0.5526060146626506,0.16890298891362546,0.2022122662251793,0.559970273312114,0.8667227453460431,MAR,brms,6
propMissAct_0.41_autoCorr_0.57,b_Intercept,-0.38732024470690696,0.1644039851931215,-0.7127255671279179,-0.3881740321113928,-0.061898984573330096,MAR,brms,6
